32,"SELECT TOP # fld.run, fld.avg_sky_muJy, fld.runarea AS area, ISNULL(fp.nfirstmatch,#)  FROM (   SELECT run, sum(primaryArea) AS runarea,  #e6*avg(power(cast(#. as float),#*sky_r)) as avg_sky_muJy  FROM Field  GROUP BY run  ) AS fld  LEFT OUTER JOIN (   SELECT p.run, count(*) AS nfirstmatch  FROM FIRST AS fm  INNER JOIN photoprimary as p  ON p.objid=fm.objid  GROUP BY p.run  ) AS fp  ON fld.run=fp.run  ORDER BY fld.run"
2019-06-11 00:09:00,1
2019-06-11 00:11:00,1
2019-06-11 00:14:00,1
2019-06-11 00:19:00,1
2019-06-11 00:28:00,1
2019-06-11 00:45:00,1
2019-06-11 01:13:00,1
2019-06-11 01:15:00,1
2019-06-11 01:18:00,1
2019-06-11 01:23:00,1
2019-06-11 01:32:00,1
2019-06-11 01:49:00,1
2019-06-11 02:11:00,1
2019-06-11 02:13:00,1
2019-06-11 02:16:00,1
2019-06-11 02:21:00,1
2019-06-11 02:30:00,1
2019-06-11 02:47:00,1
2019-06-11 10:07:00,1
2019-06-11 10:09:00,1
2019-06-11 10:12:00,1
2019-06-11 15:08:00,1
2019-06-11 15:10:00,1
2019-06-11 15:13:00,1
2019-06-11 15:18:00,1
2019-06-11 15:27:00,1
2019-06-11 15:44:00,1
2019-06-11 16:51:00,1
2019-06-11 16:58:00,1
2019-06-11 20:22:00,1
2019-06-11 20:24:00,1
2019-06-11 20:27:00,1
