18,"SELECT first.plate, other.plate,   COUNT(DISTINCT other.mjd) + COUNT(DISTINCT first.mjd) AS nightsObserved,   otherPlate.programname, count(DISTINCT other.bestObjID) AS objects  FROM SpecObjAll first  JOIN SpecObjAll other ON first.bestObjID = other.bestObjID  JOIN PlateX AS firstPlate ON firstPlate.plate = first.plate  JOIN PlateX AS otherPlate ON otherPlate.plate = other.plate  WHERE first.scienceprimary = # AND other.scienceprimary = #   AND other.bestObjID > #  GROUP BY first.plate, other.plate, otherPlate.programname  ORDER BY nightsObserved DESC, otherPlate.programname,   first.plate, other.plate"
2019-09-08 04:28:00,1
2019-09-08 07:20:00,1
2019-09-08 07:22:00,1
2019-09-08 07:25:00,1
2019-09-08 07:30:00,1
2019-09-08 07:39:00,1
2019-09-08 07:56:00,1
2019-09-08 10:27:00,1
2019-09-08 10:29:00,1
2019-09-08 10:32:00,1
2019-09-08 10:37:00,1
2019-09-08 10:46:00,1
2019-09-08 15:55:00,1
2019-09-08 15:57:00,1
2019-09-08 16:00:00,1
2019-09-08 16:14:00,1
2019-09-08 16:31:00,1
2019-09-08 21:51:00,1
