56407,"select p.ra, p.dec, p.type,p.insidemask,p.flags_g,p.flags_i,p.flags_r,p.cModelMag_u, p.cModelMagErr_u,p.cModelMag_g, p.cModelMagErr_g,p.cModelMag_r, p.cModelMagErr_r,p.cModelMag_i, p.cModelMagErr_i,p.cModelMag_z, p.cModelMagErr_z from Galaxy p join dbo.fGetNearbyObjEq(#,#,#) r on p.ObjID = r.ObjID"
2019-01-09 06:26:00,160
2019-01-09 06:27:00,175
2019-01-09 06:28:00,170
2019-01-09 06:29:00,160
2019-01-09 06:30:00,169
2019-01-09 06:31:00,168
2019-01-09 06:32:00,165
2019-01-09 06:33:00,178
2019-01-09 06:34:00,167
2019-01-09 06:35:00,175
2019-01-09 06:36:00,160
2019-01-09 06:37:00,172
2019-01-09 06:38:00,170
2019-01-09 06:39:00,172
2019-01-09 06:40:00,172
2019-01-09 06:41:00,174
2019-01-09 06:42:00,170
2019-01-09 06:43:00,171
2019-01-09 06:44:00,172
2019-01-09 06:45:00,165
2019-01-09 06:46:00,198
2019-01-09 06:47:00,127
2019-01-09 06:48:00,171
2019-01-09 06:49:00,179
2019-01-09 06:50:00,174
2019-01-09 06:51:00,169
2019-01-09 06:52:00,164
2019-01-09 06:53:00,174
2019-01-09 06:54:00,185
2019-01-09 06:55:00,167
2019-01-09 06:56:00,174
2019-01-09 06:57:00,181
2019-01-09 06:58:00,165
2019-01-09 06:59:00,170
2019-01-09 07:00:00,177
2019-01-09 07:01:00,185
2019-01-09 07:02:00,177
2019-01-09 07:03:00,177
2019-01-09 07:04:00,161
2019-01-09 07:05:00,167
2019-01-09 07:06:00,178
2019-01-09 07:07:00,177
2019-01-09 07:08:00,162
2019-01-09 07:09:00,184
2019-01-09 07:10:00,174
2019-01-09 07:11:00,188
2019-01-09 07:12:00,171
2019-01-09 07:13:00,172
2019-01-09 07:14:00,167
2019-01-09 07:15:00,180
2019-01-09 07:16:00,180
2019-01-09 07:17:00,129
2019-01-09 07:18:00,82
2019-01-09 07:19:00,85
2019-01-09 07:20:00,90
2019-01-09 07:21:00,86
2019-01-09 07:22:00,90
2019-01-09 07:23:00,88
2019-01-09 07:24:00,87
2019-01-09 07:25:00,89
2019-01-09 07:26:00,90
2019-01-09 07:27:00,89
2019-01-09 07:28:00,93
2019-01-09 07:29:00,89
2019-01-09 07:30:00,89
2019-01-09 07:31:00,90
2019-01-09 07:32:00,89
2019-01-09 07:33:00,91
2019-01-09 07:34:00,88
2019-01-09 07:35:00,66
