30,"select p.objid, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, s.z as redshift, s.zErr as e_redshift, s.zwarning, p.petrorad_u, p.petrorad_g, p.petrorad_r, p.petrorad_i, p.petrorad_z, p.petroraderr_u, p.petroraderr_g, p.petroraderr_r, p.petroraderr_i, p.petroraderr_z from galaxy p, specobj s, dbo.fgetNearByObjEq(#,+#,#)n where p.objid=s.bestobjid and p.objid=n.objid and s.bestobjid=n.objid and(p.g BETWEEN # and #) order by p.g"
2019-05-26 01:13:00,1
2019-05-26 01:14:00,1
2019-05-26 01:17:00,1
2019-05-26 01:34:00,1
2019-05-26 01:39:00,1
2019-05-26 01:54:00,1
2019-05-26 02:02:00,1
2019-05-26 02:07:00,1
2019-05-26 02:09:00,1
2019-05-26 02:11:00,1
2019-05-26 02:13:00,1
2019-05-26 02:16:00,1
2019-05-26 02:28:00,1
2019-05-26 02:29:00,1
2019-05-26 02:31:00,1
2019-05-26 02:35:00,1
2019-05-26 02:38:00,1
2019-05-26 02:57:00,1
2019-05-26 02:58:00,1
2019-05-26 03:12:00,2
2019-05-26 03:23:00,1
2019-05-26 03:46:00,1
2019-05-26 04:14:00,1
2019-05-26 04:15:00,1
2019-05-26 04:17:00,1
2019-05-26 04:19:00,1
2019-05-26 04:21:00,2
2019-05-26 04:25:00,1
