21268,select objid from photoprimary where photoprimary.dec between # and # and photoprimary.ra between # and # and photoprimary.r between # and #
2019-02-27 22:46:00,3
2019-02-27 22:47:00,1
2019-02-27 22:48:00,3
2019-02-27 22:49:00,4
2019-02-27 22:50:00,1
2019-02-27 22:51:00,5
2019-02-27 22:53:00,5
2019-02-27 22:54:00,5
2019-02-27 22:55:00,12
2019-02-27 22:56:00,1
2019-02-27 22:57:00,1
2019-02-27 22:58:00,3
2019-02-27 22:59:00,16
2019-02-27 23:00:00,23
2019-02-27 23:01:00,29
2019-02-27 23:02:00,19
2019-02-27 23:03:00,29
2019-02-27 23:04:00,17
2019-02-27 23:05:00,24
2019-02-27 23:06:00,2
2019-02-27 23:07:00,16
2019-02-27 23:08:00,10
2019-02-27 23:09:00,19
2019-02-27 23:10:00,19
2019-02-27 23:11:00,18
2019-02-27 23:12:00,11
2019-02-27 23:13:00,26
2019-02-27 23:14:00,40
2019-02-27 23:15:00,33
2019-02-27 23:16:00,26
2019-02-27 23:17:00,20
2019-02-27 23:18:00,16
2019-02-27 23:19:00,20
2019-02-27 23:20:00,30
2019-02-27 23:21:00,8
2019-02-27 23:22:00,35
2019-02-27 23:23:00,13
2019-02-27 23:24:00,2
2019-02-27 23:25:00,1
2019-02-27 23:26:00,14
2019-02-27 23:27:00,1
2019-02-27 23:29:00,2
2019-02-27 23:30:00,3
2019-02-27 23:31:00,5
2019-02-27 23:32:00,7
2019-02-27 23:33:00,1
2019-02-27 23:34:00,3
2019-02-27 23:35:00,2
2019-02-27 23:36:00,4
2019-02-27 23:37:00,1
2019-02-27 23:38:00,2
2019-02-27 23:39:00,1
2019-02-27 23:40:00,2
2019-02-27 23:41:00,2
2019-02-27 23:42:00,2
2019-02-27 23:43:00,2
2019-02-27 23:45:00,10
2019-02-27 23:46:00,1
2019-02-27 23:47:00,4
2019-02-27 23:50:00,7
2019-02-27 23:51:00,6
2019-02-27 23:52:00,2
2019-02-27 23:53:00,2
2019-02-27 23:54:00,1
2019-02-27 23:55:00,3
2019-02-27 23:56:00,2
2019-02-27 23:57:00,4
2019-02-27 23:59:00,3
2019-02-28 00:00:00,1
2019-02-28 00:01:00,3
2019-02-28 00:02:00,1
2019-02-28 00:03:00,1
2019-02-28 00:04:00,11
2019-02-28 00:05:00,2
2019-02-28 00:06:00,5
2019-02-28 00:08:00,3
2019-02-28 00:09:00,7
2019-02-28 00:10:00,5
2019-02-28 00:11:00,1
2019-02-28 00:12:00,1
2019-02-28 00:13:00,2
2019-02-28 00:14:00,1
2019-02-28 00:15:00,6
2019-02-28 00:18:00,5
2019-02-28 00:19:00,1
2019-02-28 00:20:00,1
2019-02-28 00:21:00,2
2019-02-28 00:22:00,1
2019-02-28 00:23:00,10
2019-02-28 00:25:00,1
2019-02-28 00:26:00,6
2019-02-28 00:28:00,2
2019-02-28 00:29:00,10
2019-02-28 00:30:00,1
2019-02-28 00:31:00,2
2019-02-28 00:32:00,2
2019-02-28 00:33:00,3
2019-02-28 00:34:00,1
2019-02-28 00:35:00,2
2019-02-28 00:36:00,3
2019-02-28 00:37:00,1
2019-02-28 00:39:00,2
2019-02-28 00:41:00,2
2019-02-28 00:42:00,1
2019-02-28 00:43:00,2
2019-02-28 00:45:00,8
2019-02-28 00:47:00,2
2019-02-28 00:48:00,4
2019-02-28 00:49:00,1
2019-02-28 00:50:00,2
2019-02-28 00:51:00,3
2019-02-28 00:53:00,3
2019-02-28 00:54:00,2
2019-02-28 00:55:00,2
2019-02-28 00:56:00,1
2019-02-28 00:57:00,3
2019-02-28 01:00:00,4
2019-02-28 01:01:00,1
2019-02-28 01:02:00,1
2019-02-28 01:03:00,2
2019-02-28 01:04:00,3
2019-02-28 01:05:00,2
2019-02-28 01:08:00,2
2019-02-28 01:09:00,2
2019-02-28 01:10:00,1
2019-02-28 01:11:00,10
2019-02-28 01:14:00,3
2019-02-28 01:15:00,2
2019-02-28 01:16:00,1
2019-02-28 01:17:00,1
2019-02-28 01:18:00,3
2019-02-28 01:19:00,2
2019-02-28 01:20:00,2
2019-02-28 01:21:00,3
2019-02-28 01:23:00,1
2019-02-28 01:24:00,3
2019-02-28 01:26:00,3
2019-02-28 01:27:00,1
2019-02-28 01:28:00,2
2019-02-28 01:29:00,2
2019-02-28 01:30:00,1
2019-02-28 01:31:00,2
2019-02-28 01:32:00,1
2019-02-28 01:33:00,3
2019-02-28 01:34:00,2
2019-02-28 01:35:00,2
2019-02-28 01:36:00,2
2019-02-28 01:37:00,1
2019-02-28 01:39:00,6
2019-02-28 01:41:00,7
2019-02-28 01:42:00,3
2019-02-28 01:44:00,10
2019-02-28 01:45:00,2
2019-02-28 01:47:00,1
2019-02-28 01:48:00,3
2019-02-28 01:49:00,5
2019-02-28 01:51:00,7
2019-02-28 01:52:00,2
2019-02-28 01:53:00,1
2019-02-28 01:54:00,5
2019-02-28 01:55:00,1
2019-02-28 01:56:00,7
2019-02-28 01:59:00,3
2019-02-28 02:00:00,2
2019-02-28 02:02:00,2
2019-02-28 02:03:00,4
2019-02-28 02:05:00,6
2019-02-28 02:06:00,3
2019-02-28 02:07:00,1
2019-02-28 02:08:00,7
2019-02-28 02:09:00,2
2019-02-28 02:12:00,4
2019-02-28 02:13:00,1
2019-02-28 02:14:00,1
2019-02-28 02:15:00,4
2019-02-28 02:16:00,2
2019-02-28 02:17:00,1
2019-02-28 02:18:00,2
2019-02-28 02:19:00,9
2019-02-28 02:22:00,4
2019-02-28 02:23:00,2
2019-02-28 02:25:00,3
2019-02-28 02:26:00,2
2019-02-28 02:28:00,1
2019-02-28 02:29:00,2
2019-02-28 02:30:00,2
2019-02-28 02:32:00,6
2019-02-28 02:33:00,1
2019-02-28 02:35:00,1
2019-02-28 02:36:00,6
2019-02-28 02:38:00,3
2019-02-28 02:39:00,6
2019-02-28 02:40:00,1
2019-02-28 02:41:00,18
2019-02-28 02:42:00,5
2019-02-28 02:43:00,2
2019-02-28 02:44:00,2
2019-02-28 02:45:00,1
2019-02-28 02:46:00,2
2019-02-28 02:48:00,8
2019-02-28 02:49:00,2
2019-02-28 02:50:00,8
2019-02-28 02:51:00,1
2019-02-28 02:53:00,3
2019-02-28 02:55:00,2
2019-02-28 02:56:00,1
2019-02-28 02:58:00,15
2019-02-28 03:02:00,2
2019-02-28 03:03:00,10
2019-02-28 03:04:00,2
2019-02-28 03:05:00,4
2019-02-28 03:06:00,6
2019-02-28 03:09:00,2
2019-02-28 03:10:00,2
2019-02-28 03:11:00,5
2019-02-28 03:12:00,1
2019-02-28 03:14:00,3
2019-03-06 05:08:00,46
2019-03-06 05:09:00,189
2019-03-06 05:10:00,85
2019-03-06 05:11:00,209
2019-03-06 05:12:00,181
2019-03-06 05:13:00,139
2019-03-06 05:14:00,36
2019-03-06 05:15:00,21
2019-03-06 05:17:00,2
2019-03-06 05:18:00,32
2019-03-06 05:19:00,27
2019-03-06 05:20:00,4
2019-03-06 05:22:00,20
2019-03-06 05:23:00,29
2019-03-06 05:24:00,3
2019-03-06 05:25:00,2
2019-03-06 14:50:00,2
2019-03-06 14:51:00,1
2019-03-06 14:54:00,1
2019-03-06 15:01:00,1
2019-03-06 15:02:00,1
2019-03-06 18:51:00,2
2019-03-06 19:01:00,1
2019-03-06 19:07:00,39
2019-03-06 19:10:00,11
2019-03-07 04:54:00,11
2019-03-07 05:06:00,8
2019-03-07 05:11:00,4
2019-03-07 05:41:00,38
2019-03-07 06:38:00,15
2019-03-07 06:39:00,2
2019-03-07 07:06:00,199
2019-03-07 14:27:00,103
2019-03-07 14:34:00,5
2019-03-07 14:44:00,2
2019-03-07 14:46:00,1
2019-03-07 14:47:00,2
2019-03-07 14:51:00,15
2019-03-07 14:52:00,1
2019-03-07 14:55:00,4
2019-03-07 14:56:00,1
2019-03-07 14:57:00,6
2019-03-07 15:00:00,3
2019-03-07 15:03:00,62
2019-03-07 15:05:00,2
2019-03-07 16:01:00,11
2019-03-07 16:03:00,1
2019-03-14 07:48:00,9
2019-03-14 07:49:00,5
2019-03-14 07:50:00,1
2019-03-14 08:10:00,190
2019-03-14 08:11:00,153
2019-03-14 08:12:00,689
2019-03-14 08:13:00,289
2019-03-14 08:14:00,187
2019-03-14 08:15:00,59
2019-03-14 08:16:00,191
2019-03-14 08:17:00,235
2019-03-14 08:18:00,806
2019-03-14 08:19:00,135
2019-03-14 08:21:00,37
2019-03-14 08:22:00,52
2019-03-14 08:23:00,187
2019-03-14 08:24:00,10
2019-03-14 08:29:00,125
2019-03-14 08:30:00,740
2019-03-14 08:31:00,1115
2019-03-14 08:32:00,40
2019-03-14 08:33:00,109
2019-03-14 08:34:00,797
2019-03-14 08:35:00,332
2019-03-14 08:36:00,965
2019-03-14 08:37:00,363
2019-03-14 08:46:00,18
2019-03-14 08:47:00,424
2019-03-14 08:48:00,506
2019-03-14 08:49:00,804
2019-03-14 08:50:00,26
2019-03-14 08:55:00,50
2019-03-14 08:56:00,166
2019-03-14 08:57:00,194
2019-03-14 08:58:00,208
2019-03-14 08:59:00,87
2019-03-14 09:00:00,248
2019-03-14 09:01:00,479
2019-03-14 09:02:00,712
2019-03-14 09:03:00,706
2019-03-14 09:04:00,720
2019-03-14 09:05:00,642
2019-03-14 09:06:00,1005
2019-03-14 09:07:00,262
2019-03-14 09:08:00,468
2019-03-14 09:09:00,695
2019-03-14 09:10:00,457
2019-03-14 09:12:00,10
2019-03-14 09:13:00,5
2019-03-14 09:14:00,246
2019-03-14 09:15:00,635
2019-03-14 09:16:00,142
2019-03-14 09:17:00,13
