64576,"SELECT gse.lgm_tot_p5#, gse.lgm_tot_p8# FROM galSpecExtra AS gse JOIN SpecObjAll AS s ON s.specObjID = gse.specObjID WHERE s.mjd = # AND s.plate = # AND s.fiberID = #"
2019-09-30 18:15:00,55
2019-09-30 18:16:00,45
2019-09-30 18:17:00,51
2019-09-30 18:18:00,57
2019-09-30 18:19:00,57
2019-09-30 18:20:00,59
2019-09-30 18:21:00,52
2019-09-30 18:22:00,45
2019-09-30 18:23:00,42
2019-09-30 18:24:00,57
2019-09-30 18:25:00,56
2019-09-30 18:26:00,55
2019-09-30 18:27:00,53
2019-09-30 18:28:00,54
2019-09-30 18:29:00,58
2019-09-30 18:30:00,46
2019-09-30 18:31:00,46
2019-09-30 18:32:00,60
2019-09-30 18:33:00,33
2019-09-30 18:34:00,52
2019-09-30 18:35:00,50
2019-09-30 18:36:00,31
2019-09-30 18:37:00,44
2019-09-30 18:38:00,59
2019-09-30 18:39:00,43
2019-09-30 18:40:00,46
2019-09-30 18:41:00,57
2019-09-30 18:42:00,34
2019-09-30 18:43:00,57
2019-09-30 18:44:00,52
2019-09-30 18:45:00,41
2019-09-30 18:46:00,60
2019-09-30 18:47:00,51
2019-09-30 18:48:00,48
2019-09-30 18:49:00,34
2019-09-30 18:50:00,58
2019-09-30 18:51:00,55
2019-09-30 18:52:00,57
2019-09-30 18:53:00,57
2019-09-30 18:54:00,56
2019-09-30 18:55:00,43
2019-09-30 18:56:00,51
2019-09-30 18:57:00,42
2019-09-30 18:58:00,43
2019-09-30 18:59:00,55
2019-09-30 19:00:00,52
2019-09-30 19:01:00,50
2019-09-30 19:02:00,55
2019-09-30 19:03:00,54
2019-09-30 19:04:00,41
2019-09-30 19:05:00,60
2019-09-30 19:06:00,46
2019-09-30 19:07:00,52
2019-09-30 19:08:00,50
2019-09-30 19:09:00,44
2019-09-30 19:10:00,60
2019-09-30 19:11:00,37
2019-09-30 19:12:00,39
2019-09-30 19:13:00,60
2019-09-30 19:14:00,39
2019-09-30 19:15:00,56
2019-09-30 19:16:00,52
2019-09-30 19:17:00,53
2019-09-30 19:18:00,57
2019-09-30 19:19:00,44
2019-09-30 19:20:00,56
2019-09-30 19:21:00,52
2019-09-30 19:22:00,32
2019-09-30 19:23:00,51
2019-09-30 19:24:00,55
2019-09-30 19:25:00,56
2019-09-30 19:26:00,56
2019-09-30 19:27:00,56
2019-09-30 19:28:00,58
2019-09-30 19:29:00,56
2019-09-30 19:30:00,51
2019-09-30 19:31:00,52
2019-09-30 19:32:00,53
2019-09-30 19:33:00,56
2019-09-30 19:34:00,56
2019-09-30 19:35:00,55
2019-09-30 19:36:00,58
2019-09-30 19:37:00,55
2019-09-30 19:38:00,47
2019-09-30 19:39:00,56
2019-09-30 19:40:00,34
2019-09-30 19:41:00,35
2019-09-30 19:42:00,59
2019-09-30 19:43:00,50
2019-09-30 19:44:00,60
2019-09-30 19:45:00,50
2019-09-30 19:46:00,46
2019-09-30 19:47:00,50
2019-09-30 19:48:00,40
2019-09-30 19:49:00,52
2019-09-30 19:50:00,54
2019-09-30 19:51:00,56
2019-09-30 19:52:00,50
2019-09-30 19:53:00,30
2019-09-30 19:54:00,43
2019-09-30 19:55:00,60
2019-09-30 19:56:00,36
2019-09-30 19:57:00,39
2019-09-30 19:58:00,51
2019-09-30 19:59:00,57
2019-09-30 20:00:00,50
2019-09-30 20:01:00,57
2019-09-30 20:02:00,57
2019-09-30 20:03:00,54
2019-09-30 20:04:00,56
2019-09-30 20:05:00,57
2019-09-30 20:06:00,45
2019-09-30 20:07:00,5
2019-10-02 13:49:00,1
2019-10-02 13:50:00,1
2019-10-02 13:51:00,1
2019-10-03 16:14:00,15
2019-10-03 16:15:00,70
2019-10-03 16:16:00,13
2019-10-03 16:17:00,20
2019-10-03 16:18:00,60
2019-10-03 16:19:00,56
2019-10-03 16:20:00,58
2019-10-03 16:21:00,57
2019-10-03 16:22:00,57
2019-10-03 16:23:00,47
2019-10-03 16:24:00,57
2019-10-03 16:25:00,57
2019-10-03 16:26:00,56
2019-10-03 16:27:00,48
2019-10-03 16:28:00,44
2019-10-03 16:29:00,57
2019-10-03 16:30:00,55
2019-10-03 16:31:00,50
2019-10-03 16:32:00,55
2019-10-03 16:33:00,58
2019-10-03 16:34:00,58
2019-10-03 16:35:00,54
2019-10-03 16:36:00,51
2019-10-03 16:37:00,61
2019-10-03 16:38:00,56
2019-10-03 16:39:00,60
2019-10-03 16:40:00,51
2019-10-03 16:41:00,53
2019-10-03 16:42:00,58
2019-10-03 16:43:00,56
2019-10-03 16:44:00,53
2019-10-03 16:45:00,44
2019-10-03 16:46:00,61
2019-10-03 16:47:00,54
2019-10-03 16:48:00,54
2019-10-03 16:49:00,51
2019-10-03 16:50:00,29
2019-10-03 16:51:00,47
2019-10-03 16:52:00,57
2019-10-03 16:53:00,53
2019-10-03 16:54:00,59
2019-10-03 16:55:00,57
2019-10-03 16:56:00,59
2019-10-03 16:57:00,56
2019-10-03 16:58:00,57
2019-10-03 16:59:00,49
2019-10-03 17:00:00,41
2019-10-03 17:01:00,57
2019-10-03 17:02:00,57
2019-10-03 17:03:00,59
2019-10-03 17:04:00,51
2019-10-03 17:05:00,57
2019-10-03 17:06:00,56
2019-10-03 17:07:00,56
2019-10-03 17:08:00,57
2019-10-03 17:09:00,57
2019-10-03 17:10:00,58
2019-10-03 17:11:00,52
2019-10-03 17:12:00,62
2019-10-03 17:13:00,58
2019-10-03 17:14:00,52
2019-10-03 17:15:00,59
2019-10-03 17:16:00,55
2019-10-03 17:17:00,60
2019-10-03 17:18:00,45
2019-10-03 17:19:00,57
2019-10-03 17:20:00,53
2019-10-03 17:21:00,59
2019-10-03 17:22:00,59
2019-10-03 17:23:00,60
2019-10-03 17:24:00,59
2019-10-03 17:25:00,60
2019-10-03 17:26:00,61
2019-10-03 17:27:00,50
2019-10-03 17:28:00,53
2019-10-03 17:29:00,57
2019-10-03 17:30:00,55
2019-10-03 17:31:00,55
2019-10-03 17:32:00,48
2019-10-03 17:33:00,56
2019-10-03 17:34:00,58
2019-10-03 17:35:00,56
2019-10-03 17:36:00,59
2019-10-03 17:37:00,58
2019-10-03 17:38:00,53
2019-10-03 17:39:00,57
2019-10-03 17:40:00,59
2019-10-03 17:41:00,59
2019-10-03 17:42:00,58
2019-10-03 17:43:00,55
2019-10-03 17:44:00,57
2019-10-03 17:45:00,60
2019-10-03 17:46:00,61
2019-10-03 17:47:00,60
2019-10-03 17:48:00,55
2019-10-03 17:49:00,59
2019-10-03 17:50:00,50
2019-10-03 17:51:00,50
2019-10-03 17:52:00,50
2019-10-03 17:53:00,57
2019-10-03 17:54:00,60
2019-10-03 17:55:00,43
2019-10-03 17:56:00,47
2019-10-03 17:58:00,1
2019-10-03 17:59:00,60
2019-10-03 18:00:00,43
2019-10-03 18:01:00,61
2019-10-03 18:02:00,49
2019-10-03 18:03:00,49
2019-10-03 18:04:00,56
2019-10-03 18:05:00,58
2019-10-03 18:06:00,53
2019-10-03 18:07:00,53
2019-10-03 18:08:00,52
2019-10-03 18:09:00,50
2019-10-03 18:10:00,54
2019-10-03 18:11:00,55
2019-10-03 18:12:00,55
2019-10-03 18:13:00,46
2019-10-03 18:14:00,55
2019-10-03 18:15:00,55
2019-10-03 18:16:00,54
2019-10-03 18:17:00,52
2019-10-03 18:18:00,47
2019-10-03 18:19:00,57
2019-10-03 18:20:00,49
2019-10-03 18:21:00,57
2019-10-03 18:22:00,48
2019-10-03 18:23:00,60
2019-10-03 18:24:00,56
2019-10-03 18:25:00,55
2019-10-03 18:26:00,55
2019-10-03 18:27:00,54
2019-10-03 18:28:00,62
2019-10-03 18:29:00,54
2019-10-03 18:30:00,61
2019-10-03 18:31:00,58
2019-10-03 18:32:00,55
2019-10-03 18:33:00,56
2019-10-03 18:34:00,50
2019-10-03 18:35:00,59
2019-10-03 18:36:00,57
2019-10-03 18:37:00,57
2019-10-03 18:38:00,58
2019-10-03 18:39:00,56
2019-10-03 18:40:00,53
2019-10-03 18:41:00,58
2019-10-03 18:42:00,56
2019-10-03 18:43:00,57
2019-10-03 18:44:00,61
2019-10-03 18:45:00,58
2019-10-03 18:46:00,54
2019-10-03 18:47:00,52
2019-10-03 18:48:00,48
2019-10-03 18:49:00,54
2019-10-03 18:50:00,56
2019-10-03 18:51:00,58
2019-10-03 18:52:00,56
2019-10-03 18:53:00,58
2019-10-03 18:54:00,53
2019-10-03 18:55:00,62
2019-10-03 18:56:00,57
2019-10-03 18:57:00,61
2019-10-03 18:58:00,47
2019-10-12 10:51:00,26
2019-10-12 10:52:00,61
2019-10-12 10:53:00,60
2019-10-12 10:54:00,60
2019-10-12 10:55:00,63
2019-10-12 10:56:00,61
2019-10-12 10:57:00,62
2019-10-12 10:58:00,63
2019-10-12 10:59:00,60
2019-10-12 11:00:00,55
2019-10-12 11:01:00,53
2019-10-12 11:02:00,60
2019-10-12 11:03:00,58
2019-10-12 11:04:00,53
2019-10-12 11:05:00,61
2019-10-12 11:06:00,63
2019-10-12 11:07:00,62
2019-10-12 11:08:00,62
2019-10-12 11:09:00,63
2019-10-12 11:10:00,59
2019-10-12 11:11:00,60
2019-10-12 11:12:00,57
2019-10-12 11:13:00,63
2019-10-12 11:14:00,60
2019-10-12 11:15:00,62
2019-10-12 11:16:00,63
2019-10-12 11:17:00,59
2019-10-12 11:18:00,59
2019-10-12 11:19:00,61
2019-10-12 11:20:00,58
2019-10-12 11:21:00,62
2019-10-12 11:22:00,61
2019-10-12 11:23:00,58
2019-10-12 11:24:00,61
2019-10-12 11:25:00,59
2019-10-12 11:26:00,61
2019-10-12 11:27:00,63
2019-10-12 11:28:00,60
2019-10-12 11:29:00,62
2019-10-12 11:30:00,57
2019-10-12 11:31:00,57
2019-10-12 11:32:00,61
2019-10-12 11:33:00,60
2019-10-12 11:34:00,62
2019-10-12 11:35:00,60
2019-10-12 11:36:00,59
2019-10-12 11:37:00,61
2019-10-12 11:38:00,60
2019-10-12 11:39:00,59
2019-10-12 11:40:00,59
2019-10-12 11:41:00,50
2019-10-12 11:42:00,61
2019-10-12 11:43:00,63
2019-10-12 11:44:00,61
2019-10-12 11:45:00,62
2019-10-12 11:46:00,61
2019-10-12 11:47:00,61
2019-10-12 11:48:00,60
2019-10-12 11:49:00,60
2019-10-12 11:50:00,61
2019-10-12 11:51:00,58
2019-10-12 11:52:00,45
2019-10-12 11:53:00,56
2019-10-12 11:54:00,59
2019-10-12 11:55:00,61
2019-10-12 11:56:00,61
2019-10-12 11:57:00,63
2019-10-12 11:58:00,62
2019-10-12 11:59:00,60
2019-10-12 12:00:00,54
2019-10-12 12:01:00,61
2019-10-12 12:02:00,61
2019-10-12 12:03:00,62
2019-10-12 12:04:00,62
2019-10-12 12:05:00,62
2019-10-12 12:06:00,60
2019-10-12 12:07:00,63
2019-10-12 12:08:00,62
2019-10-12 12:09:00,62
2019-10-12 12:10:00,61
2019-10-12 12:11:00,62
2019-10-12 12:12:00,61
2019-10-12 12:13:00,60
2019-10-12 12:14:00,61
2019-10-12 12:15:00,59
2019-10-12 12:16:00,60
2019-10-12 12:17:00,60
2019-10-12 12:18:00,61
2019-10-12 12:19:00,61
2019-10-12 12:20:00,63
2019-10-12 12:21:00,62
2019-10-12 12:22:00,60
2019-10-12 12:23:00,62
2019-10-12 12:24:00,64
2019-10-12 12:25:00,59
2019-10-12 12:26:00,60
2019-10-12 12:27:00,62
2019-10-12 12:28:00,62
2019-10-12 12:29:00,63
2019-10-12 12:30:00,62
2019-10-12 12:31:00,62
2019-10-12 12:32:00,60
2019-10-12 12:33:00,61
2019-10-12 12:34:00,59
2019-10-12 12:35:00,61
2019-10-12 12:36:00,58
2019-10-12 12:37:00,58
2019-10-12 12:38:00,62
2019-10-12 12:39:00,62
2019-10-12 12:40:00,61
2019-10-12 12:41:00,61
2019-10-12 12:42:00,56
2019-10-12 12:43:00,62
2019-10-12 12:44:00,63
2019-10-12 12:45:00,62
2019-10-12 12:46:00,63
2019-10-12 12:47:00,58
2019-10-12 12:48:00,60
2019-10-12 12:49:00,62
2019-10-12 12:50:00,61
2019-10-12 12:51:00,59
2019-10-12 12:52:00,62
2019-10-12 12:53:00,63
2019-10-12 12:54:00,61
2019-10-12 12:55:00,61
2019-10-12 12:56:00,61
2019-10-12 12:57:00,61
2019-10-12 12:58:00,60
2019-10-12 12:59:00,104
2019-10-12 13:00:00,105
2019-10-12 13:01:00,119
2019-10-12 13:02:00,113
2019-10-12 13:03:00,114
2019-10-12 13:04:00,114
2019-10-12 13:05:00,119
2019-10-12 13:06:00,109
2019-10-12 13:07:00,110
2019-10-12 13:08:00,116
2019-10-12 13:09:00,119
2019-10-12 13:10:00,120
2019-10-12 13:11:00,116
2019-10-12 13:12:00,111
2019-10-12 13:13:00,112
2019-10-12 13:14:00,113
2019-10-12 13:15:00,110
2019-10-12 13:16:00,122
2019-10-12 13:17:00,121
2019-10-12 13:18:00,121
2019-10-12 13:19:00,117
2019-10-12 13:20:00,119
2019-10-12 13:21:00,115
2019-10-12 13:22:00,115
2019-10-12 13:23:00,119
2019-10-12 13:24:00,117
2019-10-12 13:25:00,114
2019-10-12 13:26:00,113
2019-10-12 13:27:00,112
2019-10-12 13:28:00,116
2019-10-12 13:29:00,115
2019-10-12 13:30:00,121
2019-10-12 13:31:00,116
2019-10-12 13:32:00,112
2019-10-12 13:33:00,115
2019-10-12 13:34:00,117
2019-10-12 13:35:00,109
2019-10-12 13:36:00,109
2019-10-12 13:37:00,117
2019-10-12 13:38:00,117
2019-10-12 13:39:00,111
2019-10-12 13:40:00,116
2019-10-12 13:41:00,114
2019-10-12 13:42:00,116
2019-10-12 13:43:00,117
2019-10-12 13:44:00,112
2019-10-12 13:45:00,116
2019-10-12 13:46:00,116
2019-10-12 13:47:00,106
2019-10-12 13:48:00,101
2019-10-12 13:49:00,96
2019-10-12 13:50:00,104
2019-10-12 13:51:00,105
2019-10-12 13:52:00,96
2019-10-12 13:53:00,114
2019-10-12 13:54:00,10
2019-10-14 10:19:00,15
2019-10-14 10:20:00,59
2019-10-14 10:21:00,60
2019-10-14 10:22:00,59
2019-10-14 10:23:00,60
2019-10-14 10:24:00,60
2019-10-14 10:25:00,59
2019-10-14 10:26:00,62
2019-10-14 10:27:00,62
2019-10-14 10:28:00,60
2019-10-14 10:29:00,59
2019-10-14 10:30:00,62
2019-10-14 10:31:00,62
2019-10-14 10:32:00,56
2019-10-14 10:33:00,61
2019-10-14 10:34:00,62
2019-10-14 10:35:00,59
2019-10-14 10:36:00,60
2019-10-14 10:37:00,62
2019-10-14 10:38:00,61
2019-10-14 10:39:00,61
2019-10-14 10:40:00,59
2019-10-14 10:41:00,60
2019-10-14 10:42:00,59
2019-10-14 10:43:00,62
2019-10-14 10:44:00,63
2019-10-14 10:45:00,60
2019-10-14 10:46:00,61
2019-10-14 10:47:00,59
2019-10-14 10:48:00,57
2019-10-14 10:49:00,61
2019-10-14 10:50:00,61
2019-10-14 10:51:00,62
2019-10-14 10:52:00,62
2019-10-14 10:53:00,58
2019-10-14 10:54:00,62
2019-10-14 10:55:00,62
2019-10-14 10:56:00,61
2019-10-14 10:57:00,61
2019-10-14 10:58:00,57
2019-10-14 10:59:00,60
2019-10-14 11:00:00,54
2019-10-14 11:01:00,58
2019-10-14 11:02:00,60
2019-10-14 11:03:00,60
2019-10-14 11:04:00,59
2019-10-14 11:05:00,59
2019-10-14 11:06:00,61
2019-10-14 11:07:00,59
2019-10-14 11:08:00,59
2019-10-14 11:09:00,61
2019-10-14 11:10:00,59
2019-10-14 11:11:00,60
2019-10-14 11:12:00,61
2019-10-14 11:13:00,62
2019-10-14 11:14:00,56
2019-10-14 11:15:00,60
2019-10-14 11:16:00,62
2019-10-14 11:17:00,60
2019-10-14 11:18:00,59
2019-10-14 11:19:00,62
2019-10-14 11:20:00,59
2019-10-14 11:21:00,62
2019-10-14 11:22:00,61
2019-10-14 11:23:00,62
2019-10-14 11:24:00,63
2019-10-14 11:25:00,61
2019-10-14 11:26:00,63
2019-10-14 11:27:00,62
2019-10-14 11:28:00,62
2019-10-14 11:29:00,62
2019-10-14 11:30:00,62
2019-10-14 11:31:00,62
2019-10-14 11:32:00,61
2019-10-14 11:33:00,61
2019-10-14 11:34:00,63
2019-10-14 11:35:00,61
2019-10-14 11:36:00,62
2019-10-14 11:37:00,62
2019-10-14 11:38:00,61
2019-10-14 11:39:00,62
2019-10-14 11:40:00,61
2019-10-14 11:41:00,60
2019-10-14 11:42:00,61
2019-10-14 11:43:00,61
2019-10-14 11:44:00,63
2019-10-14 11:45:00,62
2019-10-14 11:46:00,62
2019-10-14 11:47:00,63
2019-10-14 11:48:00,62
2019-10-14 11:49:00,48
2019-10-14 11:50:00,37
2019-10-14 11:51:00,63
2019-10-14 11:52:00,63
2019-10-14 11:53:00,62
2019-10-14 11:54:00,63
2019-10-14 11:55:00,63
2019-10-14 11:56:00,63
2019-10-14 11:57:00,63
2019-10-14 11:58:00,60
2019-10-14 11:59:00,62
2019-10-14 12:00:00,56
2019-10-14 12:01:00,62
2019-10-14 12:02:00,62
2019-10-14 12:03:00,61
2019-10-14 12:04:00,63
2019-10-14 12:05:00,62
2019-10-14 12:06:00,60
2019-10-14 12:07:00,62
2019-10-14 12:08:00,61
2019-10-14 12:09:00,61
2019-10-14 12:10:00,61
2019-10-14 12:11:00,62
2019-10-14 12:12:00,45
2019-10-14 12:13:00,62
2019-10-14 12:14:00,60
2019-10-14 12:15:00,62
2019-10-14 12:16:00,63
2019-10-14 12:17:00,64
2019-10-14 12:18:00,62
2019-10-14 12:19:00,63
2019-10-14 12:20:00,62
2019-10-14 12:21:00,63
2019-10-14 12:22:00,63
2019-10-14 12:23:00,63
2019-10-14 12:24:00,62
2019-10-14 12:25:00,64
2019-10-14 12:26:00,63
2019-10-14 12:27:00,63
2019-10-14 12:28:00,63
2019-10-14 12:29:00,63
2019-10-14 12:30:00,64
2019-10-14 12:31:00,62
2019-10-14 12:32:00,63
2019-10-14 12:33:00,63
2019-10-14 12:34:00,63
2019-10-14 12:35:00,64
2019-10-14 12:36:00,63
2019-10-14 12:37:00,63
2019-10-14 12:38:00,63
2019-10-14 12:39:00,61
2019-10-14 12:40:00,32
2019-10-14 12:42:00,21
2019-10-14 12:43:00,63
2019-10-14 12:44:00,64
2019-10-14 12:45:00,63
2019-10-14 12:46:00,62
2019-10-14 12:47:00,61
2019-10-14 12:48:00,60
2019-10-14 12:49:00,63
2019-10-14 12:50:00,62
2019-10-14 12:51:00,62
2019-10-14 12:52:00,63
2019-10-14 12:53:00,64
2019-10-14 12:54:00,64
2019-10-14 12:55:00,63
2019-10-14 12:56:00,63
2019-10-14 12:57:00,64
2019-10-14 12:58:00,62
2019-10-14 12:59:00,64
2019-10-14 13:00:00,56
2019-10-14 13:01:00,62
2019-10-14 13:02:00,63
2019-10-14 13:03:00,62
2019-10-14 13:04:00,63
2019-10-14 13:05:00,62
2019-10-14 13:06:00,61
2019-10-14 13:07:00,62
2019-10-14 13:08:00,62
2019-10-14 13:09:00,60
2019-10-14 13:10:00,60
2019-10-14 13:11:00,59
2019-10-14 13:12:00,60
2019-10-14 13:13:00,61
2019-10-14 13:14:00,58
2019-10-14 13:15:00,58
2019-10-14 13:16:00,60
2019-10-14 13:17:00,60
2019-10-14 13:18:00,61
2019-10-14 13:19:00,62
2019-10-14 13:20:00,58
2019-10-14 13:21:00,60
2019-10-14 13:22:00,60
2019-10-14 13:23:00,59
2019-10-14 13:24:00,61
2019-10-14 13:25:00,61
2019-10-14 13:26:00,61
2019-10-14 13:27:00,61
2019-10-14 13:28:00,52
2019-10-14 13:29:00,60
2019-10-14 13:30:00,59
2019-10-14 13:31:00,61
2019-10-14 13:32:00,60
2019-10-14 13:33:00,61
2019-10-14 13:34:00,60
2019-10-14 13:35:00,61
2019-10-14 13:36:00,55
2019-10-14 13:37:00,62
2019-10-14 13:38:00,60
2019-10-14 13:39:00,62
2019-10-14 13:40:00,60
2019-10-14 13:41:00,61
2019-10-14 13:42:00,61
2019-10-14 13:43:00,60
2019-10-14 13:44:00,61
2019-10-14 13:45:00,62
2019-10-14 13:46:00,60
2019-10-14 13:47:00,62
2019-10-14 13:48:00,60
2019-10-14 13:49:00,60
2019-10-14 13:50:00,60
2019-10-14 13:51:00,61
2019-10-14 13:52:00,60
2019-10-14 13:53:00,61
2019-10-14 13:54:00,61
2019-10-14 13:55:00,61
2019-10-14 13:56:00,62
2019-10-14 13:57:00,60
2019-10-14 13:58:00,61
2019-10-14 13:59:00,60
2019-10-14 14:00:00,55
2019-10-14 14:01:00,60
2019-10-14 14:02:00,61
2019-10-14 14:03:00,60
2019-10-14 14:04:00,59
2019-10-14 14:05:00,58
2019-10-14 14:06:00,58
2019-10-14 14:07:00,59
2019-10-14 14:08:00,55
2019-10-14 14:09:00,57
2019-10-14 14:10:00,59
2019-10-14 14:11:00,57
2019-10-14 14:12:00,59
2019-10-14 14:13:00,59
2019-10-14 14:14:00,58
2019-10-14 14:15:00,59
2019-10-14 14:16:00,59
2019-10-14 14:17:00,58
2019-10-14 14:18:00,63
2019-10-14 14:19:00,60
2019-10-14 14:20:00,61
2019-10-14 14:21:00,60
2019-10-14 14:22:00,62
2019-10-14 14:23:00,59
2019-10-14 14:24:00,62
2019-10-14 14:25:00,59
2019-10-14 14:26:00,62
2019-10-14 14:27:00,61
2019-10-14 14:28:00,61
2019-10-14 14:29:00,62
2019-10-14 14:30:00,60
2019-10-14 14:31:00,61
2019-10-14 14:32:00,62
2019-10-14 14:33:00,61
2019-10-14 14:34:00,60
2019-10-14 14:35:00,62
2019-10-14 14:36:00,61
2019-10-14 14:37:00,61
2019-10-14 14:38:00,20
2019-10-14 14:39:00,15
2019-10-14 14:40:00,62
2019-10-14 14:41:00,61
2019-10-14 14:42:00,61
2019-10-14 14:43:00,62
2019-10-14 14:44:00,61
2019-10-14 14:45:00,62
2019-10-14 14:46:00,62
2019-10-14 14:47:00,61
2019-10-14 14:48:00,60
2019-10-14 14:49:00,61
2019-10-14 14:50:00,58
2019-10-14 14:51:00,60
2019-10-14 14:52:00,62
2019-10-14 14:53:00,61
2019-10-14 14:54:00,61
2019-10-14 14:55:00,60
2019-10-14 14:56:00,61
2019-10-14 14:57:00,62
2019-10-14 14:58:00,58
2019-10-14 14:59:00,62
2019-10-14 15:00:00,54
2019-10-14 15:01:00,59
2019-10-14 15:02:00,61
2019-10-14 15:03:00,60
