1084,"SELECT top # p.run, p.rerun, p.camcol, p.field, p.obj, p.type, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, p.Err_u, p.Err_g, p.Err_r, p.Err_i, p.Err_z FROM fGetNearbyObjEq (#, #, #) n, PhotoPrimary p WHERE n.objID = p.objID"
2019-02-20 16:57:00,1
2019-02-20 18:57:00,1
2019-02-20 22:08:00,1
2019-02-21 03:14:00,1
2019-02-21 06:26:00,1
2019-02-21 06:30:00,1
2019-02-21 06:50:00,1
2019-02-21 08:26:00,1
2019-02-21 20:47:00,1
2019-02-21 23:35:00,1
2019-02-22 03:57:00,1
2019-02-22 09:01:00,1
2019-02-22 10:37:00,1
2019-02-22 17:03:00,1
2019-02-22 17:44:00,1
2019-02-23 09:40:00,1
2019-02-23 20:51:00,1
2019-02-24 01:43:00,1
2019-02-24 06:07:00,1
2019-02-24 06:09:00,1
2019-02-24 08:49:00,1
2019-02-24 11:39:00,1
2019-02-24 12:56:00,1
2019-02-25 11:19:00,1
2019-02-25 15:50:00,1
2019-02-25 16:23:00,1
2019-02-25 22:46:00,1
2019-02-26 00:53:00,1
2019-02-26 07:37:00,1
2019-02-26 09:52:00,1
2019-02-26 11:48:00,1
2019-02-26 14:28:00,1
2019-02-26 16:31:00,1
2019-02-26 21:46:00,1
2019-02-26 23:26:00,1
2019-02-27 00:00:00,1
2019-02-27 01:12:00,1
2019-02-27 03:16:00,1
2019-02-27 05:47:00,1
2019-02-27 15:58:00,1
2019-02-27 23:03:00,1
2019-02-28 13:14:00,1
2019-03-01 17:28:00,1
2019-03-01 21:31:00,1
2019-03-02 00:55:00,1
2019-03-02 05:46:00,1
2019-03-02 20:23:00,1
2019-03-02 23:45:00,1
2019-03-03 01:57:00,1
2019-03-03 09:40:00,1
2019-03-03 11:25:00,1
2019-03-03 11:33:00,1
2019-03-03 12:34:00,1
2019-03-03 12:41:00,1
2019-03-03 12:56:00,1
2019-03-03 16:37:00,1
2019-03-03 20:56:00,1
2019-03-04 00:55:00,1
2019-03-04 04:43:00,1
2019-03-04 11:08:00,1
2019-03-04 13:32:00,1
2019-03-05 02:06:00,1
2019-03-05 02:10:00,1
2019-03-05 21:40:00,1
2019-03-05 21:47:00,1
2019-03-05 23:32:00,1
2019-03-06 01:19:00,1
2019-03-06 13:15:00,1
2019-03-06 15:19:00,1
2019-03-06 21:47:00,1
2019-03-07 02:07:00,1
2019-03-07 03:31:00,1
2019-03-07 07:15:00,1
2019-03-07 10:57:00,1
2019-03-07 12:55:00,1
2019-03-07 15:33:00,1
2019-03-07 19:47:00,1
2019-03-07 21:41:00,1
2019-03-07 21:55:00,1
2019-03-07 22:42:00,1
2019-03-08 09:33:00,1
2019-03-08 11:37:00,1
2019-03-08 14:21:00,1
2019-03-08 15:18:00,1
2019-03-08 17:57:00,1
2019-03-08 18:34:00,1
2019-03-08 19:09:00,1
2019-03-08 19:11:00,1
2019-03-08 23:50:00,1
2019-03-10 05:14:00,1
2019-03-10 23:15:00,1
2019-03-11 08:39:00,1
2019-03-11 14:52:00,1
2019-03-11 17:13:00,1
2019-03-11 19:49:00,1
2019-03-11 20:54:00,1
2019-03-12 03:10:00,1
2019-03-12 22:56:00,1
2019-03-15 05:12:00,1
2019-03-15 06:01:00,1
2019-03-15 12:01:00,1
2019-03-15 18:22:00,1
2019-03-16 01:07:00,1
2019-03-16 11:26:00,1
2019-03-16 15:17:00,1
2019-03-17 01:06:00,1
2019-03-17 02:15:00,1
2019-03-17 16:25:00,1
2019-03-17 20:56:00,1
2019-03-17 22:53:00,1
2019-03-18 12:00:00,1
2019-03-18 15:12:00,1
2019-03-19 01:25:00,1
2019-03-19 06:52:00,1
2019-03-19 08:52:00,1
2019-03-19 16:11:00,1
2019-03-19 19:00:00,1
2019-03-20 03:30:00,1
2019-03-20 04:36:00,1
2019-03-20 06:25:00,1
2019-03-20 12:59:00,1
2019-03-21 10:39:00,1
2019-03-21 14:16:00,1
2019-03-21 18:05:00,1
2019-03-23 10:02:00,1
2019-03-26 04:58:00,1
2019-03-27 13:34:00,1
2019-03-27 17:04:00,1
2019-03-29 00:21:00,1
2019-03-30 12:18:00,1
2019-03-30 15:41:00,1
2019-03-30 22:27:00,1
2019-03-31 05:18:00,1
2019-03-31 11:18:00,1
2019-03-31 20:44:00,1
2019-03-31 22:27:00,1
2019-04-01 01:41:00,1
2019-04-01 07:44:00,1
2019-04-01 09:06:00,1
2019-04-01 09:18:00,1
2019-04-02 07:34:00,1
2019-04-02 09:16:00,1
2019-04-02 12:21:00,1
2019-04-02 14:04:00,1
2019-04-02 16:03:00,1
2019-04-02 23:11:00,1
2019-04-03 01:24:00,1
2019-04-04 01:45:00,1
2019-04-05 11:27:00,1
2019-04-07 21:40:00,1
2019-04-08 06:03:00,1
2019-04-09 16:41:00,1
2019-04-12 07:43:00,1
2019-04-12 17:15:00,1
2019-04-12 23:45:00,1
2019-04-13 00:39:00,1
2019-04-13 00:48:00,1
2019-04-13 06:44:00,1
2019-04-14 01:11:00,1
2019-04-14 13:57:00,1
2019-04-14 16:14:00,1
2019-04-14 23:56:00,1
2019-04-15 06:27:00,1
2019-04-16 01:43:00,1
2019-04-16 08:51:00,1
2019-04-17 19:56:00,1
2019-04-17 20:00:00,1
2019-04-18 06:13:00,1
2019-04-18 18:34:00,1
2019-04-18 21:21:00,1
2019-04-19 02:08:00,1
2019-04-19 04:00:00,1
2019-04-19 09:23:00,1
2019-04-19 12:03:00,1
2019-04-19 14:19:00,1
2019-04-19 15:53:00,1
2019-04-19 18:11:00,1
2019-04-19 20:23:00,1
2019-04-19 21:38:00,1
2019-04-19 22:39:00,1
2019-04-19 23:38:00,1
2019-04-19 23:40:00,1
2019-04-20 00:48:00,1
2019-04-20 04:07:00,1
2019-04-20 05:11:00,1
2019-04-20 06:44:00,1
2019-04-20 08:45:00,1
2019-04-20 12:44:00,1
2019-04-20 14:48:00,1
2019-04-21 07:08:00,1
2019-04-21 11:03:00,1
2019-04-21 17:09:00,1
2019-04-21 17:11:00,1
2019-04-21 17:46:00,1
2019-04-21 23:24:00,1
2019-04-22 01:44:00,1
2019-04-22 12:48:00,1
2019-04-22 14:13:00,1
2019-04-22 14:25:00,1
2019-04-22 17:44:00,1
2019-04-22 18:35:00,1
2019-04-23 06:44:00,1
2019-04-23 22:51:00,1
2019-04-24 02:14:00,1
2019-04-24 02:43:00,1
2019-04-24 09:41:00,1
2019-04-24 14:37:00,1
2019-04-24 15:42:00,1
2019-04-25 00:03:00,1
2019-04-25 02:59:00,1
2019-04-27 02:18:00,1
2019-04-27 05:58:00,1
2019-04-27 12:14:00,1
2019-04-27 17:02:00,1
2019-04-27 17:10:00,1
2019-04-27 19:46:00,1
2019-04-27 20:39:00,1
2019-04-27 22:09:00,1
2019-04-28 02:12:00,1
2019-04-28 05:28:00,1
2019-04-28 14:37:00,1
2019-04-28 18:50:00,1
2019-04-28 19:52:00,1
2019-04-29 03:55:00,1
2019-04-29 07:20:00,1
2019-04-29 19:51:00,1
2019-04-29 20:36:00,1
2019-04-30 01:02:00,1
2019-04-30 02:54:00,1
2019-05-01 03:00:00,1
2019-05-01 06:38:00,1
2019-05-01 13:01:00,1
2019-05-02 14:05:00,1
2019-05-02 17:18:00,1
2019-05-02 19:05:00,1
2019-05-02 21:09:00,1
2019-05-04 20:52:00,1
2019-05-06 20:18:00,1
2019-05-06 20:19:00,1
2019-05-09 15:26:00,1
2019-05-09 15:47:00,1
2019-05-11 09:32:00,1
2019-05-13 04:24:00,1
2019-05-13 19:47:00,1
2019-05-14 06:52:00,1
2019-05-14 15:13:00,1
2019-05-14 20:25:00,1
2019-05-14 23:25:00,1
2019-05-15 02:05:00,3
2019-05-15 02:06:00,1
2019-05-16 06:30:00,1
2019-05-16 07:37:00,1
2019-05-16 09:02:00,1
2019-05-16 11:14:00,1
2019-05-16 13:47:00,1
2019-05-16 14:46:00,1
2019-05-16 17:30:00,1
2019-05-16 20:30:00,1
2019-05-16 20:58:00,1
2019-05-16 22:38:00,1
2019-05-17 01:17:00,1
2019-05-17 03:02:00,1
2019-05-17 04:02:00,1
2019-05-17 18:07:00,1
2019-05-17 23:37:00,1
2019-05-18 16:57:00,1
2019-05-18 22:05:00,1
2019-05-18 23:58:00,1
2019-05-19 21:25:00,1
2019-05-20 02:45:00,1
2019-05-20 14:35:00,1
2019-05-20 16:04:00,1
2019-05-21 06:28:00,1
2019-05-22 17:32:00,1
2019-05-22 23:51:00,1
2019-05-23 01:49:00,1
2019-05-23 01:50:00,1
2019-05-23 06:15:00,1
2019-05-23 10:50:00,1
2019-05-24 22:15:00,1
2019-05-24 22:30:00,1
2019-05-25 05:18:00,1
2019-05-25 08:23:00,1
2019-05-25 09:32:00,1
2019-05-25 18:00:00,1
2019-05-25 23:31:00,1
2019-05-26 00:07:00,1
2019-05-26 01:34:00,1
2019-05-27 14:25:00,1
2019-05-27 23:31:00,1
2019-05-28 00:46:00,1
2019-05-28 05:23:00,1
2019-05-28 07:23:00,1
2019-05-28 15:28:00,1
2019-05-28 16:12:00,1
2019-05-29 07:56:00,1
2019-05-29 08:51:00,1
2019-05-29 09:32:00,1
2019-05-30 07:27:00,1
2019-05-30 12:07:00,1
2019-05-30 13:25:00,1
2019-05-30 13:42:00,1
2019-05-30 14:06:00,1
2019-05-30 21:29:00,1
2019-05-31 04:50:00,1
2019-05-31 10:07:00,1
2019-05-31 23:01:00,1
2019-06-01 05:12:00,1
2019-06-01 09:22:00,1
2019-06-01 10:40:00,1
2019-06-03 16:28:00,1
2019-06-04 00:51:00,1
2019-06-04 03:15:00,1
2019-06-05 05:38:00,1
2019-06-05 06:41:00,1
2019-06-05 08:03:00,1
2019-06-07 22:00:00,1
2019-06-09 09:05:00,1
2019-06-13 10:48:00,1
2019-06-14 00:56:00,1
2019-06-14 05:30:00,1
2019-06-14 08:02:00,1
2019-06-15 01:15:00,1
2019-06-15 08:26:00,1
2019-06-15 11:06:00,1
2019-06-15 15:50:00,1
2019-06-16 02:04:00,1
2019-06-16 02:19:00,1
2019-06-16 06:35:00,1
2019-06-17 00:25:00,1
2019-06-17 04:30:00,1
2019-06-17 07:58:00,1
2019-06-17 16:19:00,1
2019-06-18 08:28:00,1
2019-06-18 20:42:00,1
2019-06-19 12:48:00,1
2019-06-20 14:13:00,1
2019-06-21 02:53:00,1
2019-06-22 04:57:00,1
2019-06-22 10:47:00,1
2019-06-22 23:19:00,1
2019-06-23 08:49:00,1
2019-06-23 09:30:00,1
2019-06-23 18:01:00,1
2019-06-24 00:54:00,1
2019-06-26 08:49:00,1
2019-06-27 03:24:00,1
2019-06-27 04:28:00,1
2019-06-27 07:08:00,1
2019-06-27 09:33:00,1
2019-06-27 12:16:00,1
2019-06-27 15:57:00,1
2019-06-27 17:37:00,1
2019-06-27 19:02:00,1
2019-06-27 19:46:00,1
2019-06-27 21:01:00,1
2019-06-27 22:22:00,1
2019-06-28 07:02:00,1
2019-06-28 09:15:00,1
2019-06-28 17:47:00,1
2019-06-28 19:55:00,1
2019-06-29 00:28:00,1
2019-06-29 13:47:00,1
2019-06-29 18:48:00,1
2019-06-29 18:56:00,1
2019-06-30 00:41:00,1
2019-06-30 11:14:00,1
2019-06-30 15:17:00,1
2019-06-30 19:45:00,1
2019-06-30 19:57:00,1
2019-07-01 00:38:00,1
2019-07-01 02:34:00,1
2019-07-01 06:12:00,1
2019-07-01 06:33:00,1
2019-07-01 06:45:00,1
2019-07-01 07:08:00,1
2019-07-01 07:36:00,1
2019-07-01 09:04:00,1
2019-07-01 16:41:00,1
2019-07-01 20:07:00,1
2019-07-01 23:04:00,1
2019-07-02 00:36:00,1
2019-07-02 04:12:00,1
2019-07-02 05:39:00,1
2019-07-02 08:52:00,1
2019-07-02 09:36:00,1
2019-07-02 20:02:00,1
2019-07-02 21:26:00,1
2019-07-03 04:54:00,1
2019-07-03 12:22:00,1
2019-07-03 13:25:00,1
2019-07-03 13:38:00,1
2019-07-03 17:54:00,1
2019-07-03 23:58:00,1
2019-07-04 01:27:00,1
2019-07-04 05:33:00,1
2019-07-04 10:18:00,1
2019-07-04 11:47:00,1
2019-07-04 11:52:00,1
2019-07-04 14:57:00,1
2019-07-04 18:23:00,1
2019-07-05 13:33:00,1
2019-07-05 23:18:00,1
2019-07-06 04:35:00,1
2019-07-06 07:35:00,1
2019-07-06 07:39:00,1
2019-07-06 18:13:00,1
2019-07-06 22:51:00,1
2019-07-07 03:29:00,1
2019-07-07 11:09:00,1
2019-07-07 13:20:00,1
2019-07-07 16:31:00,1
2019-07-07 23:08:00,1
2019-07-08 01:27:00,1
2019-07-08 12:14:00,1
2019-07-08 21:58:00,1
2019-07-09 12:59:00,1
2019-07-09 17:28:00,1
2019-07-09 19:46:00,1
2019-07-09 20:09:00,1
2019-07-09 22:04:00,1
2019-07-10 02:12:00,1
2019-07-10 05:49:00,1
2019-07-10 07:15:00,1
2019-07-10 15:17:00,1
2019-07-10 18:32:00,1
2019-07-10 18:38:00,1
2019-07-11 03:39:00,1
2019-07-12 05:26:00,1
2019-07-12 07:01:00,1
2019-07-12 10:49:00,1
2019-07-13 02:50:00,1
2019-07-13 09:41:00,1
2019-07-13 10:36:00,1
2019-07-13 23:51:00,1
2019-07-13 23:53:00,1
2019-07-14 01:08:00,1
2019-07-14 12:01:00,1
2019-07-14 13:24:00,1
2019-07-14 14:06:00,1
2019-07-14 23:08:00,1
2019-07-15 09:33:00,1
2019-07-15 09:38:00,1
2019-07-15 19:01:00,1
2019-07-16 05:31:00,1
2019-07-16 08:34:00,1
2019-07-17 02:09:00,1
2019-07-17 04:35:00,1
2019-07-17 05:47:00,1
2019-07-17 10:20:00,1
2019-07-17 11:06:00,1
2019-07-17 12:37:00,1
2019-07-17 13:31:00,1
2019-07-17 16:37:00,1
2019-07-17 21:47:00,1
2019-07-18 01:35:00,1
2019-07-18 03:44:00,1
2019-07-18 04:54:00,1
2019-07-18 06:15:00,1
2019-07-18 10:48:00,1
2019-07-19 03:20:00,1
2019-07-19 03:58:00,1
2019-07-19 09:07:00,1
2019-07-19 11:42:00,1
2019-07-19 12:53:00,1
2019-07-19 13:19:00,1
2019-07-19 16:58:00,1
2019-07-19 19:34:00,1
2019-07-20 00:56:00,1
2019-07-20 05:38:00,1
2019-07-20 21:22:00,1
2019-07-21 07:53:00,1
2019-07-21 14:42:00,1
2019-07-21 15:23:00,1
2019-07-22 10:23:00,1
2019-07-22 13:56:00,1
2019-07-22 16:14:00,1
2019-07-23 10:15:00,1
2019-07-23 19:03:00,1
2019-07-24 03:01:00,1
2019-07-25 10:43:00,1
2019-07-26 11:16:00,1
2019-07-26 13:25:00,1
2019-07-26 15:22:00,1
2019-07-26 16:02:00,1
2019-07-26 16:14:00,1
2019-07-27 05:15:00,1
2019-07-27 06:30:00,1
2019-07-27 11:48:00,1
2019-07-27 20:38:00,1
2019-07-30 07:15:00,1
2019-07-30 16:22:00,1
2019-07-31 15:56:00,1
2019-07-31 20:23:00,1
2019-08-01 18:36:00,1
2019-08-02 21:13:00,1
2019-08-03 03:14:00,1
2019-08-03 05:59:00,1
2019-08-03 11:38:00,1
2019-08-03 23:12:00,1
2019-08-04 07:36:00,1
2019-08-04 08:07:00,1
2019-08-05 19:02:00,1
2019-08-06 08:41:00,1
2019-08-07 15:02:00,1
2019-08-07 19:45:00,1
2019-08-08 09:47:00,1
2019-08-09 14:09:00,1
2019-08-09 14:12:00,1
2019-08-09 16:18:00,1
2019-08-09 19:33:00,1
2019-08-09 23:42:00,1
2019-08-10 14:12:00,1
2019-08-10 14:30:00,1
2019-08-11 08:38:00,1
2019-08-11 17:41:00,1
2019-08-13 01:48:00,1
2019-08-14 00:15:00,1
2019-08-14 04:06:00,1
2019-08-16 21:03:00,1
2019-08-16 22:20:00,1
2019-08-16 23:00:00,1
2019-08-19 06:20:00,1
2019-08-22 04:54:00,1
2019-08-27 21:38:00,1
2019-08-28 05:35:00,1
2019-08-28 05:39:00,1
2019-08-28 08:38:00,1
2019-08-28 11:28:00,1
2019-08-28 14:14:00,1
2019-08-28 20:02:00,1
2019-08-28 21:27:00,1
2019-08-28 23:34:00,1
2019-08-29 01:32:00,1
2019-08-29 03:29:00,1
2019-08-30 08:56:00,1
2019-08-30 09:11:00,1
2019-08-30 12:24:00,1
2019-08-31 19:41:00,1
2019-09-01 00:34:00,1
2019-09-01 09:42:00,1
2019-09-01 14:12:00,1
2019-09-01 14:47:00,1
2019-09-02 14:41:00,1
2019-09-02 21:45:00,1
2019-09-03 01:36:00,1
2019-09-03 02:55:00,2
2019-09-03 08:22:00,1
2019-09-04 22:19:00,1
2019-09-05 06:15:00,1
2019-09-05 09:46:00,1
2019-09-05 16:54:00,1
2019-09-05 20:33:00,1
2019-09-06 14:48:00,1
2019-09-06 15:24:00,1
2019-09-06 19:53:00,1
2019-09-06 20:47:00,1
2019-09-06 20:59:00,1
2019-09-06 23:58:00,1
2019-09-07 03:28:00,1
2019-09-07 04:45:00,1
2019-09-08 03:34:00,1
2019-09-08 18:40:00,1
2019-09-08 18:46:00,1
2019-09-08 18:55:00,1
2019-09-08 20:19:00,1
2019-09-09 03:42:00,1
2019-09-09 05:20:00,1
2019-09-09 17:15:00,1
2019-09-09 17:20:00,1
2019-09-09 18:09:00,1
2019-09-09 18:29:00,1
2019-09-10 11:34:00,1
2019-09-11 15:41:00,1
2019-09-11 17:48:00,1
2019-09-11 19:52:00,1
2019-09-12 01:22:00,1
2019-09-13 01:57:00,1
2019-09-13 03:07:00,1
2019-09-14 04:39:00,1
2019-09-14 15:02:00,1
2019-09-14 17:44:00,1
2019-09-14 21:27:00,1
2019-09-14 23:58:00,1
2019-09-15 04:49:00,1
2019-09-15 08:22:00,1
2019-09-16 08:04:00,1
2019-09-16 13:04:00,1
2019-09-16 13:06:00,1
2019-09-16 16:03:00,1
2019-09-17 12:21:00,1
2019-09-17 12:37:00,1
2019-09-17 13:10:00,1
2019-09-17 19:05:00,1
2019-09-17 21:55:00,1
2019-09-17 22:11:00,1
2019-09-18 02:35:00,1
2019-09-18 10:12:00,1
2019-09-18 12:07:00,1
2019-09-18 13:42:00,1
2019-09-18 14:38:00,1
2019-09-18 14:41:00,1
2019-09-18 15:44:00,1
2019-09-18 17:34:00,1
2019-09-18 21:55:00,1
2019-09-19 00:06:00,1
2019-09-19 02:39:00,1
2019-09-19 02:56:00,1
2019-09-19 09:27:00,1
2019-09-19 12:18:00,1
2019-09-19 14:49:00,1
2019-09-20 08:07:00,1
2019-09-20 09:33:00,1
2019-09-20 10:39:00,1
2019-09-20 11:55:00,1
2019-09-20 15:18:00,1
2019-09-20 21:12:00,1
2019-09-20 23:02:00,1
2019-09-21 00:34:00,1
2019-09-21 01:19:00,1
2019-09-21 14:22:00,1
2019-09-21 19:26:00,1
2019-09-22 00:05:00,1
2019-09-22 02:09:00,1
2019-09-22 04:10:00,1
2019-09-22 09:34:00,1
2019-09-22 10:21:00,1
2019-09-22 11:19:00,1
2019-09-22 11:40:00,1
2019-09-22 12:17:00,1
2019-09-22 12:59:00,1
2019-09-22 13:12:00,1
2019-09-22 14:33:00,1
2019-09-22 15:28:00,1
2019-09-22 17:10:00,1
2019-09-22 22:50:00,1
2019-09-23 01:55:00,1
2019-09-23 07:44:00,1
2019-09-24 16:25:00,1
2019-09-24 16:26:00,1
2019-09-24 16:27:00,1
2019-09-24 19:52:00,1
2019-09-24 23:24:00,1
2019-09-25 00:42:00,1
2019-09-25 01:58:00,1
2019-09-25 11:41:00,1
2019-09-26 07:55:00,1
2019-09-26 11:19:00,1
2019-09-27 07:30:00,1
2019-09-28 06:57:00,1
2019-09-29 07:55:00,1
2019-09-29 13:26:00,1
2019-09-29 16:24:00,1
2019-09-29 18:13:00,1
2019-09-29 19:14:00,1
2019-09-29 23:43:00,1
2019-09-30 16:18:00,1
2019-09-30 18:45:00,1
2019-10-01 16:25:00,1
2019-10-01 19:46:00,1
2019-10-02 18:20:00,1
2019-10-03 12:36:00,1
2019-10-03 13:04:00,1
2019-10-03 13:48:00,1
2019-10-03 21:20:00,1
2019-10-05 03:52:00,1
2019-10-06 09:31:00,1
2019-10-06 10:20:00,1
2019-10-08 04:43:00,1
2019-10-08 05:34:00,1
2019-10-08 21:19:00,1
2019-10-08 21:21:00,1
2019-10-08 21:40:00,1
2019-10-09 04:12:00,1
2019-10-09 07:56:00,1
2019-10-09 09:53:00,1
2019-10-09 10:09:00,1
2019-10-09 12:07:00,1
2019-10-09 13:16:00,1
2019-10-09 13:24:00,1
2019-10-10 04:02:00,1
2019-10-10 06:29:00,1
2019-10-10 07:13:00,1
2019-10-10 09:19:00,1
2019-10-11 01:53:00,1
2019-10-11 07:27:00,1
2019-10-11 15:49:00,1
2019-10-11 19:00:00,1
2019-10-11 20:00:00,1
2019-10-12 13:52:00,1
2019-10-12 18:06:00,1
2019-10-12 18:21:00,1
2019-10-13 01:58:00,1
2019-10-13 10:38:00,1
2019-10-13 11:11:00,1
2019-10-13 11:22:00,1
2019-10-13 20:34:00,1
2019-10-14 11:57:00,1
2019-10-16 19:22:00,1
2019-10-17 17:10:00,1
2019-10-17 17:18:00,3
2019-10-17 17:19:00,5
2019-10-17 17:20:00,2
2019-10-17 17:22:00,1
2019-10-17 17:23:00,2
2019-10-17 17:24:00,2
2019-10-18 09:36:00,1
2019-10-18 22:41:00,1
2019-10-19 02:11:00,1
2019-10-19 17:58:00,1
2019-10-19 19:48:00,1
2019-10-19 20:36:00,1
2019-10-19 23:44:00,1
2019-10-20 06:47:00,1
2019-10-21 20:55:00,1
2019-10-21 21:17:00,1
2019-10-22 05:32:00,1
2019-10-22 07:26:00,1
2019-10-23 17:26:00,1
2019-10-24 10:41:00,1
2019-10-24 10:42:00,1
2019-10-24 10:43:00,1
2019-10-24 11:34:00,1
2019-10-24 15:18:00,1
2019-10-24 20:30:00,1
2019-10-25 17:40:00,1
2019-10-26 05:17:00,1
2019-10-26 06:28:00,1
2019-10-26 08:01:00,1
2019-10-26 14:21:00,1
2019-10-26 17:06:00,1
2019-10-28 01:07:00,1
2019-10-29 03:13:00,1
2019-10-29 06:35:00,1
2019-10-29 08:00:00,1
2019-10-29 18:13:00,1
2019-10-29 18:30:00,1
2019-10-29 21:36:00,1
2019-10-30 02:06:00,1
2019-10-30 03:29:00,1
2019-10-30 06:34:00,1
2019-10-30 07:48:00,1
2019-10-30 08:42:00,1
2019-10-30 09:49:00,1
2019-10-30 10:58:00,1
2019-10-30 11:00:00,1
2019-10-30 11:15:00,1
2019-10-30 11:51:00,1
2019-10-31 03:44:00,1
2019-11-01 15:28:00,1
2019-11-01 18:24:00,1
2019-11-01 20:22:00,1
2019-11-02 01:39:00,1
2019-11-02 03:20:00,1
2019-11-02 07:47:00,1
2019-11-02 21:06:00,1
2019-11-03 07:41:00,1
2019-11-03 08:30:00,1
2019-11-03 17:51:00,1
2019-11-06 03:51:00,1
2019-11-06 06:37:00,1
2019-11-06 11:24:00,1
2019-11-07 01:01:00,1
2019-11-09 17:58:00,1
2019-11-09 23:38:00,1
2019-11-10 00:44:00,1
2019-11-12 06:40:00,1
