2559,select count (*) as thecount
2019-05-15 18:14:00,2
2019-05-15 18:17:00,1
2019-05-15 18:19:00,1
2019-05-15 18:24:00,1
2019-05-15 18:25:00,1
2019-05-15 18:26:00,1
2019-05-15 18:30:00,1
2019-05-15 18:34:00,1
2019-05-15 18:37:00,2
2019-05-15 18:43:00,1
2019-05-15 18:45:00,1
2019-05-15 18:51:00,1
2019-05-15 18:55:00,1
2019-05-15 18:56:00,2
2019-05-15 19:26:00,2
2019-05-15 19:34:00,1
2019-05-15 19:39:00,1
2019-05-15 19:42:00,1
2019-05-15 19:55:00,1
2019-05-15 19:59:00,1
2019-05-16 08:47:00,1
2019-05-16 09:53:00,1
2019-05-16 10:08:00,1
2019-05-16 10:15:00,1
2019-05-16 10:25:00,1
2019-05-16 10:27:00,1
2019-05-16 12:43:00,1
2019-05-16 12:47:00,1
2019-05-16 12:55:00,1
2019-05-16 12:56:00,1
2019-05-16 13:00:00,1
2019-05-16 13:04:00,1
2019-05-16 13:33:00,1
2019-05-16 14:01:00,1
2019-05-16 14:03:00,1
2019-05-16 14:23:00,1
2019-05-16 14:37:00,1
2019-05-16 14:44:00,1
2019-05-16 14:57:00,1
2019-05-16 15:02:00,1
2019-05-16 15:06:00,1
2019-05-16 15:21:00,2
2019-05-16 15:55:00,1
2019-05-16 16:12:00,1
2019-05-16 16:35:00,2
2019-05-16 19:20:00,1
2019-05-16 19:26:00,1
2019-05-16 19:31:00,1
2019-05-16 19:33:00,1
2019-05-17 16:07:00,1
2019-05-17 16:11:00,1
2019-05-17 16:15:00,1
2019-05-17 16:21:00,1
2019-05-17 16:26:00,1
2019-05-17 16:33:00,1
2019-05-17 16:50:00,1
2019-05-17 16:57:00,1
2019-05-17 17:05:00,1
2019-05-17 17:09:00,1
2019-05-17 17:11:00,1
2019-05-17 17:14:00,1
2019-05-17 17:20:00,1
2019-05-17 17:23:00,1
2019-05-17 17:27:00,1
2019-05-17 17:31:00,1
2019-05-17 17:41:00,1
2019-05-17 17:44:00,1
2019-05-18 15:35:00,2
2019-05-18 15:40:00,1
2019-05-20 12:06:00,1
2019-05-20 12:13:00,1
2019-05-20 12:19:00,1
2019-05-20 12:27:00,1
2019-05-20 12:42:00,1
2019-05-20 13:06:00,1
2019-05-20 13:18:00,1
2019-05-20 13:29:00,1
2019-05-20 13:37:00,1
2019-05-20 13:39:00,1
2019-05-20 13:41:00,1
2019-05-20 19:37:00,1
2019-05-20 19:38:00,1
2019-05-20 19:43:00,1
2019-05-20 19:55:00,1
2019-05-21 09:03:00,1
2019-05-21 09:05:00,1
2019-05-21 09:08:00,1
2019-05-21 09:11:00,1
2019-05-21 09:13:00,1
2019-05-21 09:23:00,1
2019-05-21 09:55:00,1
2019-05-21 09:57:00,1
2019-05-21 10:02:00,1
2019-05-21 10:07:00,1
2019-05-21 10:15:00,1
2019-05-21 10:26:00,2
2019-05-21 10:36:00,1
2019-05-21 10:44:00,1
2019-05-21 10:58:00,1
2019-05-21 11:49:00,1
2019-05-21 11:56:00,1
2019-05-21 12:03:00,1
2019-05-21 12:06:00,1
2019-05-21 12:10:00,1
2019-05-21 12:13:00,1
2019-05-21 12:19:00,1
2019-05-21 12:22:00,1
2019-05-21 12:24:00,1
2019-05-21 12:49:00,1
2019-05-21 12:54:00,1
2019-05-21 13:01:00,1
2019-05-22 09:09:00,1
2019-05-22 09:12:00,1
2019-05-22 09:14:00,2
2019-05-22 09:32:00,1
2019-05-22 09:37:00,1
2019-05-22 09:40:00,1
2019-05-22 09:44:00,1
2019-05-22 10:10:00,1
2019-05-22 10:17:00,1
2019-05-22 10:22:00,1
2019-05-22 10:26:00,1
2019-06-03 13:56:00,1
2019-06-03 14:03:00,1
2019-06-03 14:08:00,1
2019-06-03 14:11:00,1
2019-06-03 14:17:00,1
2019-06-03 14:31:00,1
2019-06-03 14:33:00,1
2019-06-03 14:38:00,1
2019-06-03 14:40:00,1
2019-06-03 14:41:00,1
2019-06-03 14:44:00,1
2019-06-03 14:51:00,1
2019-06-03 16:03:00,1
2019-06-03 16:07:00,1
2019-06-03 16:19:00,2
2019-06-03 16:21:00,1
2019-06-03 16:23:00,1
2019-06-03 17:28:00,3
2019-06-03 17:32:00,1
2019-06-03 17:36:00,1
2019-06-03 17:39:00,1
2019-06-03 17:41:00,1
2019-06-04 12:01:00,1
2019-06-04 12:05:00,1
2019-06-04 12:11:00,1
2019-06-04 12:14:00,1
2019-06-04 12:21:00,1
2019-06-04 12:24:00,1
2019-06-04 12:28:00,1
2019-06-04 12:30:00,1
2019-06-04 12:34:00,2
2019-06-04 12:35:00,2
2019-06-04 12:37:00,1
2019-06-04 12:40:00,2
2019-06-04 14:42:00,1
2019-06-04 14:59:00,1
2019-06-04 15:48:00,1
2019-06-05 08:04:00,1
2019-06-05 08:07:00,1
2019-06-05 08:08:00,1
2019-06-05 09:11:00,1
2019-06-05 09:17:00,1
2019-06-05 10:31:00,1
2019-06-05 11:32:00,1
2019-06-05 15:23:00,1
2019-06-05 15:52:00,1
2019-06-05 16:24:00,1
2019-06-05 16:26:00,1
2019-06-05 16:28:00,1
2019-06-05 17:25:00,1
2019-06-05 18:25:00,1
2019-06-06 01:38:00,1
2019-06-06 08:08:00,1
2019-06-06 08:28:00,1
2019-06-06 09:39:00,1
2019-06-06 10:45:00,1
2019-06-06 10:46:00,1
2019-06-06 11:11:00,1
2019-06-06 12:45:00,1
2019-06-06 13:20:00,1
2019-06-06 13:25:00,1
2019-06-06 13:37:00,1
2019-06-06 15:34:00,1
2019-06-06 15:38:00,1
2019-06-06 15:44:00,2
2019-06-06 15:55:00,1
2019-06-06 16:53:00,1
2019-06-06 17:44:00,1
2019-06-06 18:48:00,1
2019-06-07 10:47:00,1
2019-06-07 13:33:00,1
2019-06-07 14:24:00,1
2019-06-07 14:31:00,1
2019-06-07 16:14:00,1
2019-06-07 16:40:00,1
2019-06-07 17:03:00,1
2019-06-07 17:19:00,1
2019-06-07 18:10:00,1
2019-06-07 18:18:00,1
2019-06-07 18:39:00,1
2019-06-07 19:32:00,1
2019-06-07 19:44:00,1
2019-06-07 19:55:00,1
2019-06-08 09:45:00,1
2019-06-08 09:51:00,1
2019-06-08 10:34:00,1
2019-06-08 10:35:00,3
2019-06-08 12:32:00,1
2019-06-08 12:33:00,1
2019-06-08 12:44:00,1
2019-06-08 13:55:00,1
2019-06-08 14:56:00,1
2019-06-08 14:57:00,3
2019-06-08 15:03:00,1
2019-06-08 15:09:00,1
2019-06-08 15:16:00,2
2019-06-08 19:50:00,1
2019-06-08 19:53:00,1
2019-06-09 09:56:00,1
2019-06-09 12:30:00,1
2019-06-09 12:31:00,3
2019-06-09 12:33:00,1
2019-06-09 12:39:00,4
2019-06-09 12:44:00,6
2019-06-09 15:30:00,4
2019-06-09 15:35:00,2
2019-06-09 15:36:00,2
2019-06-09 15:46:00,1
2019-06-09 15:51:00,2
2019-06-09 15:57:00,1
2019-06-09 16:01:00,1
2019-06-09 16:05:00,1
2019-06-09 16:06:00,2
2019-06-09 16:12:00,2
2019-06-09 16:17:00,1
2019-06-09 16:25:00,1
2019-06-09 16:43:00,1
2019-06-09 16:48:00,1
2019-06-09 16:54:00,1
2019-06-09 17:03:00,1
2019-06-09 17:12:00,1
2019-06-09 17:13:00,2
2019-06-09 17:18:00,2
2019-06-09 17:29:00,1
2019-06-09 17:34:00,1
2019-06-09 17:40:00,1
2019-06-09 17:43:00,2
2019-06-09 18:06:00,1
2019-06-09 18:22:00,1
2019-06-09 18:30:00,1
2019-06-10 08:47:00,1
2019-06-10 10:17:00,1
2019-06-10 10:19:00,1
2019-06-10 10:26:00,1
2019-06-10 10:45:00,1
2019-06-10 10:56:00,1
2019-06-10 11:16:00,1
2019-06-10 11:17:00,2
2019-06-10 11:22:00,1
2019-06-10 11:25:00,1
2019-06-10 11:30:00,1
2019-06-10 11:35:00,1
2019-06-10 11:39:00,1
2019-06-10 11:43:00,1
2019-06-10 11:47:00,1
2019-06-10 11:54:00,1
2019-06-10 11:58:00,1
2019-06-10 12:03:00,1
2019-06-10 12:08:00,1
2019-06-10 12:20:00,2
2019-06-10 16:57:00,1
2019-06-10 17:18:00,1
2019-06-10 17:39:00,1
2019-06-10 17:44:00,1
2019-06-10 17:49:00,1
2019-06-10 18:13:00,1
2019-06-10 19:07:00,1
2019-06-11 08:55:00,1
2019-06-11 09:33:00,1
2019-06-11 10:09:00,1
2019-06-11 10:10:00,1
2019-06-11 11:24:00,2
2019-06-11 12:11:00,1
2019-06-11 13:35:00,3
2019-06-11 14:59:00,2
2019-06-11 16:05:00,1
2019-06-11 16:06:00,1
2019-06-11 17:20:00,1
2019-06-12 08:56:00,1
2019-06-12 10:42:00,1
2019-06-12 11:21:00,1
2019-06-12 12:23:00,1
2019-06-12 12:24:00,3
2019-06-12 12:30:00,1
2019-06-12 12:31:00,1
2019-06-12 12:39:00,1
2019-06-12 12:43:00,1
2019-06-12 12:46:00,1
2019-06-12 12:47:00,1
2019-06-12 13:02:00,1
2019-06-12 13:36:00,1
2019-06-12 14:27:00,1
2019-06-12 15:22:00,1
2019-06-12 15:24:00,1
2019-06-12 15:31:00,1
2019-06-12 15:37:00,1
2019-06-12 16:09:00,1
2019-06-12 16:58:00,1
2019-06-12 18:26:00,1
2019-06-12 19:03:00,1
2019-06-12 19:36:00,1
2019-06-13 10:08:00,2
2019-06-13 10:40:00,1
2019-06-13 11:05:00,1
2019-06-13 11:14:00,1
2019-06-13 11:55:00,1
2019-06-13 13:00:00,1
2019-06-13 13:55:00,1
2019-06-13 13:56:00,1
2019-06-13 14:06:00,1
2019-06-13 14:26:00,1
2019-06-13 15:24:00,1
2019-06-13 16:13:00,1
2019-06-13 18:28:00,1
2019-06-13 19:45:00,1
2019-06-14 08:11:00,1
2019-06-14 08:42:00,1
2019-06-14 09:15:00,1
2019-06-14 09:39:00,1
2019-06-14 10:07:00,1
2019-06-14 12:33:00,1
2019-06-14 14:14:00,1
2019-06-14 16:40:00,1
2019-06-14 17:57:00,2
2019-06-14 20:06:00,1
2019-06-15 00:06:00,1
2019-06-15 00:45:00,1
2019-06-15 08:49:00,1
2019-06-15 19:23:00,1
2019-06-16 01:55:00,1
2019-06-16 02:05:00,1
2019-06-16 09:05:00,1
2019-06-16 09:08:00,1
2019-06-16 09:32:00,2
2019-06-16 09:33:00,2
2019-06-16 12:39:00,1
2019-06-16 14:00:00,1
2019-06-16 14:32:00,1
2019-06-16 19:49:00,1
2019-06-16 19:55:00,1
2019-06-16 19:59:00,1
2019-06-17 10:27:00,1
2019-06-17 11:49:00,1
2019-06-17 11:55:00,1
2019-06-17 13:01:00,1
2019-06-17 14:59:00,1
2019-06-17 15:09:00,1
2019-06-17 15:13:00,1
2019-06-17 15:14:00,1
2019-06-17 16:28:00,1
2019-06-17 16:53:00,2
2019-06-17 18:39:00,2
2019-06-17 19:22:00,1
2019-06-17 19:54:00,2
2019-06-17 19:55:00,1
2019-06-18 09:06:00,2
2019-06-18 12:54:00,1
2019-06-18 14:20:00,1
2019-06-18 14:30:00,1
2019-06-18 15:12:00,1
2019-06-18 16:13:00,3
2019-06-18 16:30:00,1
2019-06-19 00:21:00,1
2019-06-19 10:28:00,3
2019-06-19 11:26:00,1
2019-06-19 13:00:00,1
2019-06-19 13:01:00,1
2019-06-19 13:57:00,1
2019-06-19 15:07:00,1
2019-06-19 15:08:00,1
2019-06-19 16:16:00,1
2019-06-19 16:53:00,1
2019-06-19 17:47:00,1
2019-06-19 18:28:00,1
2019-06-19 19:02:00,2
2019-06-20 10:12:00,1
2019-06-20 10:19:00,1
2019-06-20 10:21:00,1
2019-06-20 12:50:00,2
2019-06-20 14:29:00,1
2019-06-20 15:42:00,1
2019-06-20 16:35:00,1
2019-06-20 17:01:00,1
2019-06-21 08:50:00,1
2019-06-21 10:25:00,1
2019-06-21 11:46:00,1
2019-06-21 13:32:00,1
2019-06-21 15:02:00,1
2019-06-21 15:15:00,1
2019-06-21 15:16:00,1
2019-06-21 15:43:00,1
2019-06-21 16:18:00,1
2019-06-22 12:32:00,1
2019-06-22 12:33:00,1
2019-06-22 13:33:00,1
2019-06-22 14:12:00,1
2019-06-22 17:38:00,1
2019-06-22 18:27:00,2
2019-06-22 19:24:00,1
2019-06-23 07:49:00,1
2019-06-23 10:06:00,1
2019-06-23 11:36:00,1
2019-06-23 11:59:00,1
2019-06-23 12:17:00,1
2019-06-23 12:27:00,1
2019-06-23 13:04:00,1
2019-06-23 14:04:00,1
2019-06-23 14:05:00,1
2019-06-24 11:50:00,1
2019-06-24 11:51:00,1
2019-06-24 12:50:00,1
2019-06-24 14:01:00,1
2019-06-24 14:35:00,1
2019-06-24 16:36:00,1
2019-06-24 16:51:00,1
2019-06-24 17:02:00,2
2019-06-24 17:10:00,1
2019-06-24 17:13:00,1
2019-06-24 18:17:00,1
2019-06-24 19:01:00,1
2019-06-25 00:55:00,1
2019-06-25 01:31:00,1
2019-06-25 02:12:00,1
2019-06-25 02:18:00,1
2019-06-25 02:21:00,1
2019-06-25 02:26:00,1
2019-06-25 02:41:00,1
2019-06-25 11:32:00,1
2019-06-25 12:39:00,1
2019-06-25 14:10:00,1
2019-06-25 14:11:00,1
2019-06-25 15:11:00,1
2019-06-25 16:24:00,1
2019-06-25 18:02:00,1
2019-06-25 19:31:00,1
2019-06-25 19:32:00,1
2019-06-26 13:42:00,1
2019-06-26 14:20:00,1
2019-06-26 15:09:00,1
2019-06-26 15:26:00,1
2019-06-26 15:27:00,1
2019-06-26 15:56:00,2
2019-06-26 16:39:00,1
2019-06-26 16:48:00,1
2019-06-26 18:03:00,1
2019-06-26 19:39:00,1
2019-06-27 14:37:00,1
2019-06-27 15:22:00,1
2019-06-27 17:17:00,1
2019-06-27 19:16:00,1
2019-06-28 00:05:00,1
2019-06-28 00:07:00,1
2019-06-28 00:19:00,1
2019-06-28 02:25:00,1
2019-06-28 02:45:00,1
2019-06-28 14:11:00,1
2019-06-28 14:14:00,1
2019-06-28 14:25:00,1
2019-06-28 15:02:00,1
2019-06-28 17:14:00,1
2019-06-28 18:16:00,1
2019-07-02 10:56:00,1
2019-07-02 11:59:00,2
2019-07-02 12:01:00,1
2019-07-02 12:05:00,1
2019-07-02 13:16:00,1
2019-07-02 14:18:00,1
2019-07-02 18:13:00,1
2019-07-02 19:01:00,1
2019-07-03 11:26:00,2
2019-07-03 12:11:00,1
2019-07-03 13:05:00,1
2019-07-03 13:33:00,1
2019-07-03 14:29:00,1
2019-07-03 15:28:00,1
2019-07-03 17:17:00,1
2019-07-03 18:29:00,1
2019-07-03 19:56:00,1
2019-07-04 11:49:00,1
2019-07-04 12:26:00,1
2019-07-04 12:46:00,1
2019-07-04 12:49:00,1
2019-07-04 13:06:00,1
2019-07-04 14:26:00,1
2019-07-05 13:55:00,1
2019-07-05 14:19:00,1
2019-07-05 14:54:00,1
2019-07-05 16:03:00,1
2019-07-05 18:04:00,1
2019-07-05 18:53:00,1
2019-07-05 19:21:00,1
2019-07-06 12:30:00,1
2019-07-06 16:22:00,1
2019-07-06 16:23:00,5
2019-07-06 16:28:00,1
2019-07-07 15:12:00,3
2019-07-07 16:33:00,2
2019-07-07 17:31:00,1
2019-07-07 17:32:00,1
2019-07-07 19:35:00,1
2019-07-07 19:36:00,1
2019-07-08 08:55:00,2
2019-07-08 08:56:00,2
2019-07-08 09:01:00,1
2019-07-08 09:30:00,2
2019-07-08 10:06:00,1
2019-07-08 10:07:00,1
2019-07-08 11:12:00,2
2019-07-08 11:13:00,1
2019-07-08 12:44:00,1
2019-07-08 14:55:00,1
2019-07-08 19:45:00,1
2019-07-09 10:55:00,3
2019-07-09 11:01:00,1
2019-07-09 11:02:00,5
2019-07-09 11:26:00,1
2019-07-09 11:27:00,1
2019-07-09 11:50:00,2
2019-07-09 12:12:00,1
2019-07-09 12:32:00,1
2019-07-09 12:36:00,1
2019-07-09 15:29:00,1
2019-07-09 15:30:00,1
2019-07-10 10:55:00,2
2019-07-10 10:56:00,1
2019-07-10 10:59:00,1
2019-07-10 11:04:00,2
2019-07-10 11:08:00,2
2019-07-10 11:12:00,2
2019-07-10 11:15:00,2
2019-07-10 11:20:00,1
2019-07-10 11:23:00,1
2019-07-10 11:27:00,1
2019-07-10 11:30:00,1
2019-07-10 11:33:00,1
2019-07-10 11:35:00,2
2019-07-10 11:36:00,1
2019-07-10 11:42:00,1
2019-07-10 11:44:00,1
2019-07-10 11:46:00,1
2019-07-10 11:48:00,3
2019-07-10 11:59:00,2
2019-07-10 12:03:00,3
2019-07-10 12:11:00,2
2019-07-10 12:12:00,1
2019-07-10 12:16:00,2
2019-07-10 12:19:00,2
2019-07-10 12:22:00,1
2019-07-10 12:23:00,1
2019-07-10 12:26:00,2
2019-07-10 12:30:00,1
2019-07-10 12:31:00,1
2019-07-10 12:36:00,2
2019-07-10 12:57:00,1
2019-07-10 12:59:00,1
2019-07-10 13:04:00,1
2019-07-10 13:05:00,1
2019-07-10 13:14:00,1
2019-07-10 13:24:00,1
2019-07-10 13:25:00,2
2019-07-10 13:29:00,1
2019-07-10 13:33:00,1
2019-07-10 13:36:00,1
2019-07-10 14:02:00,1
2019-07-10 14:18:00,1
2019-07-10 14:22:00,2
2019-07-10 14:50:00,2
2019-07-10 15:16:00,1
2019-07-10 15:26:00,1
2019-07-10 17:20:00,1
2019-07-10 17:52:00,1
2019-07-10 17:54:00,1
2019-07-11 09:37:00,2
2019-07-11 09:38:00,1
2019-07-11 10:34:00,1
2019-07-11 11:02:00,1
2019-07-11 11:05:00,1
2019-07-11 11:06:00,1
2019-07-11 11:09:00,1
2019-07-11 13:43:00,2
2019-07-11 13:44:00,1
2019-07-11 14:17:00,1
2019-07-11 14:47:00,2
2019-07-11 14:48:00,1
2019-07-11 15:12:00,1
2019-07-11 15:36:00,1
2019-07-11 15:37:00,1
2019-07-11 15:50:00,2
2019-07-11 16:53:00,2
2019-07-11 17:36:00,1
2019-07-11 17:37:00,1
2019-07-11 17:46:00,1
2019-07-11 19:19:00,1
2019-07-12 09:55:00,1
2019-07-12 09:58:00,1
2019-07-12 11:52:00,1
2019-07-12 12:18:00,5
2019-07-12 13:19:00,1
2019-07-12 13:24:00,3
2019-07-12 13:27:00,1
2019-07-12 13:44:00,1
2019-07-12 13:47:00,1
2019-07-12 14:02:00,1
2019-07-12 14:08:00,1
2019-07-12 15:17:00,1
2019-07-12 15:18:00,1
2019-07-12 15:46:00,1
2019-07-12 15:54:00,1
2019-07-12 16:48:00,1
2019-07-12 17:42:00,1
2019-07-12 18:26:00,2
2019-07-13 09:08:00,2
2019-07-13 10:00:00,1
2019-07-15 10:48:00,1
2019-07-15 10:51:00,1
2019-07-15 11:11:00,1
2019-07-15 11:42:00,1
2019-07-15 11:43:00,1
2019-07-15 12:58:00,2
2019-07-15 14:29:00,1
2019-07-15 14:30:00,1
2019-07-15 15:48:00,2
2019-07-15 19:03:00,1
2019-07-16 09:10:00,2
2019-07-16 09:29:00,1
2019-07-16 09:30:00,1
2019-07-16 10:41:00,1
2019-07-16 10:43:00,1
2019-07-16 10:48:00,1
2019-07-16 11:31:00,1
2019-07-16 11:32:00,4
2019-07-16 11:33:00,1
2019-07-16 12:00:00,1
2019-07-16 12:01:00,1
2019-07-16 12:09:00,1
2019-07-16 12:57:00,1
2019-07-16 12:58:00,1
2019-07-16 13:02:00,1
2019-07-16 14:11:00,1
2019-07-16 14:17:00,1
2019-07-16 18:08:00,1
2019-07-17 09:40:00,2
2019-07-17 09:41:00,1
2019-07-17 11:34:00,1
2019-07-17 13:50:00,3
2019-07-17 14:19:00,1
2019-07-17 15:32:00,1
2019-07-17 15:59:00,1
2019-07-17 16:45:00,1
2019-07-17 18:32:00,1
2019-07-17 18:39:00,1
2019-07-18 09:40:00,1
2019-07-18 10:10:00,1
2019-07-18 10:59:00,1
2019-07-18 11:16:00,1
2019-07-18 11:17:00,1
2019-07-18 11:18:00,1
2019-07-18 11:19:00,4
2019-07-18 11:22:00,1
2019-07-18 12:08:00,1
2019-07-18 13:32:00,2
2019-07-18 14:03:00,2
2019-07-18 14:04:00,1
2019-07-19 10:38:00,1
2019-07-19 10:39:00,2
2019-07-19 10:40:00,1
2019-07-19 11:23:00,1
2019-07-19 12:11:00,1
2019-07-19 12:22:00,1
2019-07-19 12:37:00,1
2019-07-19 12:53:00,2
2019-07-19 12:54:00,1
2019-07-19 13:31:00,1
2019-07-22 07:18:00,1
2019-07-22 07:19:00,2
2019-07-22 07:49:00,3
2019-07-22 07:55:00,1
2019-07-22 10:21:00,1
2019-07-22 10:22:00,3
2019-07-22 10:30:00,1
2019-07-22 10:36:00,1
2019-07-22 11:33:00,1
2019-07-22 14:55:00,1
2019-07-23 10:23:00,1
2019-07-23 10:24:00,1
2019-07-23 10:27:00,2
2019-07-23 10:50:00,1
2019-07-23 10:52:00,1
2019-07-23 10:57:00,1
2019-07-23 11:19:00,1
2019-07-23 12:06:00,1
2019-07-23 12:41:00,1
2019-07-24 09:20:00,1
2019-07-24 09:21:00,1
2019-07-24 10:09:00,3
2019-07-24 10:24:00,1
2019-07-24 10:38:00,1
2019-07-24 10:40:00,1
2019-07-24 10:57:00,1
2019-07-24 11:27:00,1
2019-07-24 11:34:00,1
2019-07-24 11:59:00,2
2019-07-24 12:35:00,1
2019-07-24 12:36:00,1
2019-07-24 13:47:00,1
2019-07-24 14:19:00,1
2019-07-24 14:36:00,1
2019-07-24 14:46:00,1
2019-07-24 14:50:00,1
2019-07-24 14:56:00,1
2019-07-24 15:18:00,1
2019-07-25 10:27:00,2
2019-07-25 11:07:00,1
2019-07-25 11:24:00,1
2019-07-25 11:25:00,1
2019-07-29 16:04:00,2
2019-07-29 16:56:00,1
2019-07-30 10:06:00,2
2019-07-30 11:06:00,2
2019-07-30 11:48:00,1
2019-07-30 13:04:00,1
2019-07-30 13:25:00,2
2019-07-30 13:45:00,1
2019-07-30 13:46:00,1
2019-08-01 12:03:00,2
2019-08-01 12:47:00,1
2019-08-01 13:38:00,1
2019-08-07 10:12:00,1
2019-08-07 10:21:00,1
2019-08-07 11:59:00,1
2019-08-07 12:01:00,2
2019-08-07 13:02:00,1
2019-08-07 13:03:00,1
2019-08-07 13:38:00,1
2019-08-07 13:39:00,1
2019-08-07 14:05:00,1
2019-08-07 14:48:00,1
2019-08-07 14:50:00,1
2019-08-07 15:36:00,1
2019-08-07 15:38:00,1
2019-08-07 16:19:00,1
2019-08-07 16:24:00,1
2019-08-08 11:35:00,2
2019-08-08 12:16:00,1
2019-08-08 12:17:00,1
2019-08-08 13:09:00,2
2019-08-08 13:10:00,1
2019-08-08 14:25:00,1
2019-08-08 14:26:00,1
2019-08-08 15:04:00,2
2019-08-09 09:45:00,2
2019-08-09 10:17:00,2
2019-08-09 10:36:00,2
2019-08-09 10:54:00,1
2019-08-09 10:55:00,1
2019-08-09 11:34:00,1
2019-08-09 11:41:00,1
2019-08-09 11:45:00,1
2019-08-09 11:50:00,1
2019-08-09 12:11:00,1
2019-08-09 12:30:00,1
2019-08-09 12:32:00,2
2019-08-09 12:51:00,1
2019-08-09 13:15:00,1
2019-08-09 13:33:00,1
2019-08-09 13:49:00,1
2019-08-09 14:47:00,1
2019-08-09 14:48:00,1
2019-08-09 15:49:00,1
2019-08-09 16:02:00,1
2019-08-09 16:27:00,1
2019-08-09 16:51:00,1
2019-08-10 13:50:00,1
2019-08-11 15:35:00,1
2019-08-11 16:25:00,2
2019-08-11 16:43:00,1
2019-08-11 19:17:00,1
2019-08-11 19:43:00,1
2019-08-12 08:55:00,2
2019-08-12 08:56:00,1
2019-08-12 10:28:00,1
2019-08-12 10:57:00,1
2019-08-12 11:57:00,1
2019-08-12 11:58:00,1
2019-08-12 12:47:00,1
2019-08-12 13:13:00,1
2019-08-12 13:47:00,2
2019-08-12 13:48:00,1
2019-08-12 15:03:00,1
2019-08-12 15:30:00,2
2019-08-12 15:36:00,1
2019-08-12 15:54:00,1
2019-08-12 15:57:00,1
2019-08-12 16:32:00,1
2019-08-12 16:33:00,1
2019-08-12 19:51:00,1
2019-08-13 07:46:00,2
2019-08-13 08:14:00,1
2019-08-13 08:32:00,1
2019-08-13 08:48:00,1
2019-08-13 08:49:00,1
2019-08-13 08:57:00,1
2019-08-13 10:22:00,1
2019-08-13 11:01:00,1
2019-08-13 11:19:00,1
2019-08-14 09:53:00,1
2019-08-14 09:55:00,1
2019-08-14 10:33:00,1
2019-08-14 10:34:00,1
2019-08-14 12:22:00,1
2019-08-14 12:45:00,1
2019-08-14 13:12:00,1
2019-08-14 13:46:00,2
2019-08-14 13:50:00,1
2019-08-14 14:37:00,1
2019-08-14 15:06:00,1
2019-08-14 15:32:00,1
2019-08-14 15:57:00,1
2019-08-14 15:58:00,1
2019-08-14 16:00:00,1
