20477,"SELECT p.ra, p.dec, p.psfMag_u, p.psfMag_g, p.psfMag_r, p.psfMag_i, p.psfMag_z, d.w1mpro, d.w2mpro, d.w3mpro, d.w4mpro FROM PhotoObjAll AS p JOIN dbo.fGetNearbyObjEq (#, #, #) AS GN ON p.objID = GN.objID LEFT JOIN WISE_xmatch as c on p.ObjID = c.sdss_objid LEFT JOIN WISE_allsky as d on c.wise_cntr = d.cntr"
2019-05-10 01:53:00,21
2019-05-10 01:54:00,18
2019-05-10 01:55:00,22
2019-05-10 01:56:00,18
2019-05-10 01:57:00,21
2019-05-10 01:58:00,19
2019-05-10 01:59:00,21
2019-05-10 02:00:00,20
2019-05-10 02:01:00,21
2019-05-10 02:02:00,22
2019-05-10 02:03:00,20
2019-05-10 02:04:00,20
2019-05-10 02:05:00,22
2019-05-10 02:06:00,21
2019-05-10 02:07:00,18
2019-05-10 02:08:00,22
2019-05-10 02:09:00,21
2019-05-10 02:10:00,21
2019-05-10 02:11:00,22
2019-05-10 02:12:00,18
2019-05-10 02:13:00,21
2019-05-10 02:14:00,19
2019-05-10 02:15:00,22
2019-05-10 02:16:00,17
2019-05-10 02:17:00,22
2019-05-10 02:18:00,21
2019-05-10 02:19:00,21
2019-05-10 02:20:00,18
2019-05-10 02:21:00,19
2019-05-10 02:22:00,21
2019-05-10 02:23:00,19
2019-05-10 02:24:00,18
2019-05-10 02:25:00,21
2019-05-10 02:26:00,22
2019-05-10 02:27:00,20
2019-05-10 02:28:00,20
2019-05-10 02:29:00,18
2019-05-10 02:30:00,22
2019-05-10 02:31:00,20
2019-05-10 02:32:00,18
2019-05-10 02:33:00,21
2019-05-10 02:34:00,20
2019-05-10 02:35:00,22
2019-05-10 02:36:00,21
2019-05-10 02:37:00,19
2019-05-10 02:38:00,21
2019-05-10 02:39:00,20
2019-05-10 02:40:00,19
2019-05-10 02:41:00,19
2019-05-10 02:42:00,20
2019-05-10 02:43:00,20
2019-05-10 02:44:00,22
2019-05-10 02:45:00,19
2019-05-10 02:46:00,21
2019-05-10 02:47:00,20
2019-05-10 02:48:00,17
2019-05-10 02:49:00,20
2019-05-10 02:50:00,20
2019-05-10 02:51:00,20
2019-05-10 02:52:00,21
2019-05-10 02:53:00,18
2019-05-10 02:54:00,21
2019-05-10 02:55:00,19
2019-05-10 02:56:00,19
2019-05-10 02:57:00,21
2019-05-10 02:58:00,20
2019-05-10 02:59:00,20
2019-05-10 03:00:00,19
2019-05-10 03:01:00,21
2019-05-10 03:02:00,18
2019-05-10 03:03:00,21
2019-05-10 03:04:00,20
2019-05-10 03:05:00,19
2019-05-10 03:06:00,20
2019-05-10 03:07:00,22
2019-05-10 03:08:00,21
2019-05-10 03:09:00,19
2019-05-10 03:10:00,19
2019-05-10 03:11:00,19
2019-05-10 03:12:00,18
2019-05-10 03:13:00,21
2019-05-10 03:14:00,22
2019-05-10 03:15:00,16
2019-05-10 03:16:00,21
2019-05-10 03:17:00,22
2019-05-10 03:18:00,20
2019-05-10 03:19:00,21
2019-05-10 03:20:00,20
2019-05-10 03:21:00,19
2019-05-10 03:22:00,21
2019-05-10 03:23:00,20
2019-05-10 03:24:00,18
2019-05-10 03:25:00,22
2019-05-10 03:26:00,20
2019-05-10 03:27:00,21
2019-05-10 03:28:00,20
2019-05-10 03:29:00,21
2019-05-10 03:30:00,19
2019-05-10 03:31:00,19
2019-05-10 03:32:00,4
2019-05-10 04:05:00,4
2019-05-10 04:06:00,17
2019-05-10 04:07:00,17
2019-05-10 04:08:00,13
2019-05-10 04:09:00,14
2019-05-10 04:10:00,18
2019-05-10 04:11:00,14
2019-05-10 04:12:00,16
2019-05-10 04:13:00,17
2019-05-10 04:14:00,19
2019-05-10 04:15:00,14
2019-05-10 04:16:00,14
2019-05-10 04:17:00,14
2019-05-10 04:18:00,13
2019-05-10 04:19:00,13
2019-05-10 04:20:00,7
2019-05-10 04:21:00,16
2019-05-10 04:22:00,13
2019-05-10 04:23:00,16
2019-05-10 04:24:00,15
2019-05-10 04:25:00,14
2019-05-10 04:26:00,14
2019-05-10 04:27:00,16
2019-05-10 04:28:00,8
2019-05-10 04:29:00,14
2019-05-10 04:30:00,13
2019-05-10 04:31:00,14
2019-05-10 04:32:00,14
2019-05-10 04:33:00,11
2019-05-10 04:34:00,13
2019-05-10 04:35:00,17
2019-05-10 04:36:00,11
2019-05-10 04:37:00,11
2019-05-10 04:38:00,15
2019-05-10 04:39:00,15
2019-05-10 04:40:00,15
2019-05-10 04:41:00,12
2019-05-10 04:42:00,15
2019-05-10 04:43:00,14
2019-05-10 04:44:00,11
2019-05-10 04:45:00,10
2019-05-10 04:46:00,13
2019-05-10 04:47:00,10
2019-05-10 04:48:00,12
2019-05-10 04:49:00,12
2019-05-10 04:50:00,12
2019-05-10 04:51:00,12
2019-05-10 04:52:00,11
2019-05-10 04:53:00,13
2019-05-10 04:54:00,13
2019-05-10 04:55:00,14
2019-05-10 04:56:00,12
2019-05-10 04:57:00,14
2019-05-10 04:58:00,11
2019-05-10 04:59:00,14
2019-05-10 05:00:00,10
2019-05-10 05:01:00,13
2019-05-10 05:02:00,11
2019-05-10 05:03:00,14
2019-05-10 05:04:00,12
2019-05-10 05:05:00,12
2019-05-10 05:06:00,10
2019-05-10 05:07:00,9
2019-05-10 05:08:00,13
2019-05-10 05:09:00,11
2019-05-10 05:10:00,8
2019-05-10 05:11:00,9
2019-05-10 05:12:00,10
2019-05-10 05:13:00,10
2019-05-10 05:14:00,10
2019-05-10 05:15:00,12
2019-05-10 05:16:00,11
2019-05-10 05:17:00,12
2019-05-10 05:18:00,12
2019-05-10 05:19:00,13
2019-05-10 05:20:00,12
2019-05-10 05:21:00,13
2019-05-10 05:22:00,13
2019-05-10 05:23:00,13
2019-05-10 05:24:00,12
2019-05-10 05:25:00,11
2019-05-10 05:26:00,13
2019-05-10 05:27:00,15
2019-05-10 05:28:00,13
2019-05-10 05:29:00,12
2019-05-10 05:30:00,12
2019-05-10 05:31:00,11
2019-05-10 05:32:00,14
2019-05-10 05:33:00,12
2019-05-10 05:34:00,12
2019-05-10 05:35:00,12
2019-05-10 05:36:00,13
2019-05-10 05:37:00,12
2019-05-10 05:38:00,15
2019-05-10 05:39:00,12
2019-05-10 05:40:00,15
2019-05-10 05:41:00,12
2019-05-10 05:42:00,12
2019-05-10 05:43:00,13
2019-05-10 05:44:00,14
2019-05-10 05:45:00,11
2019-05-10 05:46:00,14
2019-05-10 05:47:00,13
2019-05-10 05:48:00,15
2019-05-10 05:49:00,12
2019-05-10 05:50:00,13
2019-05-10 05:51:00,13
2019-05-10 05:52:00,14
2019-05-10 05:53:00,15
2019-05-10 05:54:00,11
2019-05-10 05:55:00,11
2019-05-10 05:56:00,12
2019-05-10 05:57:00,10
2019-05-10 05:58:00,10
2019-05-10 05:59:00,10
2019-05-10 06:00:00,11
2019-05-10 06:01:00,15
2019-05-10 06:02:00,15
2019-05-10 06:03:00,16
2019-05-10 06:04:00,16
2019-05-10 06:05:00,15
2019-05-10 06:06:00,16
2019-05-10 06:07:00,17
2019-05-10 06:08:00,15
2019-05-10 06:09:00,16
2019-05-10 06:10:00,16
2019-05-10 06:11:00,14
2019-05-10 06:12:00,15
2019-05-10 06:13:00,10
2019-05-10 06:14:00,12
2019-05-10 06:15:00,15
2019-05-10 06:16:00,18
2019-05-10 06:17:00,13
2019-05-10 06:18:00,15
2019-05-10 06:19:00,12
2019-05-10 06:20:00,12
2019-05-10 06:21:00,13
2019-05-10 06:22:00,13
2019-05-10 06:23:00,11
2019-05-10 06:24:00,15
2019-05-10 06:25:00,11
2019-05-10 06:26:00,13
2019-05-10 06:27:00,11
2019-05-10 06:28:00,14
2019-05-10 06:29:00,16
2019-05-10 06:30:00,13
2019-05-10 06:31:00,12
2019-05-10 06:32:00,9
2019-05-10 06:33:00,15
2019-05-10 06:34:00,13
2019-05-10 06:35:00,14
2019-05-10 06:36:00,15
2019-05-10 06:37:00,15
2019-05-10 06:38:00,14
2019-05-10 06:39:00,14
2019-05-10 06:40:00,12
2019-05-10 06:41:00,15
2019-05-10 06:42:00,15
2019-05-10 06:43:00,15
2019-05-10 06:44:00,12
2019-05-10 06:45:00,14
2019-05-10 06:46:00,10
2019-05-10 06:47:00,12
2019-05-10 06:48:00,14
2019-05-10 06:49:00,13
2019-05-10 06:50:00,12
2019-05-10 06:51:00,13
2019-05-10 06:52:00,13
2019-05-10 06:53:00,16
2019-05-10 06:54:00,14
2019-05-10 06:55:00,14
2019-05-10 06:56:00,12
2019-05-10 06:57:00,12
2019-05-10 06:58:00,12
2019-05-10 06:59:00,13
2019-05-10 07:00:00,16
2019-05-10 07:01:00,14
2019-05-10 07:02:00,16
2019-05-10 07:03:00,12
2019-05-10 07:04:00,15
2019-05-10 07:05:00,16
2019-05-10 07:06:00,15
2019-05-10 07:07:00,17
2019-05-10 07:08:00,14
2019-05-10 07:09:00,15
2019-05-10 07:10:00,16
2019-05-10 07:11:00,15
2019-05-10 07:12:00,14
2019-05-10 07:13:00,18
2019-05-10 07:14:00,15
2019-05-10 07:15:00,13
2019-05-10 07:16:00,12
2019-05-10 07:17:00,17
2019-05-10 07:18:00,14
2019-05-10 07:19:00,14
2019-05-10 07:20:00,16
2019-05-10 07:21:00,15
2019-05-10 07:22:00,15
2019-05-10 07:23:00,16
2019-05-10 07:24:00,16
2019-05-10 07:25:00,16
2019-05-10 07:26:00,17
2019-05-10 07:27:00,16
2019-05-10 07:28:00,17
2019-05-10 07:29:00,3
2019-05-10 09:16:00,3
2019-05-10 09:17:00,18
2019-05-10 09:18:00,17
2019-05-10 09:19:00,15
2019-05-10 09:20:00,19
2019-05-10 09:21:00,17
2019-05-10 09:22:00,17
2019-05-10 09:23:00,18
2019-05-10 09:24:00,16
2019-05-10 09:25:00,18
2019-05-10 09:26:00,18
2019-05-10 09:27:00,18
2019-05-10 09:28:00,18
2019-05-10 09:29:00,16
2019-05-10 09:30:00,16
2019-05-10 09:31:00,18
2019-05-10 09:32:00,17
2019-05-10 09:33:00,18
2019-05-10 09:34:00,17
2019-05-10 09:35:00,20
2019-05-10 09:36:00,20
2019-05-10 09:37:00,19
2019-05-10 09:38:00,20
2019-05-10 09:39:00,20
2019-05-10 09:40:00,19
2019-05-10 09:41:00,18
2019-05-10 09:42:00,19
2019-05-10 09:43:00,20
2019-05-10 09:44:00,18
2019-05-10 09:45:00,19
2019-05-10 09:46:00,21
2019-05-10 09:47:00,18
2019-05-10 09:48:00,19
2019-05-10 09:49:00,20
2019-05-10 09:50:00,18
2019-05-10 09:51:00,19
2019-05-10 09:52:00,18
2019-05-10 09:53:00,18
2019-05-10 09:54:00,20
2019-05-10 09:55:00,18
2019-05-10 09:56:00,18
2019-05-10 09:57:00,17
2019-05-10 09:58:00,15
2019-05-10 09:59:00,22
2019-05-10 10:00:00,17
2019-05-10 10:01:00,20
2019-05-10 10:02:00,17
2019-05-10 10:03:00,18
2019-05-10 10:04:00,21
2019-05-10 10:05:00,17
2019-05-10 10:06:00,19
2019-05-10 10:07:00,21
2019-05-10 10:08:00,17
2019-05-10 10:09:00,19
2019-05-10 10:10:00,20
2019-05-10 10:11:00,19
2019-05-10 10:12:00,17
2019-05-10 10:13:00,18
2019-05-10 10:14:00,17
2019-05-10 10:15:00,15
2019-05-10 10:16:00,19
2019-05-10 10:17:00,18
2019-05-10 10:18:00,19
2019-05-10 10:19:00,20
2019-05-10 10:20:00,19
2019-05-10 10:21:00,19
2019-05-10 10:22:00,18
2019-05-10 10:23:00,20
2019-05-10 10:24:00,19
2019-05-10 10:25:00,16
2019-05-10 10:26:00,19
2019-05-10 10:27:00,18
2019-05-10 10:28:00,18
2019-05-10 10:29:00,19
2019-05-10 10:30:00,19
2019-05-10 10:31:00,18
2019-05-10 10:32:00,18
2019-05-10 10:33:00,20
2019-05-10 10:34:00,18
2019-05-10 10:35:00,16
2019-05-10 10:36:00,15
2019-05-10 10:37:00,16
2019-05-10 10:38:00,19
2019-05-10 10:39:00,17
2019-05-10 10:40:00,19
2019-05-10 10:41:00,17
2019-05-10 10:42:00,16
2019-05-10 10:43:00,19
2019-05-10 10:44:00,18
2019-05-10 10:45:00,16
2019-05-10 10:46:00,19
2019-05-10 10:47:00,19
2019-05-10 10:48:00,17
2019-05-10 10:49:00,19
2019-05-10 10:50:00,18
2019-05-10 10:51:00,17
2019-05-10 10:52:00,18
2019-05-10 10:53:00,19
2019-05-10 10:54:00,19
2019-05-10 10:55:00,17
2019-05-10 10:56:00,19
2019-05-10 10:57:00,16
2019-05-10 10:58:00,18
2019-05-10 10:59:00,19
2019-05-10 11:00:00,18
2019-05-10 11:01:00,19
2019-05-10 11:02:00,17
2019-05-10 11:03:00,19
2019-05-10 11:04:00,18
2019-05-10 11:05:00,19
2019-05-10 11:06:00,17
2019-05-10 11:07:00,20
2019-05-10 11:08:00,16
2019-05-10 11:09:00,17
2019-05-10 11:10:00,20
2019-05-10 11:11:00,18
2019-05-10 11:12:00,17
2019-05-10 11:13:00,19
2019-05-10 11:14:00,19
2019-05-10 11:15:00,18
2019-05-10 11:16:00,17
2019-05-10 11:17:00,19
2019-05-10 11:18:00,19
2019-05-10 11:19:00,18
2019-05-10 11:20:00,17
2019-05-10 11:21:00,18
2019-05-10 11:22:00,20
2019-05-10 11:23:00,19
2019-05-10 11:24:00,18
2019-05-10 11:25:00,19
2019-05-10 11:26:00,18
2019-05-10 11:27:00,17
2019-05-10 11:28:00,19
2019-05-10 11:29:00,19
2019-05-10 11:30:00,17
2019-05-10 11:31:00,18
2019-05-10 11:32:00,18
2019-05-10 11:33:00,18
2019-05-10 11:34:00,20
2019-05-10 11:35:00,18
2019-05-10 11:36:00,17
2019-05-10 11:37:00,19
2019-05-10 11:38:00,2
