12,"SELECT A.RAJ2#, A.DEJ2#, C.z, C.zerr, C.class, C.subClass, C.specObjID, D.specObjID as specObjIDClean, A.INDX, C.ObjID, B.distance FROM MyDB.WISE_AGN_R9#_ptsrc_VIZIER AS A OUTER APPLY dbo.fGetNearestObjEq (A.RAJ2#, A.DEJ2#, #/#.) AS B LEFT OUTER JOIN SpecPhotoAll AS C ON B.objID = C.objID LEFT JOIN SpecObj as D ON C.specObjID = D.specObjID WHERE A.INDX BETWEEN # AND # INTO MyDB.WISE_AGN_R9#_ptsrc_VIZIER9#_SDSSspecDR1#_#as"
2019-09-23 15:50:00,1
2019-09-23 16:06:00,1
2019-09-23 16:22:00,1
2019-09-23 16:38:00,1
2019-09-23 16:54:00,1
2019-09-23 17:09:00,1
2019-09-23 17:24:00,1
2019-09-23 17:40:00,1
2019-09-23 17:56:00,1
2019-09-23 18:11:00,1
2019-09-27 18:29:00,1
2019-10-01 17:58:00,1
