834,"SELECT p.specobjid, p.objid, p.ra, p.dec, p.run, p.rerun, p.camcol, p.field, s.z, p.psffwhm_z, p.psffwhm_i, p.psffwhm_r, p.psffwhm_g, p.psffwhm_u, p.expRad_z, p.expRad_i, p.expRad_r, p.expRad_g, p.expRad_u, p.expAB_z, p.expAB_i, p.expAB_r, p.expAB_g, p.expAB_u, p.expPhi_z, p.expPhi_i, p.expPhi_r, p.expPhi_g, p.expPhi_u FROM PhotoPrimary AS p JOIN SpecPhoto AS s ON s.specobjid = p.specobjid WHERE p.specobjid = #"
2019-02-09 01:50:00,1
2019-02-09 01:51:00,2
2019-02-09 01:52:00,1
2019-02-09 01:53:00,1
2019-02-09 01:54:00,1
2019-02-09 01:55:00,1
2019-02-09 01:56:00,2
2019-02-09 01:57:00,2
2019-02-09 01:59:00,1
2019-02-09 02:00:00,1
2019-02-09 02:01:00,1
2019-02-09 02:02:00,1
2019-02-09 02:03:00,1
2019-02-09 02:05:00,2
2019-02-09 02:07:00,1
2019-02-09 02:08:00,2
2019-02-09 02:09:00,1
2019-02-09 02:10:00,3
2019-02-09 02:11:00,1
2019-02-09 02:12:00,2
2019-02-09 02:13:00,2
2019-02-09 02:14:00,1
2019-02-09 02:15:00,1
2019-02-09 02:16:00,1
2019-02-09 02:17:00,2
2019-02-09 02:18:00,1
2019-02-09 02:19:00,1
2019-02-09 02:20:00,1
2019-02-09 02:21:00,2
2019-02-09 02:23:00,2
2019-02-09 02:24:00,1
2019-02-09 02:25:00,1
2019-02-09 02:26:00,1
2019-02-09 02:27:00,1
2019-02-09 02:28:00,1
2019-02-09 02:30:00,1
2019-02-09 02:31:00,1
2019-02-09 02:32:00,1
2019-02-09 02:33:00,1
2019-02-09 02:34:00,1
2019-02-09 02:35:00,1
2019-02-09 02:36:00,1
2019-02-09 02:37:00,1
2019-02-09 02:38:00,2
2019-02-09 02:40:00,2
2019-02-09 02:41:00,1
2019-02-09 02:42:00,1
2019-02-09 02:43:00,4
2019-02-09 02:45:00,2
2019-02-09 02:47:00,2
2019-02-09 02:48:00,2
2019-02-09 02:49:00,1
2019-02-09 02:50:00,1
2019-02-09 02:52:00,2
2019-02-09 02:53:00,1
2019-02-09 02:54:00,1
2019-02-09 02:55:00,1
2019-02-09 02:56:00,1
2019-02-09 02:57:00,1
2019-02-09 02:58:00,1
2019-02-09 02:59:00,1
2019-02-09 03:00:00,1
2019-02-09 03:01:00,2
2019-02-09 03:02:00,1
2019-02-09 03:03:00,2
2019-02-09 03:04:00,2
2019-02-09 03:05:00,1
2019-02-09 03:06:00,1
2019-02-09 03:07:00,1
2019-02-09 03:08:00,1
2019-02-09 03:09:00,1
2019-02-09 03:10:00,1
2019-02-09 03:11:00,1
2019-02-09 03:12:00,2
2019-02-09 03:13:00,1
2019-02-09 03:14:00,1
2019-02-09 03:15:00,1
2019-02-09 03:16:00,1
2019-02-09 03:17:00,1
2019-02-09 03:18:00,1
2019-02-09 03:19:00,1
2019-02-09 03:20:00,1
2019-02-09 03:22:00,1
2019-02-09 03:23:00,2
2019-02-09 03:25:00,1
2019-02-09 03:26:00,1
2019-02-09 03:27:00,1
2019-02-09 03:29:00,2
2019-02-09 03:31:00,1
2019-02-09 03:32:00,2
2019-02-09 03:33:00,1
2019-02-09 03:34:00,1
2019-02-09 03:36:00,1
2019-02-09 03:37:00,1
2019-02-09 03:38:00,1
2019-02-09 03:39:00,1
2019-02-24 21:36:00,1
2019-02-24 21:37:00,1
2019-03-04 04:14:00,3
2019-03-04 04:15:00,4
2019-03-04 04:16:00,4
2019-03-04 04:17:00,6
2019-03-04 04:18:00,4
2019-03-04 04:19:00,5
2019-03-04 04:20:00,1
2019-03-12 00:36:00,2
2019-03-12 00:38:00,4
2019-03-12 00:40:00,199
2019-03-12 00:52:00,74
2019-03-12 00:53:00,122
2019-04-03 22:42:00,1
