19,"SELECT A.RAJ2#, A.DEJ2#, C.z, C.zerr, C.class, C.subClass, C.specObjID, D.specObjID as specObjIDClean, A.INDX, C.ObjID, B.distance FROM MyDB.WISE_AGN_R9#_ptsrc_VIZIER AS A OUTER APPLY dbo.fGetNearestObjEq (A.RAJ2#, A.DEJ2#, #/#.) AS B LEFT OUTER JOIN SpecPhotoAll AS C ON B.objID = C.objID LEFT JOIN SpecObj as D ON C.specObjID = D.specObjID WHERE A.INDX BETWEEN # AND # INTO MyDB.WISE_AGN_R9#_ptsrc_VIZIER2#_SDSSspecDR1#_#as"
2019-08-28 17:37:00,1
2019-08-28 17:48:00,1
2019-08-28 17:58:00,1
2019-08-28 18:09:00,1
2019-08-28 18:20:00,1
2019-08-28 18:31:00,1
2019-08-28 18:42:00,1
2019-08-28 18:54:00,1
2019-08-28 19:06:00,1
2019-08-28 19:16:00,1
2019-08-29 15:05:00,1
2019-08-29 15:16:00,1
2019-08-29 15:28:00,1
2019-08-29 15:39:00,1
2019-08-29 15:50:00,1
2019-08-29 16:02:00,1
2019-08-29 16:13:00,1
2019-08-29 16:25:00,1
2019-08-29 16:36:00,1
