12674,"SELECT TOP # # + cast (p.objId as varchar (#) ) +# + cast (p.objId as varchar (#) ) + # as objID, p.run, p.rerun, p.camcol, p.field, p.obj, p.type, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, p.Err_u, p.Err_g, p.Err_r, p.Err_i, p.Err_z FROM fGetNearbyObjEq (#, #, #) n, PhotoPrimary p WHERE n.objID = p.objID"
2019-01-02 02:37:00,1
2019-01-02 18:40:00,1
2019-01-02 18:41:00,1
2019-01-02 18:44:00,1
2019-01-02 19:01:00,1
2019-01-02 19:20:00,1
2019-01-02 21:09:00,1
2019-01-02 21:26:00,1
2019-01-02 21:30:00,1
2019-01-02 21:38:00,2
2019-01-02 21:49:00,1
2019-01-03 00:16:00,1
2019-01-03 01:13:00,1
2019-01-03 01:27:00,4
2019-01-03 01:42:00,1
2019-01-03 01:52:00,1
2019-01-03 01:58:00,1
2019-01-03 02:27:00,1
2019-01-03 02:40:00,1
2019-01-03 02:46:00,1
2019-01-03 07:03:00,1
2019-01-03 07:36:00,2
2019-01-03 07:37:00,1
2019-01-03 16:09:00,1
2019-01-03 16:10:00,1
2019-01-03 17:26:00,1
2019-01-03 17:59:00,1
2019-01-03 18:30:00,1
2019-01-03 19:08:00,1
2019-01-03 20:41:00,1
2019-01-03 20:54:00,1
2019-01-03 21:03:00,1
2019-01-03 21:07:00,1
2019-01-03 21:16:00,1
2019-01-03 21:27:00,1
2019-01-03 21:47:00,1
2019-01-03 22:04:00,1
2019-01-04 01:03:00,1
2019-01-04 01:25:00,1
2019-01-04 01:33:00,1
2019-01-04 02:07:00,1
2019-01-04 02:12:00,1
2019-01-04 02:22:00,1
2019-01-04 02:48:00,1
2019-01-04 02:55:00,1
2019-01-04 03:25:00,2
2019-01-04 03:45:00,1
2019-01-04 15:12:00,1
2019-01-04 17:46:00,1
2019-01-04 19:29:00,1
2019-01-04 19:44:00,1
2019-01-04 20:03:00,1
2019-01-04 20:12:00,1
2019-01-04 20:22:00,1
2019-01-04 23:38:00,2
2019-01-04 23:39:00,2
2019-01-05 01:25:00,1
2019-01-05 03:49:00,1
2019-01-06 02:25:00,1
2019-01-06 02:37:00,1
2019-01-06 03:19:00,1
2019-01-06 03:30:00,1
2019-01-06 03:39:00,2
2019-01-06 03:55:00,2
2019-01-06 04:10:00,1
2019-01-06 04:13:00,1
2019-01-06 04:18:00,1
2019-01-06 04:25:00,1
2019-01-06 04:30:00,1
2019-01-06 16:11:00,1
2019-01-06 18:27:00,1
2019-01-06 20:19:00,2
2019-01-07 00:26:00,1
2019-01-07 00:34:00,1
2019-01-07 00:51:00,1
2019-01-07 15:00:00,4
2019-01-07 15:40:00,1
2019-01-08 11:44:00,1
2019-01-08 17:59:00,1
2019-01-08 19:07:00,1
2019-01-08 19:40:00,1
2019-01-08 19:49:00,1
2019-01-08 20:10:00,1
2019-01-08 20:17:00,1
2019-01-08 20:24:00,1
2019-01-08 20:40:00,2
2019-01-09 03:24:00,1
2019-01-09 03:26:00,1
2019-01-09 03:29:00,1
2019-01-09 03:42:00,1
2019-01-09 03:45:00,1
2019-01-09 13:35:00,2
2019-01-09 19:52:00,1
2019-01-09 19:55:00,2
2019-01-10 02:23:00,1
2019-01-10 03:06:00,1
2019-01-10 03:26:00,1
2019-01-10 09:20:00,3
2019-01-10 10:54:00,1
2019-01-10 10:57:00,1
2019-01-10 11:17:00,1
2019-01-10 14:21:00,1
2019-01-10 14:24:00,2
2019-01-10 14:25:00,2
2019-01-10 14:28:00,1
2019-01-10 14:29:00,2
2019-01-10 18:03:00,1
2019-01-10 23:49:00,1
2019-01-10 23:51:00,1
2019-01-11 00:53:00,1
2019-01-11 00:56:00,1
2019-01-11 09:18:00,4
2019-01-11 09:20:00,1
2019-01-11 11:48:00,1
2019-01-12 03:53:00,1
2019-01-12 04:02:00,1
2019-01-12 14:14:00,1
2019-01-12 15:30:00,1
2019-01-12 15:31:00,1
2019-01-12 15:33:00,2
2019-01-12 15:34:00,1
2019-01-12 20:02:00,1
2019-01-12 20:16:00,1
2019-01-13 00:43:00,1
2019-01-13 00:53:00,1
2019-01-13 01:09:00,1
2019-01-13 01:19:00,1
2019-01-13 01:27:00,1
2019-01-13 01:53:00,1
2019-01-13 02:19:00,1
2019-01-13 11:35:00,1
2019-01-13 11:36:00,1
2019-01-13 11:38:00,2
2019-01-13 21:05:00,1
2019-01-13 21:59:00,1
2019-01-14 01:40:00,1
2019-01-14 01:58:00,1
2019-01-14 02:20:00,1
2019-01-14 04:10:00,1
2019-01-14 10:15:00,1
2019-01-14 18:02:00,1
2019-01-14 22:11:00,2
2019-01-14 22:12:00,2
2019-01-15 03:18:00,1
2019-01-15 03:39:00,1
2019-01-15 04:04:00,2
2019-01-15 07:22:00,1
2019-01-15 08:56:00,1
2019-01-15 09:20:00,1
2019-01-15 11:39:00,1
2019-01-15 14:21:00,1
2019-01-15 14:49:00,1
2019-01-15 16:21:00,1
2019-01-15 16:36:00,1
2019-01-15 16:46:00,1
2019-01-15 17:04:00,1
2019-01-15 22:10:00,1
2019-01-16 03:06:00,1
2019-01-16 03:08:00,1
2019-01-16 08:01:00,3
2019-01-16 09:08:00,1
2019-01-16 10:21:00,1
2019-01-16 10:30:00,1
2019-01-16 10:32:00,1
2019-01-16 10:34:00,2
2019-01-16 10:35:00,1
2019-01-16 10:36:00,1
2019-01-16 10:38:00,1
2019-01-16 10:40:00,1
2019-01-16 10:41:00,1
2019-01-16 10:43:00,1
2019-01-16 10:44:00,1
2019-01-16 10:45:00,1
2019-01-16 10:47:00,1
2019-01-16 10:48:00,1
2019-01-16 10:50:00,1
2019-01-16 10:53:00,1
2019-01-16 10:54:00,1
2019-01-16 10:56:00,1
2019-01-16 10:57:00,1
2019-01-16 13:19:00,1
2019-01-16 13:28:00,1
2019-01-16 13:32:00,1
2019-01-16 14:59:00,1
2019-01-16 15:02:00,1
2019-01-17 01:14:00,1
2019-01-17 01:24:00,1
2019-01-17 09:54:00,1
2019-01-17 10:30:00,1
2019-01-17 10:31:00,1
2019-01-17 15:04:00,1
2019-01-17 17:49:00,1
2019-01-18 00:25:00,1
2019-01-18 00:51:00,1
2019-01-18 00:55:00,2
2019-01-18 00:57:00,1
2019-01-18 01:39:00,1
2019-01-18 01:44:00,1
2019-01-18 01:52:00,1
2019-01-18 02:03:00,1
2019-01-18 02:05:00,1
2019-01-18 02:12:00,1
2019-01-18 02:30:00,1
2019-01-18 02:37:00,2
2019-01-18 03:25:00,1
2019-01-18 06:55:00,1
2019-01-18 07:11:00,1
2019-01-18 07:18:00,1
2019-01-18 07:24:00,1
2019-01-18 16:27:00,1
2019-01-18 17:36:00,1
2019-01-18 17:38:00,1
2019-01-18 18:08:00,1
2019-01-18 20:20:00,1
2019-01-18 20:21:00,1
2019-01-18 23:35:00,1
2019-01-18 23:42:00,1
2019-01-18 23:49:00,1
2019-01-19 00:00:00,1
2019-01-19 00:03:00,1
2019-01-19 00:27:00,1
2019-01-19 01:52:00,1
2019-01-19 01:58:00,1
2019-01-19 02:43:00,1
2019-01-19 03:16:00,1
2019-01-19 03:21:00,1
2019-01-19 07:38:00,1
2019-01-19 15:29:00,1
2019-01-19 15:31:00,1
2019-01-19 18:16:00,1
2019-01-19 18:17:00,1
2019-01-19 18:19:00,1
2019-01-20 01:20:00,1
2019-01-20 01:36:00,1
2019-01-20 01:51:00,1
2019-01-20 06:42:00,1
2019-01-20 14:24:00,2
2019-01-20 20:55:00,1
2019-01-20 22:51:00,1
2019-01-20 22:52:00,1
2019-01-21 00:15:00,1
2019-01-21 00:16:00,1
2019-01-21 01:25:00,1
2019-01-21 13:45:00,1
2019-01-21 19:12:00,2
2019-01-21 19:13:00,2
2019-01-21 19:14:00,2
2019-01-21 19:15:00,2
2019-01-21 19:16:00,4
2019-01-21 19:20:00,2
2019-01-21 19:32:00,1
2019-01-21 21:12:00,1
2019-01-21 21:14:00,1
2019-01-21 23:50:00,1
2019-01-22 06:02:00,1
2019-01-22 06:07:00,1
2019-01-22 06:10:00,1
2019-01-22 06:11:00,1
2019-01-22 06:17:00,1
2019-01-22 06:21:00,1
2019-01-22 06:23:00,1
2019-01-22 06:29:00,1
2019-01-22 06:32:00,1
2019-01-22 06:35:00,1
2019-01-22 17:45:00,2
2019-01-22 17:48:00,1
2019-01-22 19:52:00,2
2019-01-22 22:08:00,1
2019-01-23 00:41:00,1
2019-01-23 02:08:00,1
2019-01-23 15:20:00,1
2019-01-23 15:30:00,2
2019-01-23 18:39:00,1
2019-01-23 23:02:00,1
2019-01-23 23:05:00,1
2019-01-23 23:43:00,1
2019-01-24 10:24:00,1
2019-01-24 17:00:00,1
2019-01-24 17:01:00,1
2019-01-24 17:11:00,1
2019-01-24 21:02:00,1
2019-01-24 21:03:00,1
2019-01-24 21:48:00,1
2019-01-24 21:56:00,1
2019-01-24 22:11:00,1
2019-01-24 22:12:00,1
2019-01-24 22:15:00,1
2019-01-25 02:12:00,1
2019-01-25 04:44:00,1
2019-01-25 04:48:00,1
2019-01-25 05:08:00,1
2019-01-25 09:00:00,1
2019-01-25 10:38:00,1
2019-01-25 14:13:00,1
2019-01-25 14:14:00,1
2019-01-25 14:15:00,1
2019-01-25 14:20:00,1
2019-01-25 14:21:00,1
2019-01-25 14:22:00,1
2019-01-25 14:26:00,1
2019-01-25 14:28:00,1
2019-01-25 14:30:00,1
2019-01-25 14:32:00,1
2019-01-25 14:35:00,1
2019-01-25 14:37:00,1
2019-01-25 14:38:00,1
2019-01-25 14:39:00,1
2019-01-25 14:40:00,1
2019-01-25 14:41:00,1
2019-01-25 21:43:00,1
2019-01-26 00:00:00,1
2019-01-26 07:30:00,1
2019-01-26 07:33:00,1
2019-01-26 07:45:00,1
2019-01-26 09:39:00,1
2019-01-26 11:16:00,1
2019-01-26 11:49:00,1
2019-01-26 16:30:00,1
2019-01-26 16:51:00,1
2019-01-26 18:07:00,1
2019-01-26 22:01:00,1
2019-01-27 01:23:00,1
2019-01-27 01:40:00,1
2019-01-27 02:21:00,2
2019-01-27 02:41:00,1
2019-01-27 10:47:00,2
2019-01-27 15:22:00,1
2019-01-27 15:23:00,1
2019-01-27 16:25:00,1
2019-01-27 16:31:00,1
2019-01-27 16:37:00,1
2019-01-27 20:40:00,1
2019-01-27 20:49:00,1
2019-01-27 20:53:00,1
2019-01-28 02:17:00,2
2019-01-28 10:48:00,1
2019-01-28 10:49:00,1
2019-01-29 01:00:00,1
2019-01-29 01:19:00,1
2019-01-29 08:28:00,1
2019-01-29 08:29:00,1
2019-01-29 13:02:00,3
2019-01-29 13:19:00,1
2019-01-29 13:29:00,1
2019-01-30 02:58:00,2
2019-01-30 06:44:00,1
2019-01-30 06:45:00,3
2019-01-30 06:47:00,1
2019-01-30 15:30:00,3
2019-01-30 16:06:00,2
2019-01-30 16:07:00,2
2019-01-30 22:35:00,1
2019-01-30 22:36:00,1
2019-01-31 01:02:00,1
2019-01-31 01:34:00,1
2019-01-31 01:47:00,1
2019-01-31 01:59:00,1
2019-01-31 02:10:00,2
2019-01-31 02:11:00,1
2019-01-31 02:16:00,1
2019-01-31 02:20:00,1
2019-01-31 02:33:00,1
2019-01-31 02:40:00,3
2019-01-31 10:04:00,1
2019-01-31 10:05:00,1
2019-01-31 15:47:00,1
2019-02-01 02:21:00,1
2019-02-01 02:33:00,1
2019-02-01 02:40:00,1
2019-02-01 02:45:00,1
2019-02-01 03:19:00,1
2019-02-01 03:20:00,2
2019-02-01 03:34:00,1
2019-02-01 03:38:00,2
2019-02-01 07:12:00,1
2019-02-01 08:54:00,1
2019-02-01 10:17:00,1
2019-02-01 11:13:00,1
2019-02-01 12:48:00,1
2019-02-02 02:13:00,1
2019-02-03 03:20:00,1
2019-02-03 04:06:00,1
2019-02-04 01:50:00,1
2019-02-04 01:54:00,1
2019-02-04 11:23:00,2
2019-02-04 11:24:00,8
2019-02-04 11:27:00,1
2019-02-04 11:28:00,3
2019-02-04 11:49:00,2
2019-02-04 11:51:00,2
2019-02-04 11:52:00,2
2019-02-04 11:55:00,2
2019-02-04 11:56:00,2
2019-02-04 11:57:00,4
2019-02-04 11:58:00,2
2019-02-04 11:59:00,2
2019-02-04 12:00:00,2
2019-02-04 12:03:00,3
2019-02-04 12:04:00,4
2019-02-04 12:06:00,1
2019-02-04 14:30:00,1
2019-02-04 14:31:00,1
2019-02-04 16:10:00,4
2019-02-04 16:11:00,3
2019-02-04 16:12:00,4
2019-02-04 16:13:00,6
2019-02-04 16:14:00,6
2019-02-04 16:15:00,4
2019-02-04 16:17:00,1
2019-02-04 16:29:00,2
2019-02-04 16:45:00,7
2019-02-04 21:12:00,1
2019-02-04 21:28:00,1
2019-02-04 21:30:00,1
2019-02-04 21:41:00,1
2019-02-04 21:51:00,1
2019-02-05 04:15:00,1
2019-02-05 04:26:00,1
2019-02-05 05:01:00,1
2019-02-05 05:02:00,3
2019-02-05 10:53:00,1
2019-02-05 12:10:00,3
2019-02-05 12:12:00,1
2019-02-05 12:13:00,1
2019-02-05 12:14:00,2
2019-02-05 12:15:00,8
2019-02-05 12:18:00,4
2019-02-05 12:19:00,10
2019-02-05 12:20:00,1
2019-02-05 12:21:00,5
2019-02-05 12:23:00,4
2019-02-05 12:24:00,1
2019-02-05 12:25:00,1
2019-02-05 12:27:00,8
2019-02-05 12:28:00,4
2019-02-05 12:29:00,4
2019-02-05 12:31:00,5
2019-02-05 12:33:00,3
2019-02-05 12:36:00,1
2019-02-05 12:37:00,6
2019-02-05 12:38:00,8
2019-02-05 12:39:00,5
2019-02-05 12:40:00,3
2019-02-05 12:41:00,2
2019-02-05 12:42:00,10
2019-02-05 12:43:00,4
2019-02-05 12:44:00,5
2019-02-05 12:45:00,4
2019-02-05 12:46:00,5
2019-02-05 12:48:00,2
2019-02-05 12:49:00,3
2019-02-05 12:50:00,3
2019-02-05 12:51:00,1
2019-02-05 12:52:00,1
2019-02-05 12:53:00,2
2019-02-05 12:54:00,3
2019-02-05 12:55:00,1
2019-02-05 12:56:00,6
2019-02-05 12:57:00,4
2019-02-05 12:58:00,4
2019-02-05 12:59:00,6
2019-02-05 13:00:00,2
2019-02-05 13:01:00,2
2019-02-05 13:02:00,3
2019-02-05 13:03:00,1
2019-02-05 13:04:00,6
2019-02-05 13:05:00,8
2019-02-05 13:08:00,1
2019-02-05 13:09:00,5
2019-02-05 13:10:00,3
2019-02-05 13:11:00,6
2019-02-05 13:12:00,10
2019-02-05 13:16:00,5
2019-02-05 13:17:00,9
2019-02-05 13:18:00,4
2019-02-05 13:19:00,10
2019-02-05 13:20:00,2
2019-02-05 13:21:00,6
2019-02-05 13:24:00,3
2019-02-05 13:25:00,4
2019-02-05 13:26:00,1
2019-02-05 13:27:00,5
2019-02-05 13:33:00,1
2019-02-05 13:34:00,11
2019-02-05 13:35:00,2
2019-02-05 13:36:00,7
2019-02-05 13:37:00,1
2019-02-05 13:38:00,11
2019-02-05 13:39:00,2
2019-02-05 13:40:00,12
2019-02-05 13:41:00,3
2019-02-05 13:42:00,1
2019-02-05 13:43:00,6
2019-02-05 13:44:00,2
2019-02-05 13:45:00,2
2019-02-05 13:46:00,5
2019-02-05 13:47:00,5
2019-02-05 13:48:00,11
2019-02-05 13:49:00,1
2019-02-05 13:50:00,4
2019-02-05 13:51:00,5
2019-02-05 13:52:00,5
2019-02-05 13:53:00,5
2019-02-05 13:54:00,1
2019-02-05 13:55:00,4
2019-02-05 13:56:00,2
2019-02-05 13:57:00,4
2019-02-05 14:00:00,1
2019-02-05 14:03:00,3
2019-02-05 14:04:00,3
2019-02-05 14:05:00,8
2019-02-05 14:06:00,8
2019-02-05 14:07:00,3
2019-02-05 14:22:00,5
2019-02-05 14:23:00,3
2019-02-05 14:24:00,8
2019-02-05 14:25:00,1
2019-02-05 14:30:00,4
2019-02-05 14:31:00,3
2019-02-05 14:32:00,10
2019-02-05 14:33:00,3
2019-02-05 14:34:00,8
2019-02-05 14:38:00,2
2019-02-05 14:40:00,4
2019-02-05 14:41:00,2
2019-02-05 14:42:00,4
2019-02-05 14:43:00,1
2019-02-05 14:48:00,1
2019-02-05 14:49:00,3
2019-02-05 14:51:00,1
2019-02-05 14:52:00,2
2019-02-05 14:53:00,3
2019-02-05 14:54:00,3
2019-02-05 14:55:00,2
2019-02-05 14:56:00,3
2019-02-05 14:57:00,3
2019-02-05 14:58:00,5
2019-02-05 14:59:00,6
2019-02-05 15:00:00,2
2019-02-05 15:01:00,1
2019-02-05 15:02:00,1
2019-02-05 15:05:00,2
2019-02-05 15:06:00,1
2019-02-05 15:07:00,4
2019-02-05 15:24:00,3
2019-02-05 15:25:00,7
2019-02-05 15:26:00,3
2019-02-05 15:27:00,4
2019-02-05 15:28:00,2
2019-02-05 15:31:00,2
2019-02-05 15:32:00,1
2019-02-05 15:33:00,7
2019-02-05 15:34:00,6
2019-02-05 15:37:00,2
2019-02-05 15:40:00,5
2019-02-05 15:41:00,4
2019-02-05 15:44:00,3
2019-02-05 15:45:00,2
2019-02-05 15:46:00,4
2019-02-05 15:48:00,5
2019-02-05 15:49:00,6
2019-02-05 15:51:00,2
2019-02-05 15:52:00,5
2019-02-05 15:53:00,2
2019-02-05 16:02:00,3
2019-02-05 16:03:00,5
2019-02-05 16:04:00,1
2019-02-05 16:05:00,1
2019-02-05 16:06:00,1
2019-02-05 16:07:00,2
2019-02-05 16:08:00,2
2019-02-05 16:09:00,1
2019-02-05 16:10:00,2
2019-02-05 16:11:00,3
2019-02-05 16:15:00,1
2019-02-05 16:16:00,2
2019-02-05 16:17:00,3
2019-02-05 16:18:00,3
2019-02-06 02:15:00,1
2019-02-06 02:21:00,1
2019-02-06 02:36:00,1
2019-02-06 05:23:00,1
2019-02-06 06:14:00,2
2019-02-06 06:15:00,1
2019-02-06 06:51:00,3
2019-02-06 08:02:00,1
2019-02-06 10:07:00,1
2019-02-06 10:08:00,1
2019-02-06 10:09:00,1
2019-02-06 11:55:00,1
2019-02-06 18:40:00,1
2019-02-06 18:47:00,1
2019-02-06 18:52:00,1
2019-02-06 18:59:00,1
2019-02-06 19:08:00,1
2019-02-06 19:14:00,1
2019-02-06 19:32:00,1
2019-02-06 21:04:00,1
2019-02-06 21:05:00,2
2019-02-06 21:06:00,3
2019-02-06 21:16:00,1
2019-02-07 01:30:00,1
2019-02-07 01:31:00,1
2019-02-07 01:38:00,1
2019-02-07 01:47:00,1
2019-02-07 12:04:00,1
2019-02-07 12:05:00,2
2019-02-07 12:06:00,2
2019-02-07 17:19:00,1
2019-02-07 22:43:00,2
2019-02-07 22:44:00,2
2019-02-07 22:45:00,1
2019-02-07 22:46:00,1
2019-02-08 03:31:00,1
2019-02-08 03:49:00,1
2019-02-08 06:26:00,1
2019-02-08 06:27:00,2
2019-02-08 06:28:00,1
2019-02-08 17:26:00,1
2019-02-08 17:57:00,1
2019-02-08 19:58:00,1
2019-02-08 20:40:00,1
2019-02-08 20:41:00,2
2019-02-09 01:10:00,1
2019-02-09 01:17:00,1
2019-02-09 01:26:00,1
2019-02-09 01:37:00,1
2019-02-09 02:08:00,1
2019-02-09 02:26:00,1
2019-02-09 02:33:00,1
2019-02-09 03:17:00,1
2019-02-09 03:47:00,1
2019-02-09 04:45:00,1
2019-02-09 04:46:00,1
2019-02-09 04:48:00,1
2019-02-09 04:49:00,2
2019-02-09 18:45:00,1
2019-02-09 20:19:00,1
2019-02-09 20:47:00,1
2019-02-09 20:58:00,1
2019-02-09 21:26:00,1
2019-02-09 22:15:00,1
2019-02-09 23:02:00,1
2019-02-10 01:15:00,1
2019-02-10 01:16:00,1
2019-02-10 02:14:00,1
2019-02-10 02:38:00,1
2019-02-10 02:40:00,1
2019-02-10 03:55:00,1
2019-02-10 03:59:00,1
2019-02-10 04:00:00,1
2019-02-10 04:07:00,1
2019-02-10 19:46:00,1
2019-02-10 20:32:00,1
2019-02-10 20:45:00,1
2019-02-11 01:27:00,1
2019-02-11 01:39:00,1
2019-02-11 03:00:00,1
2019-02-11 04:39:00,1
2019-02-11 06:17:00,1
2019-02-11 06:20:00,2
2019-02-11 06:21:00,1
2019-02-11 06:22:00,1
2019-02-11 08:50:00,1
2019-02-11 15:34:00,1
2019-02-11 16:34:00,1
2019-02-11 16:36:00,1
2019-02-11 16:43:00,1
2019-02-11 19:18:00,1
2019-02-11 20:09:00,1
2019-02-11 20:15:00,1
2019-02-11 20:17:00,1
2019-02-11 20:45:00,1
2019-02-11 20:52:00,1
2019-02-11 20:54:00,1
2019-02-11 20:57:00,1
2019-02-11 21:00:00,1
2019-02-11 22:30:00,1
2019-02-12 01:43:00,1
