1996,select objid from photoprimary where photoprimary.dec between # and # and photoprimary.ra between .# and #
2019-03-07 14:37:00,2
2019-03-07 14:38:00,1
2019-03-07 14:40:00,3
2019-03-07 14:42:00,2
2019-03-07 14:43:00,1
2019-03-07 14:44:00,1
2019-03-07 14:45:00,1
2019-03-07 14:47:00,2
2019-03-07 14:48:00,2
2019-03-07 14:49:00,1
2019-03-07 14:50:00,3
2019-03-07 14:51:00,1
2019-03-07 14:53:00,2
2019-03-07 14:55:00,2
2019-03-07 14:56:00,1
2019-03-07 14:57:00,2
2019-03-07 14:58:00,1
2019-03-07 15:00:00,2
2019-03-07 15:01:00,1
2019-03-07 15:03:00,3
2019-03-07 15:05:00,1
2019-03-07 15:32:00,4
2019-03-07 15:36:00,1
2019-03-07 15:37:00,1
2019-03-07 15:38:00,2
2019-03-07 15:41:00,1
2019-03-07 15:43:00,1
2019-03-07 15:44:00,3
2019-03-07 15:48:00,1
2019-03-07 15:49:00,2
2019-03-07 15:50:00,1
2019-03-07 15:51:00,1
2019-03-07 15:54:00,2
2019-03-07 15:55:00,1
2019-03-08 09:44:00,10
2019-03-08 10:03:00,1
2019-03-08 10:06:00,1
2019-03-08 10:09:00,1
2019-03-08 10:12:00,1
2019-03-08 10:24:00,1
2019-03-08 10:28:00,1
2019-03-08 10:30:00,1
2019-03-08 10:36:00,1
2019-03-08 10:43:00,1
2019-03-08 10:47:00,1
2019-03-08 10:58:00,1
2019-03-08 11:00:00,1
2019-03-08 11:02:00,1
2019-03-08 11:06:00,1
2019-03-08 11:18:00,1
2019-03-08 11:24:00,1
2019-03-08 11:29:00,1
2019-03-08 11:35:00,1
2019-03-08 11:36:00,1
2019-03-08 11:45:00,1
2019-03-08 11:56:00,1
2019-03-08 11:57:00,1
2019-03-08 12:01:00,1
2019-03-08 12:08:00,1
2019-03-08 12:16:00,1
2019-03-08 12:22:00,1
2019-03-08 12:25:00,1
2019-03-08 12:30:00,1
2019-03-08 12:41:00,1
2019-03-08 12:42:00,1
2019-03-08 12:49:00,1
2019-03-08 12:51:00,1
2019-03-08 13:01:00,1
2019-03-08 13:11:00,1
2019-03-08 13:12:00,1
2019-03-08 13:15:00,1
2019-03-08 13:27:00,1
2019-03-08 13:30:00,1
2019-03-08 13:32:00,1
2019-03-08 13:42:00,1
2019-03-08 13:50:00,1
2019-03-08 13:51:00,1
2019-03-08 14:04:00,1
2019-03-08 14:10:00,2
2019-03-08 14:14:00,1
2019-03-08 14:19:00,1
2019-03-08 14:24:00,6
2019-03-08 14:39:00,1
2019-03-08 14:41:00,2
2019-03-08 14:54:00,1
2019-03-08 14:55:00,1
2019-03-08 14:57:00,1
2019-03-08 14:59:00,1
2019-03-08 15:09:00,1
2019-03-08 15:15:00,2
2019-03-08 15:18:00,1
2019-03-08 15:26:00,1
2019-03-08 15:32:00,1
2019-03-08 15:36:00,1
2019-03-08 15:42:00,1
2019-03-08 15:43:00,1
2019-03-08 15:47:00,1
2019-03-08 15:51:00,1
2019-03-08 16:00:00,1
2019-03-08 16:01:00,1
2019-03-08 16:07:00,1
2019-03-08 16:12:00,1
2019-03-08 16:15:00,1
2019-03-08 16:20:00,1
2019-03-08 16:27:00,1
2019-03-08 16:32:00,1
2019-03-08 16:33:00,1
2019-03-08 16:42:00,1
2019-03-08 16:47:00,1
2019-03-08 16:48:00,1
2019-03-08 16:50:00,1
2019-03-08 17:04:00,2
2019-03-08 17:07:00,1
2019-03-08 17:08:00,1
2019-03-08 17:21:00,1
2019-03-08 17:22:00,1
2019-03-08 17:34:00,1
2019-03-08 17:35:00,1
2019-03-08 17:44:00,3
2019-03-08 18:01:00,1
2019-03-08 18:03:00,1
2019-03-08 18:12:00,1
2019-03-08 18:15:00,1
2019-03-08 18:34:00,2
2019-03-08 18:48:00,1
2019-03-08 18:53:00,1
2019-03-08 18:54:00,1
2019-03-08 19:08:00,1
2019-03-08 19:14:00,1
2019-03-08 19:16:00,1
2019-03-08 19:20:00,1
2019-03-08 19:30:00,1
2019-03-08 19:38:00,1
2019-03-08 19:42:00,2
2019-03-08 19:54:00,1
2019-03-08 20:02:00,1
2019-03-08 20:03:00,1
2019-03-08 20:07:00,1
2019-03-08 20:18:00,1
2019-03-08 20:24:00,1
2019-03-08 20:31:00,1
2019-03-08 20:32:00,1
2019-03-08 20:38:00,1
2019-03-08 20:47:00,1
2019-03-08 20:54:00,1
2019-03-08 20:58:00,1
2019-03-08 21:03:00,1
2019-03-08 21:10:00,1
2019-03-08 21:21:00,1
2019-03-08 21:31:00,1
2019-03-08 21:36:00,6
2019-03-08 21:59:00,1
2019-03-08 22:00:00,1
2019-03-08 22:01:00,1
2019-03-08 22:03:00,1
2019-03-08 22:20:00,1
2019-03-08 22:25:00,1
2019-03-08 22:26:00,1
2019-03-08 22:29:00,1
2019-03-08 22:40:00,1
2019-03-08 22:48:00,1
2019-03-08 22:52:00,1
2019-03-08 22:55:00,1
2019-03-08 23:04:00,1
2019-03-08 23:12:00,1
2019-03-08 23:14:00,1
2019-03-08 23:23:00,1
2019-03-08 23:27:00,1
2019-03-08 23:35:00,1
2019-03-08 23:38:00,1
2019-03-08 23:52:00,1
2019-03-08 23:54:00,1
2019-03-08 23:58:00,1
2019-03-09 00:00:00,1
2019-03-09 00:13:00,1
2019-03-09 00:21:00,1
2019-03-09 00:27:00,1
2019-03-09 00:34:00,1
2019-03-09 00:35:00,1
2019-03-09 00:45:00,1
2019-03-09 00:52:00,1
2019-03-09 00:53:00,1
2019-03-09 00:54:00,1
2019-03-09 01:04:00,1
2019-03-09 01:16:00,1
2019-03-09 01:18:00,1
2019-03-09 01:23:00,1
2019-03-09 01:30:00,1
2019-03-09 01:38:00,1
2019-03-09 01:40:00,1
2019-03-09 01:47:00,1
2019-03-09 01:56:00,1
2019-03-09 02:00:00,1
2019-03-09 02:08:00,1
2019-03-09 02:11:00,1
2019-03-09 02:22:00,1
2019-03-09 02:33:00,1
2019-03-09 02:38:00,5
2019-03-09 02:59:00,1
2019-03-09 03:01:00,1
2019-03-09 03:04:00,1
2019-03-09 03:08:00,1
2019-03-09 03:22:00,1
2019-03-09 03:24:00,1
2019-03-09 03:27:00,1
2019-03-09 03:28:00,1
2019-03-09 03:45:00,2
2019-03-09 03:50:00,1
2019-03-09 03:54:00,1
2019-03-09 04:08:00,1
2019-03-09 04:09:00,1
2019-03-09 04:11:00,1
2019-03-09 04:18:00,1
2019-03-09 04:31:00,1
2019-03-09 04:33:00,1
2019-03-09 04:35:00,1
2019-03-09 04:40:00,1
2019-03-09 04:54:00,1
2019-03-09 05:00:00,1
2019-03-09 05:10:00,1
2019-03-09 05:13:00,1
2019-03-09 05:22:00,1
2019-03-09 05:24:00,1
2019-03-09 05:32:00,1
2019-03-09 05:40:00,5
2019-03-09 05:54:00,1
2019-03-09 06:02:00,1
2019-03-09 06:09:00,1
2019-03-09 06:16:00,1
2019-03-09 06:25:00,2
2019-03-09 06:36:00,1
2019-03-09 06:40:00,1
2019-03-09 06:52:00,1
2019-03-09 06:55:00,1
2019-03-09 07:06:00,1
2019-03-09 07:12:00,6
2019-03-09 07:28:00,1
2019-03-09 07:32:00,2
2019-03-09 07:42:00,1
2019-03-09 07:44:00,1
2019-03-09 07:46:00,1
2019-03-09 07:51:00,1
2019-03-09 08:00:00,1
2019-03-09 08:02:00,1
2019-03-09 08:08:00,1
2019-03-09 08:11:00,1
2019-03-09 08:17:00,1
2019-03-09 08:23:00,1
2019-03-09 08:24:00,1
2019-03-09 08:35:00,1
2019-03-09 08:40:00,1
2019-03-09 08:41:00,1
2019-03-09 08:42:00,1
2019-03-09 08:55:00,1
2019-03-09 08:58:00,1
2019-03-09 08:59:00,1
2019-03-09 09:07:00,1
2019-03-09 09:10:00,1
2019-03-09 09:16:00,1
2019-03-09 09:20:00,1
2019-03-09 09:28:00,1
2019-03-09 09:30:00,1
2019-03-09 09:35:00,1
2019-03-09 09:41:00,1
2019-03-09 09:46:00,1
2019-03-09 09:50:00,1
2019-03-09 09:54:00,1
2019-03-09 10:02:00,1
2019-03-09 10:03:00,1
2019-03-09 10:11:00,1
2019-03-09 10:17:00,2
2019-03-09 10:24:00,1
2019-03-09 10:26:00,1
2019-03-09 10:36:00,1
2019-03-09 10:41:00,1
2019-03-09 10:51:00,6
2019-03-09 11:08:00,1
2019-03-09 11:11:00,1
2019-03-09 11:24:00,2
2019-03-09 11:26:00,1
2019-03-09 11:27:00,1
2019-03-09 11:39:00,1
2019-03-09 11:42:00,1
2019-03-09 11:45:00,1
2019-03-09 11:54:00,1
2019-03-09 11:58:00,1
2019-03-09 12:07:00,1
2019-03-09 12:08:00,1
2019-03-09 12:12:00,1
2019-03-09 12:25:00,1
2019-03-09 12:30:00,6
2019-03-09 12:43:00,1
2019-03-09 12:49:00,1
2019-03-09 12:51:00,1
2019-03-09 13:00:00,1
2019-03-09 13:01:00,1
2019-03-09 13:09:00,1
2019-03-09 13:10:00,1
2019-03-09 13:16:00,1
2019-03-09 13:24:00,1
2019-03-09 13:26:00,1
2019-03-09 13:34:00,1
2019-03-09 13:44:00,1
2019-03-09 13:48:00,1
2019-03-09 13:54:00,1
2019-03-09 13:59:00,1
2019-03-09 14:04:00,1
2019-03-09 14:09:00,4
2019-03-09 14:10:00,1
2019-03-09 14:27:00,1
2019-03-09 14:29:00,1
2019-03-09 14:41:00,1
2019-03-09 14:46:00,1
2019-03-09 14:47:00,1
2019-03-09 14:48:00,1
2019-03-09 15:03:00,1
2019-03-09 15:06:00,1
2019-03-09 15:11:00,1
2019-03-09 15:18:00,1
2019-03-09 15:22:00,1
2019-03-09 15:28:00,1
2019-03-09 15:32:00,1
2019-03-09 15:45:00,1
2019-03-09 15:49:00,1
2019-03-09 15:52:00,1
2019-03-09 15:59:00,1
2019-03-09 16:05:00,1
2019-03-09 16:10:00,1
2019-03-09 16:24:00,1
2019-03-09 16:31:00,5
2019-03-09 16:45:00,1
2019-03-09 16:49:00,1
2019-03-09 16:57:00,2
2019-03-09 17:02:00,2
2019-03-09 17:11:00,1
2019-03-09 17:22:00,1
2019-03-09 17:23:00,1
2019-03-09 17:25:00,1
2019-03-09 17:28:00,1
2019-03-09 17:39:00,1
2019-03-09 17:42:00,1
2019-03-09 17:45:00,1
2019-03-09 17:51:00,1
2019-03-09 17:55:00,1
2019-03-09 18:01:00,1
2019-03-09 18:06:00,1
2019-03-09 18:11:00,1
2019-03-09 18:12:00,1
2019-03-09 18:23:00,1
2019-03-09 18:28:00,1
2019-03-09 18:31:00,1
2019-03-09 18:33:00,1
2019-03-09 18:37:00,1
2019-03-09 18:43:00,1
2019-03-09 18:55:00,1
2019-03-09 18:56:00,1
2019-03-09 18:59:00,1
2019-03-09 19:00:00,1
2019-03-09 19:11:00,1
2019-03-09 19:22:00,1
2019-03-09 19:29:00,7
2019-03-09 19:43:00,1
2019-03-09 19:48:00,1
2019-03-09 19:50:00,1
2019-03-09 19:52:00,1
2019-03-09 20:07:00,2
2019-03-09 20:09:00,1
2019-03-09 20:10:00,1
2019-03-09 20:20:00,1
2019-03-09 20:26:00,1
2019-03-09 20:29:00,1
2019-03-09 20:48:00,1
2019-03-09 20:50:00,1
2019-03-09 20:53:00,1
2019-03-09 20:55:00,1
2019-03-09 21:04:00,1
2019-03-09 21:09:00,1
2019-03-09 21:11:00,1
2019-03-09 21:22:00,1
2019-03-09 21:23:00,1
2019-03-09 21:27:00,1
2019-03-09 21:33:00,1
2019-03-09 21:42:00,2
2019-03-09 21:43:00,1
2019-03-09 21:50:00,1
2019-03-09 21:58:00,1
2019-03-09 22:01:00,1
2019-03-09 22:11:00,1
2019-03-09 22:12:00,1
2019-03-09 22:21:00,1
2019-03-09 22:29:00,6
2019-03-09 22:49:00,1
2019-03-09 22:54:00,1
2019-03-09 22:55:00,2
2019-03-09 23:10:00,1
2019-03-09 23:14:00,1
2019-03-09 23:18:00,1
2019-03-09 23:26:00,1
2019-03-09 23:32:00,1
2019-03-09 23:36:00,1
2019-03-09 23:45:00,1
2019-03-09 23:48:00,1
2019-03-09 23:56:00,1
2019-03-10 00:01:00,1
2019-03-10 00:06:00,1
2019-03-10 00:16:00,1
2019-03-10 00:23:00,1
2019-03-10 00:24:00,1
2019-03-10 00:36:00,1
2019-03-10 00:38:00,1
2019-03-10 00:44:00,1
2019-03-10 00:53:00,1
2019-03-10 00:57:00,1
2019-03-10 01:01:00,1
2019-03-10 01:11:00,1
2019-03-10 01:22:00,2
2019-03-10 01:35:00,1
2019-03-10 01:43:00,1
2019-03-10 01:49:00,13
2019-03-10 02:07:00,1
2019-03-10 02:08:00,1
2019-03-10 02:09:00,1
2019-03-10 02:19:00,1
2019-03-10 02:24:00,1
2019-03-10 02:27:00,1
2019-03-10 02:29:00,1
2019-03-10 02:37:00,1
2019-03-10 02:47:00,1
2019-03-10 02:48:00,1
2019-03-10 02:54:00,1
2019-03-10 02:57:00,1
2019-03-10 03:06:00,1
2019-03-10 03:08:00,1
2019-03-10 03:13:00,1
2019-03-10 03:18:00,1
2019-03-10 03:22:00,1
2019-03-10 03:29:00,1
2019-03-10 03:33:00,1
2019-03-10 03:35:00,1
2019-03-10 03:48:00,1
2019-03-10 03:49:00,1
2019-03-10 03:52:00,1
2019-03-10 03:53:00,1
2019-03-10 04:04:00,1
2019-03-10 04:09:00,1
2019-03-10 04:12:00,1
2019-03-10 04:20:00,1
2019-03-10 04:25:00,1
2019-03-10 04:27:00,1
2019-03-10 04:38:00,1
2019-03-10 04:43:00,1
2019-03-10 04:51:00,4
2019-03-10 05:12:00,2
2019-03-10 05:16:00,1
2019-03-10 05:25:00,1
2019-03-10 05:33:00,1
2019-03-10 05:38:00,2
2019-03-10 05:51:00,1
2019-03-10 05:56:00,1
2019-03-10 05:59:00,1
2019-03-10 06:09:00,1
2019-03-10 06:12:00,1
2019-03-10 06:16:00,1
2019-03-10 06:20:00,1
2019-03-10 06:30:00,1
2019-03-10 06:41:00,2
2019-03-10 06:45:00,1
2019-03-10 06:51:00,1
2019-03-10 07:05:00,1
2019-03-10 07:06:00,1
2019-03-10 07:11:00,1
2019-03-10 07:17:00,1
2019-03-10 07:29:00,1
2019-03-10 07:32:00,1
2019-03-10 07:42:00,1
2019-03-10 07:46:00,1
2019-03-10 07:55:00,1
2019-03-10 07:57:00,1
2019-03-10 08:08:00,1
2019-03-10 08:12:00,1
2019-03-10 08:21:00,1
2019-03-10 08:31:00,1
2019-03-10 08:33:00,1
2019-03-10 08:42:00,1
2019-03-10 08:44:00,1
2019-03-10 08:57:00,1
2019-03-10 08:59:00,1
2019-03-10 09:10:00,1
2019-03-10 09:12:00,1
2019-03-10 09:21:00,1
2019-03-10 09:26:00,1
2019-03-10 09:36:00,1
2019-03-10 09:43:00,1
2019-03-10 09:53:00,1
2019-03-10 09:56:00,1
2019-03-10 10:12:00,6
2019-03-10 10:30:00,1
2019-03-10 10:33:00,1
2019-03-10 10:36:00,1
2019-03-10 10:47:00,1
2019-03-10 10:49:00,1
2019-03-10 10:54:00,1
2019-03-10 10:57:00,1
2019-03-10 11:09:00,1
2019-03-10 11:12:00,1
2019-03-10 11:17:00,1
2019-03-10 11:26:00,1
2019-03-10 11:34:00,2
2019-03-10 11:36:00,1
2019-03-10 11:49:00,1
2019-03-10 11:50:00,1
2019-03-10 12:04:00,2
2019-03-10 12:09:00,1
2019-03-10 12:10:00,1
2019-03-10 12:21:00,1
2019-03-10 12:35:00,2
2019-03-10 12:36:00,1
2019-03-10 12:40:00,1
2019-03-10 12:52:00,1
2019-03-10 12:59:00,1
2019-03-10 13:08:00,1
2019-03-10 13:09:00,1
2019-03-10 13:12:00,2
2019-03-10 13:25:00,1
2019-03-10 13:31:00,1
2019-03-10 13:36:00,1
2019-03-10 13:39:00,1
2019-03-10 13:41:00,1
2019-03-10 13:47:00,1
2019-03-10 13:54:00,1
2019-03-10 13:57:00,1
2019-03-10 14:04:00,1
2019-03-10 14:11:00,1
2019-03-10 14:14:00,1
2019-03-10 14:19:00,1
2019-03-10 14:25:00,1
2019-03-10 14:30:00,1
2019-03-10 14:37:00,1
2019-03-10 14:45:00,6
2019-03-10 15:02:00,1
2019-03-10 15:05:00,1
2019-03-10 15:09:00,1
2019-03-10 15:12:00,1
2019-03-10 15:17:00,1
2019-03-10 15:28:00,1
2019-03-10 15:34:00,1
2019-03-10 15:36:00,1
2019-03-10 15:41:00,1
2019-03-10 15:48:00,1
2019-03-10 15:56:00,1
2019-03-10 16:01:00,1
2019-03-10 16:05:00,1
2019-03-10 16:10:00,1
2019-03-10 16:17:00,1
2019-03-10 16:29:00,1
2019-03-10 16:35:00,1
2019-03-10 16:37:00,1
2019-03-10 16:52:00,1
2019-03-10 16:54:00,1
2019-03-10 16:55:00,1
2019-03-10 16:59:00,1
2019-03-10 17:08:00,1
2019-03-10 17:17:00,1
2019-03-10 17:22:00,1
2019-03-10 17:28:00,1
2019-03-10 17:30:00,1
2019-03-10 17:38:00,1
2019-03-10 17:40:00,1
2019-03-10 17:48:00,1
2019-03-10 17:54:00,1
2019-03-10 18:02:00,1
2019-03-10 18:04:00,1
2019-03-10 18:10:00,1
2019-03-10 18:18:00,1
2019-03-10 18:26:00,1
2019-03-10 18:35:00,1
2019-03-10 18:38:00,1
2019-03-10 18:40:00,1
2019-03-10 18:42:00,1
2019-03-10 18:58:00,1
2019-03-10 18:59:00,1
2019-03-10 19:06:00,1
2019-03-10 19:13:00,1
2019-03-10 19:24:00,1
2019-03-10 19:30:00,4
2019-03-10 19:44:00,1
2019-03-10 19:51:00,1
2019-03-10 19:58:00,7
2019-03-10 20:19:00,1
2019-03-10 20:22:00,1
2019-03-10 20:32:00,1
2019-03-10 20:33:00,1
2019-03-10 20:46:00,2
2019-03-10 20:57:00,1
2019-03-10 21:07:00,1
2019-03-10 21:08:00,1
2019-03-10 21:14:00,1
2019-03-10 21:21:00,1
2019-03-10 21:34:00,1
2019-03-10 21:41:00,1
2019-03-10 21:50:00,1
2019-03-10 21:59:00,1
2019-03-10 22:00:00,1
2019-03-10 22:13:00,8
2019-03-10 22:37:00,1
2019-03-10 22:38:00,1
2019-03-10 22:39:00,1
2019-03-10 22:41:00,1
2019-03-10 23:00:00,1
2019-03-10 23:03:00,2
2019-03-10 23:05:00,1
2019-03-10 23:24:00,1
2019-03-10 23:29:00,1
2019-03-10 23:31:00,1
2019-03-10 23:32:00,1
2019-03-10 23:49:00,1
2019-03-10 23:53:00,1
2019-03-10 23:56:00,1
2019-03-11 00:04:00,1
2019-03-11 00:12:00,1
2019-03-11 00:16:00,1
2019-03-11 00:23:00,1
2019-03-11 00:31:00,1
2019-03-11 00:39:00,1
2019-03-11 00:41:00,1
2019-03-11 00:50:00,1
2019-03-11 00:55:00,1
2019-03-11 00:58:00,1
2019-03-11 01:12:00,1
2019-03-11 01:15:00,1
2019-03-11 01:22:00,1
2019-03-11 01:24:00,1
2019-03-11 01:34:00,1
2019-03-11 01:46:00,1
2019-03-11 01:47:00,2
2019-03-11 01:57:00,1
2019-03-11 02:17:00,1
2019-03-11 02:23:00,1
2019-03-11 04:12:00,13
2019-03-11 04:34:00,1
2019-03-11 04:37:00,1
2019-03-11 04:38:00,1
2019-03-11 04:42:00,1
2019-03-11 04:54:00,1
2019-03-11 05:02:00,1
2019-03-11 05:03:00,1
2019-03-11 05:09:00,1
2019-03-11 05:22:00,1
2019-03-11 05:25:00,1
2019-03-11 05:26:00,1
2019-03-11 05:34:00,1
2019-03-11 05:50:00,2
2019-03-11 05:52:00,1
2019-03-11 05:57:00,1
2019-03-11 06:10:00,1
2019-03-11 06:21:00,1
2019-03-11 06:24:00,2
2019-03-11 06:32:00,1
2019-03-11 06:46:00,1
2019-03-11 06:50:00,1
2019-03-11 06:51:00,1
2019-03-11 07:02:00,1
2019-03-11 07:12:00,1
2019-03-11 07:19:00,1
2019-03-11 07:27:00,1
2019-03-11 07:30:00,1
2019-03-11 07:40:00,1
2019-03-11 07:47:00,1
2019-03-11 07:48:00,1
2019-03-11 08:04:00,10
2019-03-11 08:22:00,1
2019-03-11 08:26:00,1
2019-03-11 08:28:00,1
2019-03-11 08:30:00,1
2019-03-11 08:47:00,2
2019-03-11 08:49:00,1
2019-03-11 08:51:00,1
2019-03-11 09:02:00,1
2019-03-11 09:10:00,1
2019-03-11 09:17:00,1
2019-03-11 09:21:00,1
2019-03-11 09:28:00,1
2019-03-11 09:30:00,1
2019-03-11 09:43:00,1
2019-03-11 09:47:00,1
2019-03-11 09:50:00,1
2019-03-11 09:53:00,1
2019-03-11 10:06:00,1
2019-03-11 10:09:00,1
2019-03-11 10:12:00,1
2019-03-11 10:15:00,1
2019-03-11 10:29:00,1
2019-03-11 10:30:00,1
2019-03-11 10:34:00,1
2019-03-11 10:39:00,1
2019-03-11 10:52:00,1
2019-03-11 10:55:00,1
2019-03-11 10:58:00,1
2019-03-11 11:05:00,1
2019-03-11 11:13:00,1
2019-03-11 11:19:00,1
2019-03-11 11:20:00,1
2019-03-11 11:35:00,1
2019-03-11 11:36:00,1
2019-03-11 11:44:00,1
2019-03-11 11:51:00,1
2019-03-11 11:59:00,1
2019-03-11 12:09:00,1
2019-03-11 12:12:00,1
2019-03-11 12:24:00,5
2019-03-11 12:43:00,1
2019-03-11 12:50:00,1
2019-03-11 12:51:00,1
2019-03-11 12:59:00,1
2019-03-11 13:01:00,2
2019-03-11 13:05:00,1
2019-03-11 13:15:00,1
2019-03-11 13:21:00,1
2019-03-11 13:23:00,1
2019-03-11 13:30:00,1
2019-03-11 13:35:00,1
2019-03-11 13:42:00,1
2019-03-11 13:45:00,1
2019-03-11 13:46:00,1
2019-03-11 13:50:00,1
2019-03-11 14:07:00,1
2019-03-11 14:09:00,1
2019-03-11 14:10:00,1
2019-03-11 14:19:00,1
2019-03-11 14:25:00,1
2019-03-11 14:31:00,1
2019-03-11 14:38:00,1
2019-03-11 14:49:00,1
2019-03-11 14:55:00,1
2019-03-11 15:04:00,1
2019-03-11 15:12:00,5
2019-03-11 15:29:00,1
2019-03-11 15:39:00,2
2019-03-11 15:40:00,1
2019-03-11 15:42:00,1
2019-03-11 15:44:00,1
2019-03-11 15:53:00,1
2019-03-11 15:56:00,1
2019-03-11 15:59:00,1
2019-03-11 16:16:00,1
2019-03-11 16:26:00,1
2019-03-11 16:37:00,1
2019-03-11 16:41:00,1
2019-03-11 16:50:00,1
2019-03-11 16:56:00,2
2019-03-11 17:38:00,1
2019-03-11 18:15:00,1
2019-03-11 19:21:00,1
2019-03-11 19:47:00,2
2019-03-11 20:15:00,1
2019-03-11 20:23:00,1
2019-03-11 20:41:00,1
2019-03-11 20:54:00,1
2019-03-11 21:05:00,1
2019-03-11 21:17:00,1
2019-03-11 21:22:00,1
2019-03-11 21:32:00,1
2019-03-14 00:32:00,8
2019-03-14 00:33:00,7
2019-03-14 00:34:00,8
2019-03-14 00:35:00,6
