182,"select or (#,#)=(select*from(select name_const(CHAR(#,#,#,#,#,#,#,#,#),#),name_const(CHAR(#,#,#,#,#,#,#,#,#),#))a) -- and #=#"
2019-01-01 04:05:00,1
2019-01-01 04:08:00,1
2019-01-01 04:11:00,1
2019-01-01 04:14:00,1
2019-01-01 04:17:00,1
2019-01-01 04:20:00,1
2019-01-01 04:23:00,1
2019-01-01 04:26:00,1
2019-01-01 04:29:00,1
2019-01-01 04:32:00,1
2019-01-01 04:38:00,1
2019-01-01 04:41:00,1
2019-01-01 04:44:00,1
2019-01-01 04:47:00,1
2019-01-01 04:50:00,1
2019-01-01 04:53:00,1
2019-01-01 04:56:00,1
2019-01-01 04:59:00,1
2019-01-01 05:02:00,1
2019-01-01 05:05:00,1
2019-01-01 05:08:00,1
2019-01-01 05:11:00,1
2019-01-01 05:14:00,1
2019-01-01 05:17:00,1
2019-01-01 05:20:00,1
2019-01-01 05:23:00,1
2019-01-01 05:26:00,1
2019-01-01 05:29:00,1
2019-01-01 05:32:00,1
2019-01-01 05:35:00,1
2019-01-01 05:41:00,1
2019-01-01 05:44:00,1
2019-01-01 05:47:00,1
2019-01-01 05:50:00,1
2019-01-01 05:53:00,1
2019-01-01 05:56:00,1
2019-01-01 05:59:00,1
2019-01-01 06:02:00,1
2019-01-01 06:05:00,1
2019-01-01 06:08:00,1
2019-01-01 06:11:00,1
2019-01-01 06:14:00,1
2019-01-01 06:17:00,1
2019-01-01 06:20:00,1
2019-01-01 06:23:00,1
2019-01-01 06:26:00,1
2019-01-01 06:29:00,1
2019-01-01 06:32:00,1
2019-01-01 06:35:00,1
2019-01-01 06:41:00,1
2019-01-01 06:44:00,1
2019-01-01 06:47:00,1
2019-01-01 06:50:00,1
2019-01-01 06:53:00,1
2019-01-01 06:56:00,1
2019-01-01 06:59:00,1
2019-01-01 07:02:00,1
2019-01-01 07:05:00,1
2019-01-01 07:08:00,1
2019-01-01 07:11:00,1
2019-01-01 07:14:00,1
2019-01-01 07:17:00,1
2019-01-01 07:20:00,1
2019-01-01 07:23:00,1
2019-01-01 07:26:00,1
2019-01-01 07:29:00,1
2019-01-01 07:32:00,1
2019-01-01 07:35:00,1
2019-01-01 07:41:00,1
2019-01-01 07:44:00,1
2019-01-01 07:47:00,1
2019-01-01 07:53:00,1
2019-01-01 07:56:00,1
2019-01-01 07:59:00,1
2019-01-01 08:02:00,1
2019-01-01 08:05:00,1
2019-01-01 08:11:00,1
2019-01-01 08:14:00,1
2019-01-01 08:20:00,1
2019-01-01 08:23:00,1
2019-01-01 08:29:00,1
2019-01-01 08:32:00,1
2019-01-01 08:35:00,1
2019-01-01 08:38:00,1
2019-01-01 08:41:00,1
2019-01-01 08:44:00,1
2019-01-01 08:47:00,1
2019-01-01 08:50:00,1
2019-01-01 08:56:00,1
2019-01-01 08:59:00,1
2019-01-01 09:02:00,1
2019-01-01 09:05:00,1
2019-01-01 09:08:00,1
2019-01-01 09:11:00,1
2019-01-01 09:14:00,1
2019-01-01 09:17:00,1
2019-01-01 09:20:00,1
2019-01-01 09:23:00,1
2019-01-01 09:26:00,1
2019-01-01 09:29:00,1
2019-01-01 09:32:00,1
2019-01-01 09:35:00,1
2019-01-01 09:38:00,1
2019-01-01 09:41:00,1
