11,"SELECT first.plate, other.plate,   COUNT(DISTINCT other.mjd) + COUNT(DISTINCT first.mjd) AS nightsObserved,   otherPlate.programname, count(DISTINCT other.bestObjID) AS objects  FROM SpecObjAll first  JOIN SpecObjAll other ON first.bestObjID = other.bestObjID  JOIN PlateX AS firstPlate ON firstPlate.plate = first.plate  JOIN PlateX AS otherPlate ON otherPlate.plate = other.plate  WHERE first.scienceprimary = # AND other.scienceprimary = #   AND other.bestObjID > #  GROUP BY first.plate, other.plate, otherPlate.programname  ORDER BY nightsObserved DESC, otherPlate.programname,   first.plate, other.plate"
2019-04-15 13:15:00,1
2019-04-15 13:18:00,1
2019-04-15 13:21:00,1
2019-04-15 13:26:00,1
2019-04-15 13:35:00,1
2019-04-15 13:52:00,1
2019-04-15 22:59:00,1
2019-04-15 23:01:00,1
2019-04-15 23:09:00,1
2019-04-15 23:18:00,1
2019-04-15 23:35:00,1
