15,"SELECT first.plate, other.plate,   COUNT(DISTINCT other.mjd) + COUNT(DISTINCT first.mjd) AS nightsObserved,   otherPlate.programname, count(DISTINCT other.bestObjID) AS objects  FROM SpecObjAll first  JOIN SpecObjAll other ON first.bestObjID = other.bestObjID  JOIN PlateX AS firstPlate ON firstPlate.plate = first.plate  JOIN PlateX AS otherPlate ON otherPlate.plate = other.plate  WHERE first.scienceprimary = # AND other.scienceprimary = #   AND other.bestObjID > #  GROUP BY first.plate, other.plate, otherPlate.programname  ORDER BY nightsObserved DESC, otherPlate.programname,   first.plate, other.plate"
2019-07-14 02:20:00,1
2019-07-14 04:41:00,1
2019-07-14 08:35:00,1
2019-07-14 08:37:00,1
2019-07-14 08:40:00,1
2019-07-14 08:45:00,1
2019-07-14 08:54:00,1
2019-07-14 09:11:00,1
2019-07-14 18:28:00,1
2019-07-14 18:30:00,1
2019-07-14 18:33:00,1
2019-07-14 18:38:00,1
2019-07-14 18:46:00,1
2019-07-14 18:47:00,1
2019-07-14 19:04:00,1
