485,"SELECT DISTINCT s.instrument, s.run2d, s.plate, s.mjd, s.fiberID FROM PhotoObjAll AS p JOIN SpecObjAll s ON p.objID = s.bestObjID WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-01-26 00:01:00,1
2019-01-26 00:05:00,1
2019-01-26 00:35:00,13
2019-01-26 00:36:00,5
2019-01-26 00:37:00,8
2019-01-26 00:38:00,5
2019-01-26 00:39:00,7
2019-01-26 00:40:00,5
2019-01-26 00:41:00,6
2019-01-26 00:42:00,9
2019-01-26 00:43:00,6
2019-01-26 00:44:00,16
2019-01-26 00:45:00,3
2019-01-26 06:09:00,7
2019-01-26 06:10:00,5
2019-01-26 06:11:00,6
2019-01-26 06:12:00,4
2019-01-26 06:13:00,3
2019-01-26 06:19:00,9
2019-01-26 06:20:00,7
2019-01-26 06:21:00,7
2019-01-26 06:22:00,1
2019-01-26 06:23:00,6
2019-01-26 06:24:00,4
2019-01-26 06:25:00,6
2019-01-26 06:26:00,10
2019-01-26 06:27:00,8
2019-01-26 06:28:00,7
2019-01-26 06:29:00,7
2019-01-26 06:30:00,4
2019-01-26 06:31:00,3
2019-01-26 06:32:00,1
2019-01-26 06:33:00,3
2019-01-26 06:34:00,5
2019-01-26 06:35:00,7
2019-01-26 06:36:00,5
2019-01-26 06:37:00,4
2019-01-26 06:38:00,6
2019-01-26 06:39:00,9
2019-01-26 06:40:00,3
2019-01-26 06:41:00,3
2019-01-26 06:43:00,4
2019-01-26 06:44:00,6
2019-01-26 06:45:00,8
2019-01-26 06:46:00,3
2019-01-26 06:47:00,4
2019-01-26 06:48:00,3
2019-01-26 06:49:00,3
2019-01-26 06:50:00,31
2019-01-26 06:51:00,1
2019-01-26 08:50:00,9
2019-01-26 08:51:00,7
2019-01-26 08:52:00,21
2019-01-26 08:53:00,23
2019-01-26 08:54:00,12
2019-01-26 09:03:00,14
2019-01-26 09:04:00,8
2019-01-26 09:05:00,5
2019-01-26 09:06:00,8
2019-01-26 10:01:00,8
2019-01-26 10:02:00,1
2019-01-26 10:18:00,22
2019-01-26 10:19:00,49
