16,"SELECT first.plate, other.plate,   COUNT(DISTINCT other.mjd) + COUNT(DISTINCT first.mjd) AS nightsObserved,   otherPlate.programname, count(DISTINCT other.bestObjID) AS objects  FROM SpecObjAll first  JOIN SpecObjAll other ON first.bestObjID = other.bestObjID  JOIN PlateX AS firstPlate ON firstPlate.plate = first.plate  JOIN PlateX AS otherPlate ON otherPlate.plate = other.plate  WHERE first.scienceprimary = # AND other.scienceprimary = #   AND other.bestObjID > #  GROUP BY first.plate, other.plate, otherPlate.programname  ORDER BY nightsObserved DESC, otherPlate.programname,   first.plate, other.plate"
2019-01-26 02:44:00,1
2019-01-26 02:45:00,4
2019-01-26 13:26:00,1
2019-01-26 17:07:00,4
2019-01-26 17:08:00,1
2019-01-26 21:03:00,1
2019-01-26 21:08:00,1
2019-01-26 21:13:00,1
2019-01-26 21:22:00,1
2019-01-26 21:39:00,1
