15,"SELECT TOP # fld.run, fld.avg_sky_muJy, fld.runarea AS area, ISNULL(fp.nfirstmatch,#)  FROM (   SELECT run, sum(primaryArea) AS runarea,  #e6*avg(power(cast(#. as float),#*sky_r)) as avg_sky_muJy  FROM Field  GROUP BY run  ) AS fld  LEFT OUTER JOIN (   SELECT p.run, count(*) AS nfirstmatch  FROM FIRST AS fm  INNER JOIN photoprimary as p  ON p.objid=fm.objid  GROUP BY p.run  ) AS fp  ON fld.run=fp.run  ORDER BY fld.run"
2019-03-28 16:14:00,1
2019-03-28 17:58:00,1
2019-03-28 18:08:00,1
2019-03-28 18:17:00,1
2019-03-28 18:34:00,1
2019-03-28 20:14:00,1
2019-03-28 21:45:00,1
2019-03-28 22:19:00,1
2019-03-28 22:21:00,1
2019-03-28 22:24:00,1
2019-03-28 22:29:00,1
2019-03-28 22:44:00,1
2019-03-28 23:01:00,1
2019-03-28 23:55:00,1
2019-03-28 23:57:00,1
