10,"SELECT first.plate, other.plate,   COUNT(DISTINCT other.mjd) + COUNT(DISTINCT first.mjd) AS nightsObserved,   otherPlate.programname, count(DISTINCT other.bestObjID) AS objects  FROM SpecObjAll first  JOIN SpecObjAll other ON first.bestObjID = other.bestObjID  JOIN PlateX AS firstPlate ON firstPlate.plate = first.plate  JOIN PlateX AS otherPlate ON otherPlate.plate = other.plate  WHERE first.scienceprimary = # AND other.scienceprimary = #   AND other.bestObjID > #  GROUP BY first.plate, other.plate, otherPlate.programname  ORDER BY nightsObserved DESC, otherPlate.programname,   first.plate, other.plate"
2019-09-18 11:40:00,1
2019-09-18 14:11:00,1
2019-09-18 14:22:00,1
2019-09-18 19:20:00,1
2019-09-18 22:16:00,1
2019-09-18 22:18:00,1
2019-09-18 22:21:00,1
2019-09-18 22:27:00,1
2019-09-18 22:36:00,1
2019-09-18 22:53:00,1
