7696,"select objID, ra, dec, raErr, decErr, psfMag_u, psfMagErr_u, psfMag_g, psfMagErr_g, psfMag_r, psfMagErr_r, psfMag_i, psfMagErr_i, psfMag_z, psfMagErr_z, flags, clean from star where ra between # and # and dec between # and # AND flags & dbo.fPhotoFlags(&&&) = # and clean = #"
2019-01-23 22:19:00,13
2019-01-23 22:20:00,11
2019-01-23 22:21:00,16
2019-01-23 22:22:00,15
2019-01-23 22:23:00,15
2019-01-23 22:24:00,18
2019-01-23 22:25:00,18
2019-01-23 22:26:00,17
2019-01-23 22:27:00,19
2019-01-23 22:28:00,32
2019-01-23 22:29:00,32
2019-01-23 22:30:00,33
2019-01-23 22:31:00,27
2019-01-23 22:32:00,29
2019-01-23 22:33:00,28
2019-01-23 22:34:00,27
2019-01-23 22:35:00,23
2019-01-23 22:36:00,20
2019-01-23 22:37:00,20
2019-01-23 22:38:00,21
2019-01-23 22:39:00,24
2019-01-23 22:40:00,21
2019-01-23 22:41:00,18
2019-01-23 22:42:00,36
2019-01-23 22:43:00,34
2019-01-23 22:44:00,33
2019-01-23 22:45:00,39
2019-01-23 22:46:00,39
2019-01-23 22:47:00,38
2019-01-23 22:48:00,39
2019-01-23 22:49:00,39
2019-01-23 22:50:00,39
2019-01-23 22:51:00,38
2019-01-23 22:52:00,36
2019-01-23 22:53:00,35
2019-01-23 22:54:00,36
2019-01-23 22:55:00,35
2019-01-23 22:56:00,35
2019-01-23 22:57:00,36
2019-01-23 22:58:00,34
2019-01-23 22:59:00,37
2019-01-23 23:00:00,37
2019-01-23 23:01:00,31
2019-01-23 23:02:00,28
2019-01-23 23:03:00,30
2019-01-23 23:04:00,29
2019-01-23 23:05:00,32
2019-01-23 23:06:00,29
2019-01-23 23:07:00,27
2019-01-23 23:08:00,27
2019-01-23 23:09:00,27
2019-01-23 23:10:00,34
2019-01-23 23:11:00,29
2019-01-23 23:12:00,28
2019-01-23 23:13:00,27
2019-01-23 23:14:00,29
2019-01-23 23:15:00,29
2019-01-23 23:16:00,29
2019-01-23 23:17:00,30
2019-01-23 23:18:00,28
2019-01-23 23:19:00,26
2019-01-23 23:20:00,29
2019-01-23 23:21:00,29
2019-01-23 23:22:00,28
2019-01-23 23:23:00,26
2019-01-23 23:24:00,20
2019-01-23 23:25:00,10
2019-01-23 23:26:00,20
2019-01-23 23:27:00,21
2019-01-23 23:28:00,22
2019-01-23 23:29:00,26
2019-01-23 23:30:00,27
2019-01-23 23:31:00,26
2019-01-23 23:32:00,26
2019-01-23 23:33:00,18
2019-01-23 23:34:00,19
2019-01-23 23:35:00,22
2019-01-23 23:36:00,30
2019-01-23 23:37:00,24
2019-01-23 23:38:00,18
2019-01-23 23:39:00,24
2019-01-23 23:40:00,27
2019-01-23 23:41:00,31
2019-01-23 23:42:00,34
2019-01-23 23:43:00,38
2019-01-23 23:44:00,32
2019-01-23 23:45:00,38
2019-01-23 23:46:00,33
2019-01-23 23:47:00,10
2019-01-23 23:48:00,16
2019-01-23 23:49:00,12
2019-01-23 23:50:00,8
2019-01-23 23:51:00,14
2019-01-23 23:52:00,11
2019-01-23 23:53:00,9
2019-01-23 23:54:00,11
2019-01-23 23:55:00,9
2019-01-23 23:56:00,9
2019-01-23 23:57:00,7
2019-01-23 23:58:00,11
2019-01-23 23:59:00,6
