19,"SELECT TOP # fld.run, fld.avg_sky_muJy, fld.runarea AS area, ISNULL(fp.nfirstmatch,#)  FROM (   SELECT run, sum(primaryArea) AS runarea,  #e6*avg(power(cast(#. as float),#*sky_r)) as avg_sky_muJy  FROM Field  GROUP BY run  ) AS fld  LEFT OUTER JOIN (   SELECT p.run, count(*) AS nfirstmatch  FROM FIRST AS fm  INNER JOIN photoprimary as p  ON p.objid=fm.objid  GROUP BY p.run  ) AS fp  ON fld.run=fp.run  ORDER BY fld.run"
2019-04-22 09:26:00,1
2019-04-22 09:29:00,1
2019-04-22 09:32:00,1
2019-04-22 09:37:00,1
2019-04-22 09:38:00,1
2019-04-22 09:47:00,1
2019-04-22 10:05:00,1
2019-04-22 11:05:00,1
2019-04-22 13:55:00,1
2019-04-22 13:57:00,1
2019-04-22 14:05:00,1
2019-04-22 14:14:00,1
2019-04-22 14:31:00,1
2019-04-22 22:37:00,1
2019-04-22 22:39:00,1
2019-04-22 22:43:00,1
2019-04-22 22:48:00,1
2019-04-22 22:57:00,1
2019-04-22 23:14:00,1
