350,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-04-22 00:39:00,1
2019-04-22 00:40:00,7
2019-04-22 00:41:00,8
2019-04-22 01:14:00,10
2019-04-22 01:15:00,6
2019-04-22 01:30:00,8
2019-04-22 01:31:00,8
2019-04-22 01:32:00,15
2019-04-22 01:33:00,15
2019-04-22 01:41:00,9
2019-04-22 01:45:00,11
2019-04-22 01:46:00,5
2019-04-22 13:01:00,4
2019-04-22 13:02:00,4
2019-04-22 13:03:00,2
2019-04-22 13:04:00,2
2019-04-22 13:05:00,3
2019-04-22 13:06:00,1
2019-04-22 13:07:00,2
2019-04-22 13:08:00,2
2019-04-22 13:09:00,1
2019-04-22 13:11:00,2
2019-04-22 13:13:00,6
2019-04-22 13:14:00,2
2019-04-22 13:16:00,2
2019-04-22 13:17:00,1
2019-04-22 13:19:00,2
2019-04-22 13:20:00,1
2019-04-22 13:21:00,3
2019-04-22 13:22:00,1
2019-04-22 13:23:00,2
2019-04-22 13:24:00,1
2019-04-22 13:25:00,2
2019-04-22 13:26:00,3
2019-04-22 13:27:00,3
2019-04-22 13:29:00,3
2019-04-22 13:30:00,3
2019-04-22 13:31:00,1
2019-04-22 13:32:00,2
2019-04-22 13:33:00,1
2019-04-22 13:34:00,2
2019-04-22 13:35:00,2
2019-04-22 13:36:00,4
2019-04-22 13:37:00,3
2019-04-22 13:38:00,2
2019-04-22 13:39:00,2
2019-04-22 13:40:00,2
2019-04-22 13:41:00,3
2019-04-22 13:42:00,2
2019-04-22 13:43:00,3
2019-04-22 13:44:00,3
2019-04-22 13:45:00,3
2019-04-22 13:46:00,2
2019-04-22 13:47:00,3
2019-04-22 13:48:00,1
2019-04-22 13:49:00,2
2019-04-22 13:50:00,1
2019-04-22 13:51:00,1
2019-04-22 13:53:00,2
2019-04-22 13:54:00,1
2019-04-22 13:55:00,3
2019-04-22 13:56:00,1
2019-04-22 13:57:00,1
2019-04-22 13:59:00,1
2019-04-22 14:00:00,4
2019-04-22 14:01:00,1
2019-04-22 14:02:00,1
2019-04-22 14:03:00,1
2019-04-22 14:04:00,2
2019-04-22 14:05:00,1
2019-04-22 14:06:00,1
2019-04-22 14:07:00,1
2019-04-22 14:08:00,1
2019-04-22 14:09:00,1
2019-04-22 14:11:00,3
2019-04-22 14:14:00,1
2019-04-22 14:15:00,1
2019-04-22 14:16:00,1
2019-04-22 14:17:00,2
2019-04-22 14:18:00,3
2019-04-22 14:20:00,2
2019-04-22 14:21:00,1
2019-04-22 14:22:00,1
2019-04-22 14:23:00,4
2019-04-22 14:24:00,3
2019-04-22 14:26:00,3
2019-04-22 14:27:00,4
2019-04-22 14:28:00,2
2019-04-22 14:29:00,3
2019-04-22 14:33:00,3
2019-04-22 14:34:00,1
2019-04-22 14:35:00,2
2019-04-22 14:36:00,2
2019-04-22 14:38:00,3
2019-04-22 14:39:00,1
2019-04-22 14:40:00,2
2019-04-22 14:42:00,2
2019-04-22 14:45:00,3
2019-04-22 14:46:00,1
2019-04-22 14:47:00,2
2019-04-22 14:48:00,1
2019-04-22 14:50:00,2
2019-04-22 14:51:00,3
2019-04-22 14:54:00,1
2019-04-22 14:55:00,2
2019-04-22 14:56:00,1
2019-04-22 14:57:00,2
2019-04-22 14:58:00,1
2019-04-22 14:59:00,2
2019-04-22 15:00:00,1
2019-04-22 15:02:00,1
2019-04-22 15:04:00,1
2019-04-22 15:05:00,1
2019-04-22 15:07:00,1
2019-04-22 15:09:00,1
2019-04-22 15:11:00,1
2019-04-22 15:12:00,1
2019-04-22 15:16:00,1
2019-04-22 15:17:00,2
2019-04-22 15:19:00,1
2019-04-22 15:20:00,2
2019-04-22 15:21:00,2
2019-04-22 15:22:00,2
2019-04-22 15:24:00,2
2019-04-22 15:25:00,3
2019-04-22 15:26:00,1
2019-04-22 15:27:00,2
2019-04-22 15:28:00,1
2019-04-22 15:30:00,2
2019-04-22 15:32:00,1
2019-04-22 15:33:00,1
2019-04-22 15:35:00,1
2019-04-22 15:36:00,1
2019-04-22 15:37:00,1
2019-04-22 15:41:00,1
2019-04-22 15:44:00,1
2019-04-22 15:45:00,2
2019-04-22 15:46:00,1
2019-04-22 15:49:00,2
2019-04-22 15:50:00,3
2019-04-22 15:51:00,3
2019-04-22 20:19:00,1
2019-04-22 20:58:00,1
2019-04-22 23:51:00,1
