222989,"select ObjID,ra,dec,dbo.fIAUFromEq(ra,dec) FROM PhotoObj WHERE ObjID=#"
2019-05-18 17:34:00,259
2019-05-18 17:35:00,262
2019-05-18 17:36:00,275
2019-05-18 17:37:00,284
2019-05-18 17:38:00,284
2019-05-18 17:39:00,260
2019-05-18 17:40:00,269
2019-05-18 17:41:00,266
2019-05-18 17:42:00,258
2019-05-18 17:43:00,290
2019-05-18 17:44:00,287
2019-05-18 17:45:00,274
2019-05-18 17:46:00,266
2019-05-18 17:47:00,265
2019-05-18 17:48:00,267
2019-05-18 17:49:00,283
2019-05-18 17:50:00,289
2019-05-18 17:51:00,277
2019-05-18 17:52:00,273
2019-05-18 17:53:00,268
2019-05-18 17:54:00,263
2019-05-18 17:55:00,269
2019-05-18 17:56:00,286
2019-05-18 17:57:00,279
2019-05-18 17:58:00,274
2019-05-18 17:59:00,268
2019-05-18 18:00:00,261
2019-05-18 18:01:00,289
2019-05-18 18:02:00,280
2019-05-18 18:03:00,288
2019-05-18 18:04:00,267
2019-05-18 18:05:00,234
2019-05-18 18:06:00,259
2019-05-18 18:07:00,282
2019-05-18 18:08:00,285
2019-05-18 18:09:00,275
2019-05-18 18:10:00,270
2019-05-18 18:11:00,259
2019-05-18 18:12:00,247
2019-05-18 18:13:00,278
2019-05-18 18:14:00,282
2019-05-18 18:15:00,283
2019-05-18 18:16:00,264
2019-05-18 18:17:00,262
2019-05-18 18:18:00,267
2019-05-18 18:19:00,271
2019-05-18 18:20:00,287
2019-05-18 18:21:00,282
2019-05-18 18:22:00,265
2019-05-18 18:23:00,268
2019-05-18 18:24:00,266
2019-05-18 18:25:00,272
2019-05-18 18:26:00,278
2019-05-18 18:27:00,280
2019-05-18 18:28:00,256
2019-05-18 18:29:00,261
2019-05-18 18:30:00,264
2019-05-18 18:31:00,281
2019-05-18 18:32:00,285
2019-05-18 18:33:00,287
2019-05-18 18:34:00,271
2019-05-18 18:35:00,265
2019-05-18 18:36:00,264
2019-05-18 18:37:00,279
2019-05-18 18:38:00,285
2019-05-18 18:39:00,289
2019-05-18 18:40:00,265
2019-05-18 18:41:00,265
2019-05-18 18:42:00,263
2019-05-18 18:43:00,276
2019-05-18 18:44:00,279
2019-05-18 18:45:00,285
2019-05-18 18:46:00,261
2019-05-18 18:47:00,269
2019-05-18 18:48:00,266
2019-05-18 18:49:00,283
2019-05-18 18:50:00,279
2019-05-18 18:51:00,283
2019-05-18 18:52:00,263
2019-05-18 18:53:00,264
2019-05-18 18:54:00,257
2019-05-18 18:55:00,273
2019-05-18 18:56:00,285
2019-05-18 18:57:00,287
2019-05-18 18:58:00,262
2019-05-18 18:59:00,263
2019-05-18 19:00:00,258
2019-05-18 19:01:00,271
2019-05-18 19:02:00,285
2019-05-18 19:03:00,286
2019-05-18 19:04:00,269
2019-05-18 19:05:00,253
2019-05-18 19:06:00,268
2019-05-18 19:07:00,269
2019-05-18 19:08:00,286
2019-05-18 19:09:00,284
2019-05-18 19:10:00,274
2019-05-18 19:11:00,270
2019-05-18 19:12:00,268
2019-05-18 19:13:00,272
2019-05-18 19:14:00,284
2019-05-18 19:15:00,280
2019-05-18 19:16:00,275
2019-05-18 19:17:00,260
2019-05-18 19:18:00,262
2019-05-18 19:19:00,269
2019-05-18 19:20:00,289
2019-05-18 19:21:00,284
2019-05-18 19:22:00,277
2019-05-18 19:23:00,269
2019-05-18 19:24:00,268
2019-05-18 19:25:00,265
2019-05-18 19:26:00,280
2019-05-18 19:27:00,282
2019-05-18 19:28:00,286
2019-05-18 19:29:00,265
2019-05-18 19:30:00,263
2019-05-18 19:31:00,259
2019-05-18 19:32:00,273
2019-05-18 19:33:00,290
2019-05-18 19:34:00,285
2019-05-18 19:35:00,273
2019-05-18 19:36:00,271
2019-05-18 19:37:00,265
2019-05-18 19:38:00,270
2019-05-18 19:39:00,282
2019-05-18 19:40:00,287
2019-05-18 19:41:00,275
2019-05-18 19:42:00,262
2019-05-18 19:43:00,256
2019-05-18 19:44:00,264
2019-05-18 19:45:00,277
2019-05-18 19:46:00,286
2019-05-18 19:47:00,277
2019-05-18 19:48:00,270
2019-05-18 19:49:00,258
2019-05-18 19:50:00,268
2019-05-18 19:51:00,286
2019-05-18 19:52:00,285
2019-05-18 19:53:00,287
2019-05-18 19:54:00,262
2019-05-18 19:55:00,264
2019-05-18 19:56:00,265
2019-05-18 19:57:00,273
2019-05-18 19:58:00,288
2019-05-18 19:59:00,283
2019-05-18 20:00:00,263
2019-05-18 20:01:00,266
2019-05-18 20:02:00,269
2019-05-18 20:03:00,275
2019-05-18 20:04:00,288
2019-05-18 20:05:00,277
2019-05-18 20:06:00,262
2019-05-18 20:07:00,266
2019-05-18 20:08:00,267
2019-05-18 20:09:00,266
2019-05-18 20:10:00,290
2019-05-18 20:11:00,287
2019-05-18 20:12:00,278
2019-05-18 20:13:00,266
2019-05-18 20:14:00,275
2019-05-18 20:15:00,271
2019-05-18 20:16:00,282
2019-05-18 20:17:00,283
2019-05-18 20:18:00,273
2019-05-18 20:19:00,273
2019-05-18 20:20:00,266
2019-05-18 20:21:00,264
2019-05-18 20:22:00,286
2019-05-18 20:23:00,290
2019-05-18 20:24:00,289
2019-05-18 20:25:00,265
2019-05-18 20:26:00,263
2019-05-18 20:27:00,270
2019-05-18 20:28:00,281
2019-05-18 20:29:00,285
2019-05-18 20:30:00,289
2019-05-18 20:31:00,262
2019-05-18 20:32:00,267
2019-05-18 20:33:00,259
2019-05-18 20:34:00,279
2019-05-18 20:35:00,282
2019-05-18 20:36:00,283
2019-05-18 20:37:00,269
2019-05-18 20:38:00,261
2019-05-18 20:39:00,265
2019-05-18 20:40:00,277
2019-05-18 20:41:00,285
2019-05-18 20:42:00,279
2019-05-18 20:43:00,269
2019-05-18 20:44:00,265
2019-05-18 20:45:00,273
2019-05-18 20:46:00,286
2019-05-18 20:47:00,288
2019-05-18 20:48:00,266
2019-05-18 20:49:00,266
2019-05-18 20:50:00,268
2019-05-18 20:51:00,283
2019-05-18 20:52:00,290
2019-05-18 20:53:00,278
2019-05-18 20:54:00,262
2019-05-18 20:55:00,262
2019-05-18 20:56:00,273
2019-05-18 20:57:00,286
2019-05-18 20:58:00,288
2019-05-18 20:59:00,268
2019-05-18 21:00:00,271
2019-05-18 21:01:00,263
2019-05-18 21:02:00,278
2019-05-18 21:03:00,284
2019-05-18 21:04:00,292
2019-05-18 21:05:00,272
2019-05-18 21:06:00,265
2019-05-18 21:07:00,270
2019-05-18 21:08:00,274
2019-05-18 21:09:00,279
2019-05-18 21:10:00,288
2019-05-18 21:11:00,266
2019-05-18 21:12:00,267
2019-05-18 21:13:00,267
2019-05-18 21:14:00,274
2019-05-18 21:15:00,285
2019-05-18 21:16:00,282
2019-05-18 21:17:00,267
2019-05-18 21:18:00,269
2019-05-18 21:19:00,265
2019-05-18 21:20:00,283
2019-05-18 21:21:00,287
2019-05-18 21:22:00,284
2019-05-18 21:23:00,262
2019-05-18 21:24:00,270
2019-05-18 21:25:00,259
2019-05-18 21:26:00,275
2019-05-18 21:27:00,282
2019-05-18 21:28:00,289
2019-05-18 21:29:00,268
2019-05-18 21:30:00,271
2019-05-18 21:31:00,256
2019-05-18 21:32:00,275
2019-05-18 21:33:00,291
2019-05-18 21:34:00,285
2019-05-18 21:35:00,272
2019-05-18 21:36:00,270
2019-05-18 21:37:00,264
2019-05-18 21:38:00,271
2019-05-18 21:39:00,279
2019-05-18 21:40:00,286
2019-05-18 21:41:00,265
2019-05-18 21:42:00,266
2019-05-18 21:43:00,267
2019-05-18 21:44:00,273
2019-05-18 21:45:00,287
2019-05-18 21:46:00,285
2019-05-18 21:47:00,262
2019-05-18 21:48:00,268
2019-05-18 21:49:00,257
2019-05-18 21:50:00,281
2019-05-18 21:51:00,287
2019-05-18 21:52:00,289
2019-05-18 21:53:00,265
2019-05-18 21:54:00,269
2019-05-18 21:55:00,259
2019-05-18 21:56:00,272
2019-05-18 21:57:00,289
2019-05-18 21:58:00,286
2019-05-18 21:59:00,267
2019-05-18 22:00:00,250
2019-05-18 22:01:00,264
2019-05-18 22:02:00,265
2019-05-18 22:03:00,282
2019-05-18 22:04:00,286
2019-05-18 22:05:00,275
2019-05-18 22:06:00,270
2019-05-18 22:07:00,277
2019-05-18 22:08:00,266
2019-05-18 22:09:00,285
2019-05-18 22:10:00,282
2019-05-18 22:11:00,272
2019-05-18 22:12:00,273
2019-05-18 22:13:00,266
2019-05-18 22:14:00,278
2019-05-18 22:15:00,284
2019-05-18 22:16:00,267
2019-05-18 22:17:00,272
2019-05-18 22:18:00,274
2019-05-18 22:19:00,261
2019-05-18 22:20:00,269
2019-05-18 22:21:00,288
2019-05-18 22:22:00,287
2019-05-18 22:23:00,277
2019-05-18 22:24:00,267
2019-05-18 22:25:00,266
2019-05-18 22:26:00,258
2019-05-18 22:27:00,291
2019-05-18 22:28:00,285
2019-05-18 22:29:00,280
2019-05-18 22:30:00,268
2019-05-18 22:31:00,272
2019-05-18 22:32:00,266
2019-05-18 22:33:00,282
2019-05-18 22:34:00,290
2019-05-18 22:35:00,277
2019-05-18 22:36:00,268
2019-05-18 22:37:00,266
2019-05-18 22:38:00,263
2019-05-18 22:39:00,288
2019-05-18 22:40:00,291
2019-05-18 22:41:00,271
2019-05-18 22:42:00,271
2019-05-18 22:43:00,266
2019-05-18 22:44:00,266
2019-05-18 22:45:00,273
2019-05-18 22:46:00,282
2019-05-18 22:47:00,280
2019-05-18 22:48:00,264
2019-05-18 22:49:00,264
2019-05-18 22:50:00,254
2019-05-18 22:51:00,282
2019-05-18 22:52:00,288
2019-05-18 22:53:00,284
2019-05-18 22:54:00,268
2019-05-18 22:55:00,262
2019-05-18 22:56:00,265
2019-05-18 22:57:00,271
2019-05-18 22:58:00,289
2019-05-18 22:59:00,285
2019-05-18 23:00:00,267
2019-05-18 23:01:00,268
2019-05-18 23:02:00,275
2019-05-18 23:03:00,277
2019-05-18 23:04:00,289
2019-05-18 23:05:00,277
2019-05-18 23:06:00,273
2019-05-18 23:07:00,275
2019-05-18 23:08:00,261
2019-05-18 23:09:00,266
2019-05-18 23:10:00,292
2019-05-18 23:11:00,290
2019-05-18 23:12:00,274
2019-05-18 23:13:00,269
2019-05-18 23:14:00,268
2019-05-18 23:15:00,266
2019-05-18 23:16:00,283
2019-05-18 23:17:00,287
2019-05-18 23:18:00,280
2019-05-18 23:19:00,274
2019-05-18 23:20:00,265
2019-05-18 23:21:00,256
2019-05-18 23:22:00,283
2019-05-18 23:23:00,289
2019-05-18 23:24:00,292
2019-05-18 23:25:00,262
2019-05-18 23:26:00,264
2019-05-18 23:27:00,268
2019-05-18 23:28:00,275
2019-05-18 23:29:00,281
2019-05-18 23:30:00,294
2019-05-18 23:31:00,268
2019-05-18 23:32:00,267
2019-05-18 23:33:00,266
2019-05-18 23:34:00,277
2019-05-18 23:35:00,282
2019-05-18 23:36:00,284
2019-05-18 23:37:00,255
2019-05-18 23:38:00,255
2019-05-18 23:39:00,261
2019-05-18 23:40:00,276
2019-05-18 23:41:00,280
2019-05-18 23:42:00,285
2019-05-18 23:43:00,272
2019-05-18 23:44:00,265
2019-05-18 23:45:00,272
2019-05-18 23:46:00,265
2019-05-18 23:47:00,288
2019-05-18 23:48:00,285
2019-05-18 23:49:00,269
2019-05-18 23:50:00,267
2019-05-18 23:51:00,263
2019-05-18 23:52:00,263
2019-05-18 23:53:00,285
2019-05-18 23:54:00,283
2019-05-18 23:55:00,272
2019-05-18 23:56:00,264
2019-05-18 23:57:00,275
2019-05-18 23:58:00,273
2019-05-18 23:59:00,287
