12,"SELECT first.plate, other.plate,   COUNT(DISTINCT other.mjd) + COUNT(DISTINCT first.mjd) AS nightsObserved,   otherPlate.programname, count(DISTINCT other.bestObjID) AS objects  FROM SpecObjAll first  JOIN SpecObjAll other ON first.bestObjID = other.bestObjID  JOIN PlateX AS firstPlate ON firstPlate.plate = first.plate  JOIN PlateX AS otherPlate ON otherPlate.plate = other.plate  WHERE first.scienceprimary = # AND other.scienceprimary = #   AND other.bestObjID > #  GROUP BY first.plate, other.plate, otherPlate.programname  ORDER BY nightsObserved DESC, otherPlate.programname,   first.plate, other.plate"
2019-03-01 02:57:00,1
2019-03-01 03:00:00,1
2019-03-01 03:09:00,1
2019-03-01 04:59:00,1
2019-03-01 05:02:00,1
2019-03-01 05:06:00,1
2019-03-01 08:15:00,1
2019-03-01 10:16:00,1
2019-03-01 10:44:00,1
2019-03-01 11:28:00,1
2019-03-01 19:15:00,1
2019-03-01 22:03:00,1
