13,"SELECT first.plate, other.plate,   COUNT(DISTINCT other.mjd) + COUNT(DISTINCT first.mjd) AS nightsObserved,   otherPlate.programname, count(DISTINCT other.bestObjID) AS objects  FROM SpecObjAll first  JOIN SpecObjAll other ON first.bestObjID = other.bestObjID  JOIN PlateX AS firstPlate ON firstPlate.plate = first.plate  JOIN PlateX AS otherPlate ON otherPlate.plate = other.plate  WHERE first.scienceprimary = # AND other.scienceprimary = #   AND other.bestObjID > #  GROUP BY first.plate, other.plate, otherPlate.programname  ORDER BY nightsObserved DESC, otherPlate.programname,   first.plate, other.plate"
2019-09-17 03:07:00,1
2019-09-17 10:30:00,1
2019-09-17 10:32:00,1
2019-09-17 10:35:00,1
2019-09-17 10:40:00,1
2019-09-17 10:49:00,1
2019-09-17 11:06:00,1
2019-09-17 15:23:00,1
2019-09-17 15:25:00,1
2019-09-17 15:28:00,1
2019-09-17 15:33:00,1
2019-09-17 15:42:00,1
2019-09-17 15:59:00,1
