26,"SELECT first.plate, other.plate,   COUNT(DISTINCT other.mjd) + COUNT(DISTINCT first.mjd) AS nightsObserved,   otherPlate.programname, count(DISTINCT other.bestObjID) AS objects  FROM SpecObjAll first  JOIN SpecObjAll other ON first.bestObjID = other.bestObjID  JOIN PlateX AS firstPlate ON firstPlate.plate = first.plate  JOIN PlateX AS otherPlate ON otherPlate.plate = other.plate  WHERE first.scienceprimary = # AND other.scienceprimary = #   AND other.bestObjID > #  GROUP BY first.plate, other.plate, otherPlate.programname  ORDER BY nightsObserved DESC, otherPlate.programname,   first.plate, other.plate"
2019-12-22 05:20:00,3
2019-12-22 05:21:00,1
2019-12-22 05:23:00,1
2019-12-22 05:25:00,1
2019-12-22 05:27:00,1
2019-12-22 05:28:00,1
2019-12-22 05:30:00,1
2019-12-22 05:32:00,1
2019-12-22 05:34:00,1
2019-12-22 05:36:00,1
2019-12-22 05:38:00,1
2019-12-22 05:40:00,1
2019-12-22 05:42:00,1
2019-12-22 05:43:00,1
2019-12-22 05:45:00,1
2019-12-22 05:47:00,1
2019-12-22 05:49:00,1
2019-12-22 05:51:00,1
2019-12-22 05:53:00,1
2019-12-22 05:56:00,1
2019-12-22 05:57:00,1
2019-12-22 10:54:00,1
2019-12-22 14:05:00,1
2019-12-22 15:10:00,1
