728,"SELECT specObjID, dr7ObjID FROM SpecDR7 WHERE specobjid = #"
2019-03-17 03:05:00,3
2019-03-17 03:06:00,3
2019-03-17 03:07:00,3
2019-03-17 03:08:00,3
2019-03-17 03:09:00,3
2019-03-17 03:10:00,3
2019-03-17 03:11:00,2
2019-03-17 03:12:00,3
2019-03-17 03:13:00,3
2019-03-17 03:14:00,3
2019-03-17 03:15:00,2
2019-03-17 03:16:00,3
2019-03-17 03:17:00,3
2019-03-17 03:18:00,4
2019-03-17 03:19:00,4
2019-03-17 03:20:00,2
2019-03-17 03:21:00,3
2019-03-17 03:22:00,3
2019-03-17 03:23:00,3
2019-03-17 03:24:00,3
2019-03-17 03:25:00,3
2019-03-17 03:26:00,2
2019-03-17 03:27:00,3
2019-03-17 03:28:00,3
2019-03-17 03:29:00,3
2019-03-17 03:30:00,2
2019-03-17 03:31:00,3
2019-03-17 03:32:00,2
2019-03-17 03:33:00,3
2019-03-17 03:34:00,3
2019-03-17 03:35:00,3
2019-03-17 03:36:00,3
2019-03-17 03:37:00,3
2019-03-17 03:38:00,2
2019-03-17 03:39:00,3
2019-03-17 03:40:00,3
2019-03-17 03:41:00,3
2019-03-17 03:42:00,3
2019-03-17 03:43:00,3
2019-03-17 03:44:00,2
2019-03-17 03:45:00,3
2019-03-17 03:46:00,3
2019-03-17 03:47:00,3
2019-03-17 03:48:00,3
2019-03-17 03:49:00,2
2019-03-17 03:50:00,3
2019-03-17 03:51:00,3
2019-03-17 03:52:00,3
2019-03-17 03:53:00,3
2019-03-17 03:54:00,3
2019-03-17 03:55:00,2
2019-03-17 03:56:00,3
2019-03-17 03:57:00,3
2019-03-17 03:58:00,3
2019-03-17 03:59:00,3
2019-03-17 04:00:00,3
2019-03-17 04:01:00,3
2019-03-17 04:02:00,3
2019-03-17 04:03:00,3
2019-03-17 04:04:00,2
2019-03-17 04:05:00,3
2019-03-17 04:06:00,3
2019-03-17 04:07:00,3
2019-03-17 04:08:00,3
2019-03-17 04:09:00,3
2019-03-17 04:10:00,2
2019-03-17 04:11:00,3
2019-03-17 04:12:00,3
2019-03-17 04:13:00,3
2019-03-17 04:14:00,3
2019-03-17 04:15:00,3
2019-03-17 04:16:00,2
2019-03-17 04:17:00,2
2019-03-17 04:18:00,3
2019-03-17 04:19:00,3
2019-03-17 04:20:00,3
2019-03-17 04:21:00,3
2019-03-17 04:22:00,3
2019-03-17 04:23:00,2
2019-03-17 04:24:00,3
2019-03-17 04:25:00,3
2019-03-17 04:26:00,1
2019-03-17 22:41:00,1
