74,"select v.*             from optw.tamass.VARIABLES v              where ID = # --,#,B1#_#E,Median household income in the past # months (in # inflation-adjusted dollars),MEDIAN HOUSEHOLD INCOME IN THE PAST # MONTHS              ), -- needs query tracts as (     select TractID = ID, vintage, lon=centroid.Long, lat=centroid.Lat, wkt=geom.ToString()         , dist2geom = geom.STDistance(@center)         , dist2cent = centroid.STDistance(@center)         , m2 = geom.STArea()         , deg = geom.EnvelopeAngle()     from optw.tamass.TRACTS      where centroid.STDistance(@center) < # / # * # -- meters --         and geom.STArea() < #e9 -- m^#  ) select t.*, count_var = count(distinct c.VarID), total = sum(c.val) from vars v join optw.tamass.VALS as c on c.VarID = v.ID          join tracts t on t.TractID = c.TractID and t.vintage = v.vintage where v.vintage = # -- need year       and c.VAL is not NULL group by t.TractID, t.vintage, lon, lat, wkt, dist2geom, dist2cent, m2, deg"
2019-11-03 07:20:00,1
2019-11-03 07:22:00,1
2019-11-03 11:25:00,1
2019-11-03 11:37:00,2
2019-11-03 11:39:00,2
2019-11-03 11:49:00,1
2019-11-03 11:53:00,1
2019-11-03 11:56:00,1
2019-11-03 12:01:00,1
2019-11-03 12:04:00,1
2019-11-03 12:06:00,2
2019-11-03 12:07:00,1
2019-11-03 12:10:00,1
2019-11-03 12:12:00,2
2019-11-03 12:16:00,1
2019-11-03 12:17:00,2
2019-11-03 12:18:00,1
2019-11-03 12:20:00,1
2019-11-03 12:21:00,1
2019-11-03 12:23:00,1
2019-11-03 12:24:00,1
2019-11-03 12:26:00,1
2019-11-03 12:29:00,1
2019-11-03 12:31:00,1
2019-11-03 13:32:00,1
2019-11-03 13:34:00,1
2019-11-03 13:35:00,1
2019-11-03 13:36:00,1
2019-11-03 14:26:00,1
2019-11-03 14:28:00,1
2019-11-03 14:30:00,1
2019-11-03 14:33:00,1
2019-11-03 14:36:00,1
2019-11-03 14:39:00,1
2019-11-03 14:45:00,1
2019-11-03 14:49:00,1
2019-11-03 14:52:00,1
2019-11-03 14:59:00,1
2019-11-03 15:02:00,1
2019-11-03 15:07:00,1
2019-11-03 15:12:00,1
2019-11-03 15:15:00,1
2019-11-03 15:18:00,1
2019-11-03 15:20:00,1
2019-11-03 15:22:00,1
2019-11-03 15:24:00,1
2019-11-03 15:25:00,1
2019-11-03 15:31:00,1
2019-11-03 15:32:00,1
2019-11-03 15:34:00,1
2019-11-03 15:45:00,1
2019-11-03 15:47:00,1
2019-11-03 15:49:00,1
2019-11-03 16:32:00,1
2019-11-03 16:35:00,1
2019-11-03 16:39:00,1
2019-11-03 16:42:00,1
2019-11-03 16:46:00,1
2019-11-03 16:49:00,1
2019-11-03 16:51:00,1
2019-11-03 16:52:00,1
2019-11-03 16:56:00,2
2019-11-03 16:57:00,1
2019-11-03 17:00:00,1
2019-11-03 17:03:00,1
2019-11-03 17:07:00,1
2019-11-03 17:09:00,1
2019-11-03 17:10:00,1
