266,select * from stellarMassFSPSGranEarlyNoDust where specObjId=#
2019-08-07 14:12:00,1
2019-08-07 14:15:00,1
2019-08-07 14:19:00,1
2019-08-07 14:22:00,1
2019-08-07 14:25:00,1
2019-08-07 14:29:00,1
2019-08-07 14:32:00,1
2019-08-07 14:35:00,1
2019-08-07 14:39:00,1
2019-08-07 14:42:00,1
2019-08-07 14:45:00,1
2019-08-07 14:49:00,1
2019-08-07 14:52:00,1
2019-08-07 14:55:00,1
2019-08-07 14:58:00,1
2019-08-07 15:01:00,1
2019-08-07 15:04:00,1
2019-08-07 15:08:00,1
2019-08-07 15:12:00,1
2019-08-07 15:15:00,1
2019-08-07 15:18:00,1
2019-08-07 15:22:00,1
2019-08-07 15:25:00,1
2019-08-07 15:29:00,1
2019-08-07 15:32:00,1
2019-08-07 15:35:00,1
2019-08-07 15:38:00,1
2019-08-07 15:41:00,1
2019-08-07 15:45:00,1
2019-08-07 15:47:00,1
2019-08-07 15:51:00,1
2019-08-07 15:54:00,1
2019-08-07 15:57:00,1
2019-08-07 16:00:00,1
2019-08-07 16:03:00,1
2019-08-07 16:07:00,1
2019-08-07 16:10:00,1
2019-08-07 16:13:00,1
2019-08-07 16:16:00,1
2019-08-07 16:19:00,1
2019-08-07 16:22:00,1
2019-08-07 16:26:00,1
2019-08-07 16:29:00,1
2019-08-07 16:32:00,1
2019-08-07 16:35:00,1
2019-08-07 16:38:00,1
2019-08-07 16:42:00,1
2019-08-07 16:45:00,1
2019-08-07 16:48:00,1
2019-08-07 16:52:00,1
2019-08-07 16:55:00,1
2019-08-07 16:58:00,1
2019-08-07 17:02:00,1
2019-08-07 17:05:00,1
2019-08-07 17:08:00,1
2019-08-07 17:12:00,1
2019-08-07 17:15:00,1
2019-08-07 17:19:00,1
2019-08-07 17:23:00,1
2019-08-07 17:27:00,1
2019-08-07 17:30:00,1
2019-08-07 17:34:00,1
2019-08-07 17:37:00,1
2019-08-07 17:41:00,1
2019-08-07 17:45:00,1
2019-08-07 17:48:00,1
2019-08-07 17:52:00,1
2019-08-07 17:56:00,1
2019-08-07 17:59:00,1
2019-08-07 18:03:00,1
2019-08-07 18:10:00,1
2019-08-07 18:13:00,1
2019-08-07 18:17:00,1
2019-08-07 18:21:00,1
2019-08-07 18:24:00,1
2019-08-07 18:28:00,1
2019-08-07 18:32:00,1
2019-08-07 18:36:00,1
2019-08-07 18:40:00,1
2019-08-07 18:43:00,1
2019-08-07 18:48:00,1
2019-08-07 18:51:00,1
2019-08-07 18:55:00,1
2019-08-07 18:59:00,1
2019-08-07 19:04:00,1
2019-08-07 19:08:00,1
2019-08-07 19:11:00,1
2019-08-07 19:14:00,1
2019-08-07 19:15:00,1
2019-08-07 19:18:00,1
2019-08-07 19:23:00,1
2019-08-07 19:26:00,1
2019-08-07 19:30:00,1
2019-08-07 19:34:00,1
2019-08-07 19:38:00,1
2019-08-07 19:41:00,1
2019-08-07 19:44:00,1
2019-08-07 19:47:00,1
2019-08-07 19:51:00,1
