207,select * from stellarMassStarformingPort where specObjId=#
2019-05-21 12:34:00,2
2019-05-21 12:49:00,1
2019-05-21 12:51:00,2
2019-05-21 13:00:00,1
2019-05-21 13:14:00,2
2019-05-21 13:23:00,1
2019-05-21 13:25:00,1
2019-05-21 13:27:00,1
2019-05-21 13:39:00,1
2019-05-21 13:45:00,1
2019-05-21 13:46:00,2
2019-05-21 13:50:00,1
2019-05-21 13:57:00,1
2019-05-21 14:04:00,1
2019-05-21 14:05:00,1
2019-05-21 14:12:00,1
2019-05-21 14:20:00,1
2019-05-21 14:21:00,1
2019-05-21 14:27:00,1
2019-05-21 14:28:00,1
2019-05-21 14:31:00,1
2019-05-21 14:32:00,1
2019-05-21 14:33:00,1
2019-05-21 14:34:00,1
2019-05-21 14:36:00,1
2019-05-21 14:37:00,1
2019-05-21 14:39:00,1
2019-05-21 14:41:00,1
2019-05-21 14:42:00,1
2019-05-21 14:44:00,1
2019-05-21 14:46:00,1
2019-05-21 14:47:00,1
2019-05-21 14:49:00,1
2019-05-21 14:51:00,1
2019-05-21 14:56:00,1
2019-05-21 15:02:00,1
2019-05-21 15:03:00,1
2019-05-21 15:08:00,1
2019-05-21 15:09:00,1
2019-05-21 15:12:00,1
2019-05-21 15:17:00,1
2019-05-21 15:19:00,1
2019-05-21 15:47:00,1
2019-05-21 15:49:00,1
2019-05-21 15:52:00,1
2019-05-21 15:55:00,1
2019-05-21 15:57:00,1
2019-05-21 15:58:00,1
2019-05-21 16:01:00,1
2019-05-21 16:07:00,1
2019-05-21 16:08:00,1
2019-05-21 16:11:00,1
2019-05-21 16:13:00,1
2019-05-21 16:26:00,1
2019-05-21 16:53:00,1
2019-05-21 17:58:00,1
2019-05-21 18:02:00,1
2019-05-21 18:39:00,1
2019-05-21 19:31:00,1
2019-05-21 19:33:00,1
2019-05-21 19:41:00,1
2019-05-21 20:05:00,2
2019-05-21 20:09:00,1
2019-05-21 20:58:00,1
2019-05-21 22:19:00,1
2019-05-21 22:46:00,1
2019-05-21 23:09:00,1
