12,"SELECT first.plate, other.plate,   COUNT(DISTINCT other.mjd) + COUNT(DISTINCT first.mjd) AS nightsObserved,   otherPlate.programname, count(DISTINCT other.bestObjID) AS objects  FROM SpecObjAll first  JOIN SpecObjAll other ON first.bestObjID = other.bestObjID  JOIN PlateX AS firstPlate ON firstPlate.plate = first.plate  JOIN PlateX AS otherPlate ON otherPlate.plate = other.plate  WHERE first.scienceprimary = # AND other.scienceprimary = #   AND other.bestObjID > #  GROUP BY first.plate, other.plate, otherPlate.programname  ORDER BY nightsObserved DESC, otherPlate.programname,   first.plate, other.plate"
2019-07-07 00:31:00,1
2019-07-07 00:33:00,1
2019-07-07 00:36:00,1
2019-07-07 00:41:00,1
2019-07-07 00:51:00,1
2019-07-07 01:08:00,1
2019-07-07 11:33:00,1
2019-07-07 11:35:00,1
2019-07-07 11:38:00,1
2019-07-07 11:43:00,1
2019-07-07 20:55:00,1
2019-07-07 21:12:00,1
