15,"SELECT TOP # fld.run, fld.avg_sky_muJy, fld.runarea AS area, ISNULL(fp.nfirstmatch,#)  FROM (   SELECT run, sum(primaryArea) AS runarea,  #e6*avg(power(cast(#. as float),#*sky_r)) as avg_sky_muJy  FROM Field  GROUP BY run  ) AS fld  LEFT OUTER JOIN (   SELECT p.run, count(*) AS nfirstmatch  FROM FIRST AS fm  INNER JOIN photoprimary as p  ON p.objid=fm.objid  GROUP BY p.run  ) AS fp  ON fld.run=fp.run  ORDER BY fld.run"
2019-04-28 02:54:00,1
2019-04-28 02:56:00,1
2019-04-28 03:13:00,1
2019-04-28 03:30:00,1
2019-04-28 06:07:00,1
2019-04-28 06:12:00,1
2019-04-28 06:21:00,1
2019-04-28 08:45:00,1
2019-04-28 09:22:00,1
2019-04-28 09:24:00,1
2019-04-28 09:27:00,1
2019-04-28 09:32:00,1
2019-04-28 09:41:00,1
2019-04-28 09:58:00,1
2019-04-28 13:30:00,1
