12,"SELECT first.plate, other.plate,   COUNT(DISTINCT other.mjd) + COUNT(DISTINCT first.mjd) AS nightsObserved,   otherPlate.programname, count(DISTINCT other.bestObjID) AS objects  FROM SpecObjAll first  JOIN SpecObjAll other ON first.bestObjID = other.bestObjID  JOIN PlateX AS firstPlate ON firstPlate.plate = first.plate  JOIN PlateX AS otherPlate ON otherPlate.plate = other.plate  WHERE first.scienceprimary = # AND other.scienceprimary = #   AND other.bestObjID > #  GROUP BY first.plate, other.plate, otherPlate.programname  ORDER BY nightsObserved DESC, otherPlate.programname,   first.plate, other.plate"
2019-04-28 03:46:00,1
2019-04-28 08:57:00,1
2019-04-28 08:59:00,1
2019-04-28 09:07:00,1
2019-04-28 09:16:00,1
2019-04-28 09:33:00,1
2019-04-28 10:05:00,1
2019-04-28 10:08:00,1
2019-04-28 10:13:00,1
2019-04-28 10:22:00,1
2019-04-28 10:39:00,1
2019-04-28 16:22:00,1
