12,"SELECT first.plate, other.plate,   COUNT(DISTINCT other.mjd) + COUNT(DISTINCT first.mjd) AS nightsObserved,   otherPlate.programname, count(DISTINCT other.bestObjID) AS objects  FROM SpecObjAll first  JOIN SpecObjAll other ON first.bestObjID = other.bestObjID  JOIN PlateX AS firstPlate ON firstPlate.plate = first.plate  JOIN PlateX AS otherPlate ON otherPlate.plate = other.plate  WHERE first.scienceprimary = # AND other.scienceprimary = #   AND other.bestObjID > #  GROUP BY first.plate, other.plate, otherPlate.programname  ORDER BY nightsObserved DESC, otherPlate.programname,   first.plate, other.plate"
2019-05-31 02:09:00,1
2019-05-31 02:11:00,1
2019-05-31 02:14:00,1
2019-05-31 02:19:00,1
2019-05-31 02:28:00,1
2019-05-31 02:45:00,1
2019-05-31 17:16:00,1
2019-05-31 17:18:00,1
2019-05-31 17:21:00,1
2019-05-31 17:26:00,1
2019-05-31 17:35:00,1
2019-05-31 17:52:00,1
