13,"SELECT first.plate, other.plate,   COUNT(DISTINCT other.mjd) + COUNT(DISTINCT first.mjd) AS nightsObserved,   otherPlate.programname, count(DISTINCT other.bestObjID) AS objects  FROM SpecObjAll first  JOIN SpecObjAll other ON first.bestObjID = other.bestObjID  JOIN PlateX AS firstPlate ON firstPlate.plate = first.plate  JOIN PlateX AS otherPlate ON otherPlate.plate = other.plate  WHERE first.scienceprimary = # AND other.scienceprimary = #   AND other.bestObjID > #  GROUP BY first.plate, other.plate, otherPlate.programname  ORDER BY nightsObserved DESC, otherPlate.programname,   first.plate, other.plate"
2019-12-01 00:24:00,1
2019-12-01 06:45:00,1
2019-12-01 06:47:00,1
2019-12-01 06:50:00,1
2019-12-01 06:55:00,1
2019-12-01 07:04:00,1
2019-12-01 07:21:00,1
2019-12-01 13:53:00,1
2019-12-01 19:00:00,1
2019-12-01 19:02:00,1
2019-12-01 19:10:00,1
2019-12-01 19:19:00,1
2019-12-01 19:36:00,1
