17,"SELECT first.plate, other.plate,   COUNT(DISTINCT other.mjd) + COUNT(DISTINCT first.mjd) AS nightsObserved,   otherPlate.programname, count(DISTINCT other.bestObjID) AS objects  FROM SpecObjAll first  JOIN SpecObjAll other ON first.bestObjID = other.bestObjID  JOIN PlateX AS firstPlate ON firstPlate.plate = first.plate  JOIN PlateX AS otherPlate ON otherPlate.plate = other.plate  WHERE first.scienceprimary = # AND other.scienceprimary = #   AND other.bestObjID > #  GROUP BY first.plate, other.plate, otherPlate.programname  ORDER BY nightsObserved DESC, otherPlate.programname,   first.plate, other.plate"
2019-09-19 01:08:00,1
2019-09-19 01:10:00,1
2019-09-19 01:13:00,1
2019-09-19 01:18:00,1
2019-09-19 01:27:00,1
2019-09-19 01:44:00,1
2019-09-19 09:20:00,1
2019-09-19 09:22:00,1
2019-09-19 09:25:00,1
2019-09-19 09:30:00,1
2019-09-19 09:39:00,1
2019-09-19 09:56:00,1
2019-09-19 16:00:00,1
2019-09-19 16:02:00,1
2019-09-19 16:10:00,1
2019-09-19 16:19:00,1
2019-09-19 16:36:00,1
