15,"select count(*), stim_timestamps.timestamp from session_eeg, stim_timestamps              where session_eeg.session_ID = # and stim_timestamps.session_ID = # and session_eeg.timestamp < stim_timestamps.timestamp              group by stim_timestamps.timestamp             )              select stim_timestamps_index.index_value, stim_timestamps.stim_ID from stim_timestamps_index, stim_timestamps              where stim_timestamps.session_ID = # and stim_timestamps.timestamp = stim_timestamps_index.timestamp             order by stim_timestamps_index.index_value"
2019-03-14 09:37:00,1
2019-03-14 09:57:00,1
2019-03-14 09:58:00,3
2019-03-14 09:59:00,2
2019-03-14 10:00:00,2
2019-03-14 10:01:00,1
2019-03-14 10:02:00,1
2019-03-14 10:03:00,1
2019-03-14 10:04:00,1
2019-03-14 10:05:00,1
2019-03-14 10:06:00,1
