1432,"SELECT p.objid, p.type, p.clean, p.ra, p.dec, p.psfMag_u, p.psfMag_g, p.psfMag_r, p.psfMag_i, p.psfMag_z, p.petroR9#_u, p.petroR9#_g, p.petroR9#_r, p.petroR9#_i, p.petroR9#_z, p.psffwhm_u, p.psffwhm_g, p.psffwhm_r, p.psffwhm_i, p.psffwhm_z, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, pz.z, pz.zErr FROM PhotoObj AS p , dbo.fGetNearbyObjEq(#, #, #) AS n LEFT JOIN Photoz AS pz ON pz.objID = n.objID WHERE n.objID = p.objID"
2019-01-03 03:12:00,5
2019-01-03 03:13:00,5
2019-01-03 03:14:00,7
2019-01-03 03:15:00,5
2019-01-03 03:16:00,6
2019-01-03 03:17:00,3
2019-01-03 03:18:00,4
2019-01-03 03:19:00,5
2019-01-03 03:20:00,8
2019-01-03 03:21:00,4
2019-01-03 03:22:00,6
2019-01-03 03:23:00,4
2019-01-03 03:24:00,6
2019-01-03 03:25:00,7
2019-01-03 03:26:00,6
2019-01-03 03:27:00,7
2019-01-03 03:28:00,6
2019-01-03 03:29:00,5
2019-01-03 03:30:00,5
2019-01-03 03:32:00,8
2019-01-03 03:33:00,7
2019-01-03 21:21:00,1
2019-01-03 21:22:00,7
2019-01-03 21:23:00,8
2019-01-03 21:24:00,7
2019-01-03 21:25:00,7
2019-01-03 21:26:00,7
2019-01-03 21:27:00,8
2019-01-03 21:28:00,15
2019-01-03 21:29:00,14
2019-01-03 21:30:00,7
2019-01-03 21:31:00,13
2019-01-03 21:32:00,13
2019-01-03 21:33:00,11
2019-01-03 21:34:00,12
2019-01-03 21:35:00,17
2019-01-03 21:36:00,13
2019-01-03 21:37:00,11
2019-01-03 21:38:00,13
2019-01-03 21:39:00,14
2019-01-03 21:40:00,10
2019-01-03 21:41:00,14
2019-01-03 21:42:00,15
2019-01-03 21:43:00,15
2019-01-03 21:44:00,16
2019-01-03 21:45:00,16
2019-01-03 21:46:00,14
2019-01-03 21:47:00,13
2019-01-03 21:48:00,14
2019-01-03 21:49:00,12
2019-01-03 21:50:00,13
2019-01-03 21:51:00,12
2019-01-03 21:52:00,11
2019-01-03 21:53:00,13
2019-01-03 21:54:00,13
2019-01-03 21:55:00,13
2019-01-03 21:56:00,14
2019-01-03 21:57:00,14
2019-01-03 21:58:00,13
2019-01-03 21:59:00,14
2019-01-03 22:00:00,11
2019-01-03 22:01:00,13
2019-01-03 22:02:00,21
2019-01-03 22:03:00,10
2019-01-03 22:04:00,6
2019-01-03 22:05:00,7
2019-01-03 22:06:00,8
2019-01-03 22:07:00,7
2019-01-03 22:08:00,2
2019-01-03 22:09:00,6
2019-01-03 22:10:00,7
2019-01-03 22:11:00,7
2019-01-03 22:12:00,6
2019-01-03 22:13:00,8
2019-01-03 22:14:00,6
2019-01-03 23:27:00,1
2019-01-03 23:28:00,1
