852,"SELECT DISTINCT s.instrument, s.run2d, s.plate, s.mjd, s.fiberID FROM PhotoObjAll AS p JOIN SpecObjAll s ON p.objID = s.bestObjID WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-04-21 06:51:00,153
2019-04-21 06:52:00,252
2019-04-21 07:12:00,24
2019-04-21 07:13:00,10
2019-04-21 07:14:00,1
2019-04-21 20:44:00,5
2019-04-21 20:45:00,10
2019-04-21 20:46:00,9
2019-04-21 20:47:00,12
2019-04-21 20:48:00,12
2019-04-21 20:49:00,8
2019-04-21 20:50:00,6
2019-04-21 20:51:00,7
2019-04-21 20:52:00,13
2019-04-21 20:53:00,11
2019-04-21 20:54:00,10
2019-04-21 20:55:00,12
2019-04-21 20:56:00,10
2019-04-21 20:57:00,9
2019-04-21 20:58:00,7
2019-04-21 20:59:00,8
2019-04-21 21:00:00,7
2019-04-21 21:01:00,5
2019-04-21 21:02:00,7
2019-04-21 21:03:00,6
2019-04-21 21:04:00,10
2019-04-21 21:05:00,13
2019-04-21 21:06:00,12
2019-04-21 21:07:00,13
2019-04-21 21:08:00,9
2019-04-21 21:09:00,10
2019-04-21 21:10:00,11
2019-04-21 21:11:00,11
2019-04-21 21:12:00,10
2019-04-21 21:13:00,10
2019-04-21 21:14:00,9
2019-04-21 21:15:00,10
2019-04-21 21:16:00,11
2019-04-21 21:17:00,10
2019-04-21 21:18:00,10
2019-04-21 21:19:00,8
2019-04-21 21:20:00,4
2019-04-21 21:27:00,8
2019-04-21 21:28:00,8
2019-04-21 21:29:00,11
2019-04-21 21:30:00,10
2019-04-21 21:31:00,10
2019-04-21 21:32:00,11
2019-04-21 21:33:00,1
2019-04-21 21:46:00,6
2019-04-21 21:47:00,2
