14386,"select specObjID, ra, dec, z, zErr, zWarning from dr1#.SpecObjAll where bestObjId =#or fluxObjID =#"
2019-07-17 01:42:00,62
2019-07-17 01:43:00,62
2019-07-17 01:44:00,64
2019-07-17 01:45:00,62
2019-07-17 01:46:00,61
2019-07-17 01:47:00,63
2019-07-17 01:48:00,62
2019-07-17 01:49:00,62
2019-07-17 01:50:00,61
2019-07-17 01:51:00,61
2019-07-17 01:52:00,29
2019-07-17 01:54:00,19
2019-07-17 01:55:00,62
2019-07-17 01:56:00,62
2019-07-17 01:57:00,62
2019-07-17 01:58:00,62
2019-07-17 01:59:00,61
2019-07-17 02:00:00,54
2019-07-17 02:01:00,62
2019-07-17 02:02:00,59
2019-07-17 02:03:00,61
2019-07-17 02:04:00,62
2019-07-17 02:05:00,61
2019-07-17 02:06:00,61
2019-07-17 02:07:00,42
2019-07-17 03:28:00,20
2019-07-17 03:29:00,60
2019-07-17 03:30:00,60
2019-07-17 03:31:00,62
2019-07-17 03:32:00,62
2019-07-17 03:33:00,62
2019-07-17 03:34:00,62
2019-07-17 03:35:00,62
2019-07-17 03:36:00,61
2019-07-17 03:37:00,62
2019-07-17 03:38:00,61
2019-07-17 03:39:00,62
2019-07-17 03:40:00,61
2019-07-17 03:41:00,62
2019-07-17 03:42:00,19
2019-07-17 04:22:00,20
2019-07-17 04:23:00,62
2019-07-17 04:24:00,61
2019-07-17 04:25:00,63
2019-07-17 04:26:00,62
2019-07-17 04:27:00,63
2019-07-17 04:28:00,61
2019-07-17 04:29:00,61
2019-07-17 04:30:00,59
2019-07-17 04:31:00,59
2019-07-17 04:32:00,59
2019-07-17 04:33:00,61
2019-07-17 04:34:00,52
2019-07-17 04:47:00,22
2019-07-17 04:48:00,61
2019-07-17 04:49:00,62
2019-07-17 04:50:00,62
2019-07-17 04:51:00,62
2019-07-17 04:52:00,63
2019-07-17 04:53:00,61
2019-07-17 04:54:00,62
2019-07-17 04:55:00,61
2019-07-17 04:56:00,63
2019-07-17 04:57:00,62
2019-07-17 04:58:00,62
2019-07-17 04:59:00,62
2019-07-17 05:00:00,48
2019-07-17 05:39:00,21
2019-07-17 05:40:00,61
2019-07-17 05:41:00,62
2019-07-17 05:42:00,61
2019-07-17 05:43:00,62
2019-07-17 05:44:00,59
2019-07-17 05:45:00,51
2019-07-17 05:46:00,61
2019-07-17 05:47:00,56
2019-07-17 05:48:00,50
2019-07-17 05:49:00,53
2019-07-17 05:50:00,44
2019-07-17 05:51:00,53
2019-07-17 05:52:00,63
2019-07-17 05:53:00,62
2019-07-17 05:54:00,26
2019-07-17 05:59:00,39
2019-07-17 06:00:00,55
2019-07-17 06:01:00,61
2019-07-17 06:02:00,62
2019-07-17 06:03:00,61
2019-07-17 06:04:00,62
2019-07-17 06:05:00,62
2019-07-17 06:06:00,62
2019-07-17 06:07:00,60
2019-07-17 06:08:00,62
2019-07-17 06:09:00,60
2019-07-17 06:10:00,63
2019-07-17 06:11:00,62
2019-07-17 06:12:00,61
2019-07-17 06:41:00,29
2019-07-17 06:42:00,63
2019-07-17 06:43:00,62
2019-07-17 06:44:00,63
2019-07-17 06:45:00,63
2019-07-17 06:46:00,63
2019-07-17 06:47:00,64
2019-07-17 06:48:00,41
2019-07-17 06:58:00,51
2019-07-17 06:59:00,44
2019-07-17 07:35:00,21
2019-07-17 07:36:00,62
2019-07-17 07:37:00,62
2019-07-17 07:38:00,63
2019-07-17 07:39:00,63
2019-07-17 07:40:00,62
2019-07-17 07:41:00,63
2019-07-17 07:42:00,63
2019-07-17 07:43:00,63
2019-07-17 07:44:00,63
2019-07-17 07:45:00,61
2019-07-17 07:46:00,62
2019-07-17 07:47:00,63
2019-07-17 07:48:00,63
2019-07-17 07:49:00,4
2019-07-17 08:03:00,11
2019-07-17 08:04:00,58
2019-07-17 08:05:00,61
2019-07-17 08:06:00,62
2019-07-17 08:07:00,61
2019-07-17 08:08:00,63
2019-07-17 08:09:00,62
2019-07-17 08:10:00,62
2019-07-17 08:11:00,62
2019-07-17 08:12:00,62
2019-07-17 08:13:00,62
2019-07-17 08:14:00,62
2019-07-17 08:15:00,62
2019-07-17 08:16:00,46
2019-07-17 08:25:00,48
2019-07-17 08:26:00,62
2019-07-17 08:27:00,62
2019-07-17 08:28:00,62
2019-07-17 08:29:00,62
2019-07-17 08:30:00,62
2019-07-17 08:31:00,62
2019-07-17 08:32:00,61
2019-07-17 08:33:00,62
2019-07-17 08:34:00,60
2019-07-17 08:35:00,63
2019-07-17 08:36:00,62
2019-07-17 08:37:00,62
2019-07-17 08:38:00,40
2019-07-17 08:41:00,7
2019-07-17 08:42:00,63
2019-07-17 08:43:00,63
2019-07-17 08:44:00,63
2019-07-17 08:45:00,62
2019-07-17 08:46:00,61
2019-07-17 08:47:00,62
2019-07-17 08:48:00,63
2019-07-17 08:49:00,63
2019-07-17 08:50:00,61
2019-07-17 08:51:00,63
2019-07-17 08:52:00,63
2019-07-17 08:53:00,62
2019-07-17 08:54:00,64
2019-07-17 08:55:00,21
2019-07-17 20:44:00,59
2019-07-17 20:45:00,62
2019-07-17 20:46:00,61
2019-07-17 20:47:00,63
2019-07-17 20:48:00,60
2019-07-17 20:49:00,62
2019-07-17 20:50:00,10
