13,"SELECT first.plate, other.plate,   COUNT(DISTINCT other.mjd) + COUNT(DISTINCT first.mjd) AS nightsObserved,   otherPlate.programname, count(DISTINCT other.bestObjID) AS objects  FROM SpecObjAll first  JOIN SpecObjAll other ON first.bestObjID = other.bestObjID  JOIN PlateX AS firstPlate ON firstPlate.plate = first.plate  JOIN PlateX AS otherPlate ON otherPlate.plate = other.plate  WHERE first.scienceprimary = # AND other.scienceprimary = #   AND other.bestObjID > #  GROUP BY first.plate, other.plate, otherPlate.programname  ORDER BY nightsObserved DESC, otherPlate.programname,   first.plate, other.plate"
2019-12-12 00:40:00,1
2019-12-12 01:11:00,1
2019-12-12 01:13:00,1
2019-12-12 01:16:00,1
2019-12-12 01:21:00,1
2019-12-12 01:30:00,1
2019-12-12 01:47:00,1
2019-12-12 06:41:00,1
2019-12-12 13:46:00,1
2019-12-12 13:48:00,1
2019-12-12 13:51:00,1
2019-12-12 13:56:00,1
2019-12-12 14:23:00,1
