1479,"SELECT fieldID ,field, run, camcol,raMin,raMax,decMin,decMax FROM Field Where raMin<# and raMax># and decMin<# and decMax>#"
2019-06-04 09:55:00,3
2019-06-04 09:56:00,2
2019-06-04 09:57:00,3
2019-06-04 09:58:00,2
2019-06-04 09:59:00,2
2019-06-04 10:00:00,2
2019-06-04 10:01:00,2
2019-06-04 10:02:00,1
2019-06-04 10:19:00,2
2019-06-04 10:20:00,2
2019-06-04 10:21:00,2
2019-06-04 10:22:00,3
2019-06-04 10:23:00,2
2019-06-04 10:24:00,2
2019-06-04 10:25:00,2
2019-06-04 10:26:00,3
2019-06-04 10:27:00,2
2019-06-04 10:28:00,2
2019-06-04 10:29:00,2
2019-06-04 10:30:00,2
2019-06-04 10:31:00,2
2019-06-04 10:32:00,3
2019-06-04 10:33:00,2
2019-06-04 10:34:00,2
2019-06-04 10:35:00,3
2019-06-04 10:36:00,2
2019-06-04 10:37:00,2
2019-06-04 10:38:00,2
2019-06-04 10:39:00,3
2019-06-04 10:40:00,2
2019-06-04 10:41:00,3
2019-06-04 10:42:00,2
2019-06-04 10:43:00,3
2019-06-04 10:44:00,2
2019-06-04 10:45:00,2
2019-06-04 10:46:00,3
2019-06-04 10:47:00,2
2019-06-04 10:48:00,3
2019-06-04 10:49:00,2
2019-06-04 10:50:00,2
2019-06-04 10:51:00,3
2019-06-04 10:52:00,2
2019-06-04 10:53:00,3
2019-06-04 10:54:00,2
2019-06-04 10:55:00,3
2019-06-04 10:56:00,2
2019-06-04 10:57:00,2
2019-06-04 10:58:00,3
2019-06-04 10:59:00,2
2019-06-04 11:00:00,2
2019-06-04 11:01:00,3
