188,"SELECT DISTINCT TOP # p.run, p.rerun, p.camcol, max(p.field) as &&&, max(p.ra) as &&&, max(p.dec) as &&& FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) GROUP BY p.run, p.rerun, p.camcol"
2019-02-01 10:18:00,1
2019-02-01 10:23:00,1
2019-02-01 10:33:00,7
2019-02-01 10:34:00,7
2019-02-01 10:35:00,1
2019-02-01 10:36:00,9
2019-02-01 10:37:00,2
2019-02-01 10:43:00,4
2019-02-01 10:44:00,6
2019-02-01 10:45:00,3
2019-02-01 10:46:00,13
2019-02-01 10:47:00,10
2019-02-01 10:48:00,3
2019-02-01 10:49:00,7
2019-02-01 10:50:00,2
2019-02-01 10:51:00,2
2019-02-01 10:52:00,2
2019-02-01 10:53:00,2
2019-02-01 10:55:00,5
2019-02-01 11:08:00,6
2019-02-01 11:09:00,7
2019-02-01 11:11:00,1
2019-02-01 11:26:00,6
2019-02-01 11:27:00,6
2019-02-01 11:29:00,1
2019-02-01 11:37:00,1
2019-02-01 11:40:00,2
2019-02-01 11:42:00,1
2019-02-01 11:44:00,1
2019-02-01 11:47:00,5
2019-02-01 11:48:00,12
2019-02-01 11:49:00,1
2019-02-01 11:50:00,1
2019-02-01 11:53:00,1
2019-02-01 11:55:00,1
2019-02-01 11:56:00,1
2019-02-01 13:33:00,8
2019-02-01 13:34:00,1
2019-02-01 13:45:00,1
2019-02-01 13:50:00,1
2019-02-01 13:52:00,1
2019-02-01 13:57:00,3
2019-02-01 13:58:00,5
2019-02-01 14:00:00,1
2019-02-01 14:22:00,1
2019-02-01 15:18:00,1
2019-02-01 15:19:00,1
2019-02-01 15:20:00,2
2019-02-01 15:21:00,1
2019-02-01 15:28:00,2
2019-02-01 15:29:00,1
2019-02-01 15:31:00,1
2019-02-01 15:32:00,1
2019-02-01 15:33:00,1
2019-02-01 15:34:00,2
2019-02-01 15:35:00,4
2019-02-01 15:36:00,3
2019-02-01 15:39:00,1
2019-02-01 16:04:00,1
2019-02-01 17:15:00,1
2019-02-01 17:16:00,1
2019-02-01 17:17:00,1
