3605,select max(Id) from public.ncarey.FramePathProcessing where Processed = # and (goodMeltScore != # or fastBottomScore != # or fastTopScore != #))
2019-07-11 17:02:00,15
2019-07-11 17:03:00,15
2019-07-11 17:04:00,15
2019-07-11 17:05:00,15
2019-07-11 17:06:00,15
2019-07-11 17:07:00,15
2019-07-11 17:08:00,15
2019-07-11 17:09:00,15
2019-07-11 17:10:00,15
2019-07-11 17:11:00,15
2019-07-11 17:12:00,15
2019-07-11 17:13:00,15
2019-07-11 17:14:00,15
2019-07-11 17:15:00,15
2019-07-11 17:16:00,15
2019-07-11 17:17:00,15
2019-07-11 17:18:00,15
2019-07-11 17:19:00,15
2019-07-11 17:20:00,15
2019-07-11 17:21:00,15
2019-07-11 17:22:00,15
2019-07-11 17:23:00,15
2019-07-11 17:24:00,15
2019-07-11 17:25:00,15
2019-07-11 17:26:00,15
2019-07-11 17:27:00,15
2019-07-11 17:28:00,15
2019-07-11 17:29:00,15
2019-07-11 17:30:00,15
2019-07-11 17:31:00,15
2019-07-11 17:32:00,15
2019-07-11 17:33:00,5
2019-07-11 17:40:00,10
2019-07-11 17:41:00,15
2019-07-11 17:42:00,15
2019-07-11 17:43:00,14
2019-07-11 17:44:00,5
